        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.30          +6.60          56.00           15.0            270
             10            0.9         978.94          +5.93          57.83           23.4            259
             20            1.6         978.57          +5.86          58.74           24.2            259
             30            2.3         978.21          +5.85          59.15           24.3            258
             40            3.0         977.84          +5.85          58.89           24.5            258
             50            3.6         977.48          +5.86          58.84           24.7            258
             60            4.2         977.11          +5.86          58.79           24.9            258
             70            4.8         976.75          +5.85          58.71           25.1            257
             80            5.3         976.39          +5.85          58.65           25.3            257
             90            5.9         976.02          +5.85          58.59           25.5            258
            100            6.5         975.66          +5.85          58.54           25.7            258
            110            7.0         975.30          +5.86          58.48           25.9            258
            120            7.5         974.93          +5.85          58.42           26.1            258
            130            8.0         974.57          +5.85          58.37           26.3            258
            140            8.6         974.21          +5.83          58.41           26.4            258
            150            9.2         973.84          +5.79          58.42           26.5            258
            160            9.8         973.48          +5.73          58.40           26.5            259
            170           10.4         973.12          +5.70          58.37           26.5            259
            180           11.0         972.75          +5.71          58.35           26.4            259
            190           11.7         972.39          +5.72          58.31           26.4            258
            200           12.4         972.03          +5.71          58.23           26.4            258
            210           13.0         971.67          +5.69          58.14           26.5            258
            220           13.5         971.30          +5.66          58.18           26.6            258
            230           14.1         970.94          +5.62          58.22           26.7            258
            240           14.6         970.58          +5.59          58.22           26.8            258
            250           15.1         970.22          +5.56          58.21           27.0            258
            260           15.6         969.86          +5.53          58.21           27.1            258
            270           16.1         969.50          +5.49          58.21           27.2            258
            280           16.6         969.13          +5.47          58.22           27.4            258
            290           17.1         968.77          +5.45          58.21           27.5            258
            300           17.7         968.41          +5.45          58.17           27.6            258
            310           18.2         968.05          +5.46          58.11           27.7            258
            320           18.7         967.69          +5.49          58.03           27.8            258
            330           19.2         967.33          +5.50          57.93           27.8            258
            340           19.7         966.97          +5.46          57.81           27.9            259
            350           20.3         966.61          +5.43          57.73           27.9            259
            360           20.8         966.25          +5.42          57.69           28.0            259
            370           21.4         965.88          +5.39          57.66           28.0            259
            380           22.0         965.52          +5.35          57.64           28.0            259
            390           22.6         965.16          +5.33          57.67           28.0            260
            400           23.1         964.80          +5.31          57.71           28.0            260
            410           23.8         964.44          +5.32          57.73           28.0            260
            420           24.3         964.08          +5.29          57.73           28.1            260
            430           24.9         963.72          +5.24          57.73           28.1            259
            440           25.5         963.36          +5.26          57.70           28.2            259
            450           26.1         963.00          +5.27          57.67           28.3            259
            460           26.6         962.64          +5.22          57.72           28.5            259
            470           27.1         962.28          +5.18          57.75           28.6            259
            480           27.6         961.93          +5.16          57.76           28.7            259
            490           28.2         961.57          +5.13          57.78           28.8            259
            500           28.7         961.21          +5.09          57.80           28.8            260
            510           29.3         960.85          +5.05          57.81           28.8            260
            520           29.8         960.49          +5.02          57.82           28.8            260
            530           30.4         960.13          +5.00          57.87           29.0            260
            540           31.0         959.77          +4.98          57.94           29.2            260
            550           31.6         959.41          +4.97          57.97           29.4            259
            560           32.2         959.05          +4.94          58.01           29.6            259
            570           32.8         958.70          +4.88          58.04           29.8            259
            580           33.5         958.34          +4.86          58.06           29.9            259
            590           34.1         957.98          +4.85          58.06           30.1            259
            600           34.7         957.62          +4.84          58.02           30.2            259
            610           35.4         957.26          +4.85          57.95           30.4            259
            620           36.0         956.90          +4.88          57.86           30.6            259
