        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         979.90          +6.70          61.00            3.0             90
             10            0.4         979.53          +4.14          70.55            3.9             87
             20            0.9         979.16          +1.58          80.10            4.8             85
             30            1.4         978.79          +0.64          89.35            5.2             84
             40            2.0         978.42          +0.56          98.46            5.2             84
             50            2.6         978.05          +0.50          99.48            5.3             85
             60            3.2         977.68          +0.45          99.77            5.3             86
             70            3.9         977.31          +0.42          99.17            5.2             87
             80            4.5         976.94          +0.38          98.10            5.2             86
             90            5.2         976.57          +0.34          96.73            5.3             86
            100            5.9         976.19          +0.31          94.86            5.2             85
            110            6.6         975.82          +0.28          92.24            5.1             86
            120            7.4         975.45          +0.25          90.93            5.0             86
            130            8.2         975.08          +0.22          90.96            4.9             86
            140            8.9         974.71          +0.20          90.79            4.9             85
            150            9.7         974.34          +0.17          90.15            4.7             85
            160           10.5         973.97          +0.15          90.05            4.6             87
            170           11.2         973.60          +0.13          90.26            4.6             88
            180           11.9         973.23          +0.12          90.39            4.6             89
            190           12.7         972.86          +0.11          90.49            4.5             90
            200           13.4         972.49          +0.11          90.49            4.4             91
            210           14.2         972.12          +0.11          90.39            4.3             92
            220           15.0         971.75          +0.10          90.21            4.2             93
            230           15.8         971.38          +0.10          89.90            4.2             92
            240           16.6         971.01          +0.10          89.38            4.1             92
            250           17.4         970.64          +0.11          88.59            3.9             93
            260           18.2         970.27          +0.14          87.64            3.7             95
            270           19.0         969.90          +0.17          86.87            3.7             96
            280           19.9         969.53          +0.20          85.99            3.7             98
            290           20.7         969.17          +0.22          85.34            3.8             99
            300           21.6         968.80          +0.22          84.97            3.8            100
            310           22.5         968.43          +0.21          84.80            3.8            101
            320           23.4         968.06          +0.20          84.58            3.7            102
            330           24.3         967.69          +0.19          84.24            3.6            103
            340           25.1         967.32          +0.19          83.97            3.6            103
            350           26.0         966.96          +0.18          84.04            3.6            102
            360           26.8         966.59          +0.18          84.39            3.4            102
            370           27.7         966.22          +0.16          84.56            3.3            103
            380           28.5         965.85          +0.13          84.52            3.1            103
            390           29.3         965.49          +0.11          84.37            3.0            103
            400           30.2         965.12          +0.10          84.17            2.9            102
            410           31.0         964.75          +0.08          83.81            2.8             99
            420           31.8         964.39          +0.08          83.70            2.7             98
            430           32.6         964.02          +0.08          83.68            2.6             97
            440           33.5         963.65          +0.07          83.53            2.5             98
            450           34.3         963.28          +0.06          83.51            2.5             98
            460           35.1         962.92          +0.04          83.84            2.6             99
            470           36.0         962.55          +0.02          83.83            2.6            100
            480           36.8         962.19          +0.00          83.71            2.5            100
            490           37.6         961.82           0.00          83.51            2.3            100
            500           38.4         961.45          +0.00          83.25            2.2            101
            510           39.2         961.09          +0.02          82.92            2.1            103
            520           39.9         960.72          +0.01          82.51            2.1            107
            530           40.7         960.36          -0.01          82.36            2.1            110
            540           41.4         959.99          -0.02          82.21            2.0            114
            550           42.2         959.63          -0.02          82.05            2.0            117
            560           42.9         959.26          -0.02          81.89            2.0            122
            570           43.7         958.90          -0.03          81.64            2.0            126
            580           44.4         958.53          -0.04          81.35            1.9            130
            590           45.1         958.17          -0.04          81.05            1.9            133
            600           45.8         957.80          -0.04          80.94            1.8            134
            610           46.5         957.44          -0.05          80.52            1.7            136
            620           47.2         957.07          -0.06          80.14            1.6            137
