2018-08-10,11:04:33.631,Created. (UTC = 2018-08-10,14:04:33)
2018-08-10,11:04:35.095,Open Select/Confirm Radiosonde
2018-08-10,11:04:57.165,Sonde selected IMET-1-ABx
2018-08-10,11:04:57.176,Close Select/Confirm Radiosonde
2018-08-10,11:04:58.276,Open Balloon Train
2018-08-10,11:05:06.584,Close Balloon Train
2018-08-10,11:05:07.837,Open Station Details
2018-08-10,11:05:10.176,Close Station Details
2018-08-10,11:05:12.131,Open Message Setup
2018-08-10,11:05:16.770,Close Message Setup
2018-08-10,11:05:18.163,Open Current Weather
2018-08-10,11:05:28.147,Close Current Weather
2018-08-10,11:16:20.476,Real PC/UTC Offset confirmed as -3.00 hours (02:59:59.434)
2018-08-10,11:25:23.910,Open Current Weather
2018-08-10,11:25:26.254,Use radiosonde for current weather
2018-08-10,11:25:32.639,Close Current Weather
2018-08-10,11:25:33.738,Attempt Ready To Launch
2018-08-10,11:25:33.768,Passed Ready To Launch
2018-08-10,11:27:40.515,Launch detected (152.6m/s)
2018-08-10,11:28:00.530,Launch site Lat:-50.283241 Long:-72.047379
2018-08-10,11:30:53.742,Graph : PTU
2018-08-10,11:31:00.302,Graph : Winds
2018-08-10,11:46:05.477,Graph : SkewT-LogP
2018-08-10,11:49:32.909,Graph : Winds
2018-08-10,11:53:12.389,Graph : Google Maps
2018-08-10,11:53:49.893,Graph : SkewT-LogP
2018-08-10,11:53:50.983,Graph : Winds
2018-08-10,13:19:10.009,Graph : Density
2018-08-10,13:19:11.209,Graph : Flight Path
2018-08-10,13:19:15.016,Graph : SkewT-LogP
2018-08-10,13:19:17.321,Graph : Google Maps
2018-08-10,13:19:28.065,Graph : Winds
2018-08-10,13:19:49.424,Graph : Flight Path
2018-08-10,13:19:50.601,Graph : Winds
2018-08-10,13:19:55.353,Graph : PTU
2018-08-10,13:19:58.193,Graph : Winds
2018-08-10,13:19:59.680,Graph : Density
2018-08-10,13:20:01.217,Graph : SkewT-LogP
2018-08-10,13:20:02.512,Graph : Google Maps
2018-08-10,13:20:04.872,Graph : Google Earth
2018-08-10,13:20:25.409,Graph : SkewT-LogP
2018-08-10,13:21:48.839,Graph : PTU
2018-08-10,13:22:42.199,Graph : Winds
2018-08-10,13:22:48.171,Graph : Density
2018-08-10,13:22:52.268,Graph : SkewT-LogP
2018-08-10,13:22:53.783,Graph : Flight Path
2018-08-10,13:22:57.970,Graph : SkewT-LogP
2018-08-10,13:23:05.494,Graph : PTU
