        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         990.60          +5.60          53.00            5.0            110
             10            0.4         990.23          +5.16          54.86            5.3            110
             20            0.9         989.86          +4.72          56.72            5.5            110
             30            1.4         989.49          +4.46          58.42            5.6            110
             40            1.9         989.12          +4.29          60.06            5.6            109
             50            2.4         988.75          +4.19          60.94            5.5            108
             60            3.0         988.38          +4.12          61.63            5.4            107
             70            3.5         988.01          +4.05          61.50            5.3            107
             80            4.1         987.64          +3.99          61.37            5.2            106
             90            4.8         987.27          +3.94          61.35            5.1            106
            100            5.5         986.90          +3.91          61.22            5.0            107
            110            6.1         986.53          +3.91          61.00            4.9            108
            120            6.8         986.16          +3.97          60.52            4.8            109
            130            7.5         985.79          +4.06          59.64            4.8            110
            140            8.2         985.42          +4.17          58.62            4.9            111
            150            8.9         985.05          +4.36          57.61            5.0            111
            160            9.6         984.68          +4.37          56.98            5.1            111
            170           10.3         984.31          +4.39          56.49            5.1            111
            180           10.9         983.94          +4.44          56.15            5.1            110
            190           11.6         983.57          +4.45          55.95            5.0            110
            200           12.2         983.20          +4.47          55.84            5.0            109
            210           12.8         982.84          +4.50          55.90            4.9            108
            220           13.3         982.47          +4.52          55.95            4.8            108
            230           13.9         982.10          +4.54          55.99            4.8            107
            240           14.4         981.73          +4.50          56.03            4.7            106
            250           15.0         981.36          +4.46          56.07            4.7            105
            260           15.5         981.00          +4.46          56.07            4.8            104
            270           16.0         980.63          +4.46          56.07            4.8            104
            280           16.5         980.26          +4.41          56.03            4.9            104
            290           17.1         979.90          +4.36          55.99            4.9            104
            300           17.6         979.53          +4.39          55.95            5.0            105
            310           18.2         979.16          +4.45          55.90            5.0            106
            320           18.8         978.79          +4.58          55.84            5.0            106
            330           19.5         978.43          +4.68          55.75            4.9            107
            340           20.2         978.06          +4.71          55.65            4.8            107
            350           20.8         977.70          +4.65          55.57            4.8            106
            360           21.4         977.33          +4.64          55.54            4.8            105
            370           22.0         976.96          +4.66          55.55            4.8            104
            380           22.6         976.60          +4.72          55.51            4.8            103
            390           23.2         976.23          +4.76          55.47            4.8            102
            400           23.7         975.87          +4.77          55.39            4.8            101
            410           24.2         975.50          +4.80          55.31            4.8            100
            420           24.7         975.14          +4.85          55.22            4.8             99
            430           25.2         974.77          +4.89          55.15            4.8             98
            440           25.8         974.41          +4.91          55.09            4.8             98
            450           26.3         974.04          +4.91          55.01            4.8             97
            460           26.8         973.68          +4.90          54.91            4.7             96
            470           27.3         973.32          +4.87          54.81            4.7             96
            480           27.8         972.95          +4.82          54.72            4.6             96
            490           28.3         972.59          +4.81          54.64            4.6             96
            500           28.8         972.22          +4.82          54.57            4.6             96
            510           29.3         971.86          +4.81          54.49            4.6             96
            520           29.8         971.50          +4.79          54.40            4.5             96
            530           30.4         971.13          +4.74          54.35            4.5             95
            540           30.9         970.77          +4.68          54.32            4.5             94
            550           31.5         970.41          +4.67          54.29            4.5             93
            560           32.1         970.04          +4.67          54.27            4.6             92
            570           32.6         969.68          +4.66          54.29            4.6             91
            580           33.2         969.32          +4.65          54.34            4.6             90
            590           33.7         968.96          +4.64          54.47            4.6             90
            600           34.3         968.59          +4.64          54.64            4.6             89
            610           34.9         968.23          +4.63          54.85            4.5             88
            620           35.5         967.87          +4.56          55.02            4.5             87
