        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.40          +3.50          76.00            8.0            270
            656           42.5         956.70          +6.02          52.59           13.6            268
           1313           90.3         933.55          +4.73          56.11           12.9            264
           2626          183.8         888.60          +2.09          61.21           14.7            257
           3938          276.2         845.42          -0.89          57.25           14.8            245
           5250          359.3         803.81          -4.74          66.78           17.3            248
           6563          450.5         763.67          -8.40          79.51           21.2            252
           7875          557.4         725.11         -11.43          74.60           25.5            261
           9843          704.1         670.29         -14.26          78.64            8.4            273
          13121          915.3         586.43         -21.84          80.68           14.6            311
          16398         1129.4         510.96         -29.05          69.68           36.3            304
          19675         1381.6         443.30         -36.68          34.75           49.9            328
          26226         1867.8         328.82         -54.01          62.82           69.7            340
          32771         2312.5         238.98         -62.01           5.47           51.1            308
          39313         2744.1         173.06         -61.74           5.66           61.5            283
          45851         3199.8         125.50         -61.25           5.49           61.7            280
          58914         4092.4          65.85         -64.16           2.59           88.0            280
          71961         4985.7          34.24         -66.59           3.07          124.4            281
          84992         5794.2          17.67         -68.34           3.88          158.9            278
          98006         6518.4           9.28         -58.86           3.12          163.1            272
