           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         980.40          +3.50          76.00            8.0            270              0
            1.0         980.40          +3.63          76.36           15.4            277              0
            2.0         979.89          +3.66          76.47           15.3            276             14
            3.0         979.61          +3.83          76.13           15.2            276             21
            4.0         978.95          +3.90          75.43           15.2            277             39
            5.0         978.30          +4.02          74.33           15.2            277             57
            6.0         977.68          +4.39          72.59           15.2            277             74
            7.0         977.05          +4.79          70.20           15.3            276             91
            8.0         976.45          +4.89          67.77           15.3            275            108
            9.0         975.85          +5.18          65.36           15.3            274            124
           10.0         975.26          +5.32          63.35           15.1            274            140
           11.0         974.68          +5.37          60.74           14.9            274            156
           12.0         974.16          +5.55          60.51           14.7            274            171
           13.0         973.61          +5.62          59.72           14.6            274            186
           14.0         973.06          +5.65          59.14           14.5            274            201
           15.0         972.54          +5.76          58.63           14.3            273            215
           16.0         972.04          +5.68          58.14           14.2            273            229
           17.0         971.54          +5.75          57.95           14.0            273            243
           18.0         971.09          +5.66          57.66           13.8            273            255
           19.0         970.61          +5.59          57.35           13.7            273            268
           20.0         970.11          +5.60          57.03           13.6            273            282
           21.0         969.54          +5.59          56.92           13.6            274            298
           22.0         968.90          +5.65          56.73           13.7            273            316
           23.0         968.17          +5.65          56.59           13.7            273            336
           24.0         967.41          +5.69          56.44           13.8            273            357
           25.0         966.63          +5.73          56.33           13.9            272            379
           26.0         965.87          +5.81          56.37           13.9            272            400
           27.0         965.17          +5.85          56.36           13.8            272            419
           28.0         964.51          +5.93          56.20           13.6            271            438
           29.0         963.87          +6.12          55.85           13.6            271            456
           30.0         963.26          +6.11          55.41           13.5            271            473
           31.0         962.67          +6.19          55.02           13.8            272            489
           32.0         962.08          +6.16          54.65           13.8            272            505
           33.0         961.49          +6.13          54.44           14.0            272            522
           34.0         960.91          +6.12          54.29           14.0            271            538
           35.0         960.32          +6.12          54.34           14.0            271            555
           36.0         959.76          +6.23          54.14           13.9            271            570
           37.0         959.22          +6.23          53.86           13.8            270            586
           38.0         958.70          +6.16          53.42           13.8            269            600
           39.0         958.21          +6.17          53.12           13.7            269            614
           40.0         957.77          +6.13          52.97           13.7            269            626
           41.0         957.35          +6.05          52.79           13.7            269            638
           42.0         956.93          +6.04          52.67           13.7            269            650
           43.0         956.50          +6.01          52.53           13.5            268            662
           44.0         956.08          +5.93          52.54           13.4            267            674
           45.0         955.64          +5.90          52.48           13.4            267            686
           46.0         955.20          +5.87          52.48           13.4            266            698
           47.0         954.78          +5.86          52.47           13.3            264            710
           48.0         954.36          +5.78          52.49           13.2            263            722
           49.0         953.94          +5.75          52.47           13.1            262            734
           50.0         953.47          +5.72          52.52           12.9            261            747
           51.0         952.98          +5.64          52.60           12.6            261            761
           52.0         952.44          +5.62          52.73           12.4            260            776
           53.0         951.86          +5.62          53.01           12.1            260            792
           54.0         951.23          +5.60          53.18           11.9            261            810
           55.0         950.65          +5.60          53.10           11.8            261            826
           56.0         950.05          +5.61          52.92           11.9            262            844
           57.0         949.42          +5.60          52.64           12.0            262            861
           58.0         948.84          +5.61          52.58           12.1            262            878
           59.0         948.30          +5.49          52.53           12.3            262            893
           60.0         947.77          +5.47          52.49           12.4            262            908
           61.0         947.24          +5.42          52.32           12.5            263            923
           62.0         946.73          +5.47          52.26           12.5            264            937
           63.0         946.22          +5.40          52.22           12.4            263            952
           64.0         945.71          +5.35          52.25           12.4            263            966
           65.0         945.20          +5.31          52.29           12.3            262            981
           66.0         944.71          +5.30          52.36           12.2            261            994
           67.0         944.25          +5.22          52.43           12.1            261           1008
           68.0         943.78          +5.23          52.57           12.0            262           1021
           69.0         943.32          +5.22          52.79           11.9            262           1034
           70.0         942.88          +5.18          53.09           11.9            262           1046
           71.0         942.44          +5.17          53.31           11.9            262           1059
           72.0         941.98          +5.15          53.51           12.0            262           1072
           73.0         941.47          +5.12          53.61           12.0            262           1086
           74.0         940.94          +5.12          53.60           12.2            261           1101
           75.0         940.39          +5.08          53.63           12.3            261           1117
           76.0         939.84          +5.02          53.86           12.3            261           1133
           77.0         939.33          +4.99          53.92           12.3            261           1147
           78.0         938.89          +4.99          54.15           12.4            261           1160
           79.0         938.45          +4.97          54.37           12.4            261           1172
           80.0         938.02          +4.90          54.51           12.4            262           1185
           81.0         937.58          +4.85          54.67           12.4            262           1197
           82.0         937.12          +4.87          54.86           12.4            262           1210
           83.0         936.64          +4.87          55.19           12.3            263           1224
           84.0         936.18          +4.81          55.61           12.3            263           1237
           85.0         935.72          +4.78          55.72           12.2            264           1250
           86.0         935.28          +4.80          55.84           12.2            264           1263
           87.0         934.87          +4.77          55.96           12.3            265           1275
           88.0         934.48          +4.85          56.05           12.5            265           1286
           89.0         934.09          +4.76          56.11           12.7            265           1297
           90.0         933.68          +4.72          56.10           12.8            264           1309
           91.0         933.24          +4.74          56.14           13.0            264           1321
           92.0         932.78          +4.68          56.19           13.3            263           1335
           93.0         932.30          +4.61          56.27           13.4            263           1348
           94.0         931.84          +4.58          56.37           13.4            262           1361
           95.0         931.41          +4.58          56.42           13.4            261           1374
           96.0         930.98          +4.52          56.49           13.3            261           1386
           97.0         930.56          +4.51          56.54           13.3            261           1398
           98.0         930.17          +4.51          56.60           13.3            261           1409
           99.0         929.76          +4.56          56.60           13.2            262           1421
          100.0         929.38          +4.50          56.59           13.2            263           1432
          101.0         928.99          +4.52          56.58           13.1            264           1443
          102.0         928.60          +4.48          56.56           13.1            264           1455
          103.0         928.19          +4.55          56.60           13.0            265           1466
          104.0         927.78          +4.46          56.57           13.0            265           1478
          105.0         927.35          +4.47          56.61           12.9            265           1491
          106.0         926.89          +4.40          56.59           12.9            265           1504
          107.0         926.43          +4.45          56.63           12.9            265           1517
          108.0         925.98          +4.37          56.60           12.9            266           1530
          109.0         925.55          +4.36          56.56           12.9            265           1543
          110.0         925.09          +4.32          56.54           13.1            265           1556
          111.0         924.68          +4.33          56.53           13.2            265           1568
          112.0         924.25          +4.30          56.56           13.3            265           1580
          113.0         923.84          +4.32          56.50           13.3            264           1592
          114.0         923.43          +4.32          56.43           13.3            264           1604
          115.0         923.05          +4.32          56.35           13.3            263           1615
          116.0         922.64          +4.31          56.32           13.3            263           1627
          117.0         922.21          +4.30          56.39           13.2            263           1639
          118.0         921.73          +4.20          56.40           13.1            263           1653
          119.0         921.23          +4.17          56.45           13.0            263           1667
          120.0         920.73          +4.16          56.52           12.9            263           1682
          121.0         920.24          +4.07          56.63           13.0            263           1696
          122.0         919.76          +4.05          56.69           13.1            263           1710
          123.0         919.31          +4.04          56.74           13.3            263           1723
          124.0         918.86          +3.95          56.75           13.5            263           1736
          125.0         918.36          +3.99          56.77           13.6            264           1751
          126.0         917.84          +3.92          56.85           13.8            264           1766
          127.0         917.30          +3.89          56.96           13.9            264           1781
          128.0         916.75          +3.84          57.11           14.1            265           1797
          129.0         916.21          +3.84          57.27           14.2            265           1813
          130.0         915.74          +3.75          57.35           14.4            265           1827
          131.0         915.29          +3.72          57.33           14.5            266           1840
          132.0         914.86          +3.73          57.35           14.6            266           1852
          133.0         914.43          +3.64          57.41           14.7            266           1865
          134.0         914.00          +3.61          57.48           14.8            267           1877
          135.0         913.55          +3.63          57.56           14.9            267           1890
          136.0         913.10          +3.66          57.52           15.0            266           1904
          137.0         912.68          +3.65          57.43           15.1            266           1916
          138.0         912.25          +3.63          57.43           15.2            265           1929
          139.0         911.80          +3.62          57.51           15.3            265           1942
          140.0         911.33          +3.54          57.52           15.5            265           1955
          141.0         910.83          +3.49          57.54           15.5            264           1970
          142.0         910.29          +3.54          57.61           15.6            264           1986
          143.0         909.75          +3.45          57.72           15.7            264           2001
          144.0         909.24          +3.37          57.84           15.8            263           2016
          145.0         908.72          +3.35          57.89           15.8            262           2032
          146.0         908.19          +3.37          57.94           15.8            261           2047
          147.0         907.65          +3.32          57.99           15.8            261           2063
          148.0         907.11          +3.28          58.08           15.6            260           2079
          149.0         906.57          +3.20          58.11           15.4            260           2095
          150.0         906.08          +3.17          58.20           15.2            261           2109
          151.0         905.63          +3.09          58.28           15.1            261           2122
          152.0         905.19          +3.10          58.38           14.9            261           2135
          153.0         904.74          +3.04          58.46           14.8            262           2148
          154.0         904.32          +3.01          58.48           14.8            262           2161
          155.0         903.87          +2.92          58.57           14.8            263           2174
          156.0         903.40          +2.93          58.62           14.8            264           2188
          157.0         902.95          +2.91          58.68           14.9            264           2201
          158.0         902.51          +2.89          58.67           15.0            263           2214
          159.0         902.04          +2.83          58.71           15.0            262           2228
          160.0         901.57          +2.86          58.77           15.0            262           2242
          161.0         901.13          +2.78          58.84           15.0            261           2255
          162.0         900.68          +2.77          58.89           15.0            260           2268
          163.0         900.21          +2.75          58.91           15.1            260           2282
          164.0         899.72          +2.74          58.90           15.1            260           2296
          165.0         899.23          +2.69          58.95           15.2            261           2310
          166.0         898.74          +2.65          59.04           15.2            261           2325
          167.0         898.21          +2.61          59.05           15.2            261           2341
          168.0         897.63          +2.57          59.13           15.2            262           2358
          169.0         897.01          +2.54          59.26           15.2            262           2376
          170.0         896.35          +2.46          59.41           15.0            262           2396
          171.0         895.64          +2.42          59.62           14.9            262           2417
          172.0         894.95          +2.34          59.82           14.9            262           2437
          173.0         894.31          +2.31          60.00           15.0            262           2456
          174.0         893.73          +2.27          60.17           15.1            262           2473
          175.0         893.18          +2.28          60.22           15.3            262           2490
          176.0         892.65          +2.23          60.23           15.3            261           2505
