        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         968.10          +6.90          58.00            7.0              7
             10            1.3         967.74          +6.57          63.60            6.8            348
             20            1.9         967.38          +6.45          65.63            6.8            348
             30            2.8         967.02          +6.39          66.88            6.9            347
             40            3.3         966.66          +6.35          67.00            6.9            347
             50            3.8         966.30          +6.31          66.78            6.9            346
             60            4.2         965.94          +6.29          66.61            6.9            345
             70            4.6         965.58          +6.27          66.49            6.9            344
             80            5.1         965.23          +6.27          66.30            6.9            344
             90            5.5         964.87          +6.28          65.83            6.9            343
            100            6.0         964.51          +6.30          65.35            6.9            342
            110            6.4         964.15          +6.45          64.60            6.8            342
            120            6.9         963.79          +6.61          63.82            6.8            341
            130            7.4         963.43          +6.72          62.69            6.7            341
            140            7.9         963.07          +6.80          61.43            6.6            340
            150            8.4         962.72          +6.79          60.43            6.4            340
            160            9.0         962.36          +6.75          59.51            6.2            339
            170            9.6         962.00          +6.78          59.50            6.1            339
            180           10.2         961.65          +6.80          59.44            6.0            339
            190           10.8         961.29          +6.79          59.22            5.9            339
            200           11.4         960.93          +6.79          58.94            5.8            339
            210           12.0         960.58          +6.79          58.64            5.7            338
            220           12.6         960.22          +6.83          58.30            5.6            338
            230           13.1         959.86          +6.88          57.93            5.5            337
            240           13.7         959.51          +6.94          57.48            5.4            337
            250           14.2         959.15          +7.03          57.03            5.3            336
            260           14.8         958.79          +7.14          56.59            5.2            334
            270           15.4         958.44          +7.20          56.06            5.2            333
            280           16.0         958.08          +7.23          55.46            5.2            331
            290           16.6         957.73          +7.26          55.05            5.2            331
            300           17.2         957.37          +7.30          54.65            5.2            330
            310           17.7         957.02          +7.36          54.28            5.2            330
            320           18.3         956.66          +7.39          54.04            5.2            330
            330           18.8         956.31          +7.39          53.91            5.2            330
            340           19.4         955.96          +7.35          53.77            5.2            330
            350           20.0         955.60          +7.28          53.61            5.1            330
            360           20.5         955.25          +7.28          53.49            5.0            329
            370           21.1         954.89          +7.27          53.36            5.0            329
            380           21.6         954.54          +7.26          53.25            4.9            328
            390           22.2         954.19          +7.25          53.12            4.8            327
            400           22.7         953.83          +7.26          52.95            4.7            326
            410           23.3         953.48          +7.24          52.84            4.7            325
            420           23.9         953.12          +7.19          52.77            4.7            324
            430           24.4         952.77          +7.18          52.69            4.7            323
            440           25.0         952.42          +7.17          52.61            4.7            323
            450           25.5         952.06          +7.18          52.51            4.7            322
            460           26.1         951.71          +7.18          52.40            4.8            322
            470           26.6         951.36          +7.18          52.29            4.8            323
            480           27.2         951.01          +7.17          52.20            4.7            323
            490           27.7         950.65          +7.15          52.15            4.7            323
            500           28.3         950.30          +7.12          52.09            4.6            323
            510           28.8         949.95          +7.07          52.00            4.6            322
            520           29.4         949.60          +7.06          51.90            4.5            321
            530           30.0         949.24          +7.07          51.79            4.5            320
            540           30.6         948.89          +7.08          51.66            4.4            320
            550           31.1         948.54          +7.09          51.52            4.4            320
            560           31.7         948.19          +7.08          51.36            4.4            319
            570           32.2         947.84          +7.06          51.25            4.4            318
            580           32.8         947.48          +7.01          51.21            4.4            317
            590           33.3         947.13          +6.98          51.14            4.5            317
            600           33.9         946.78          +6.97          51.05            4.5            317
            610           34.4         946.43          +7.00          50.97            4.5            317
            620           34.9         946.08          +7.05          50.90            4.5            317
