        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         968.10          +6.90          58.00            7.0              7
            656           36.7         944.82          +6.97          50.60            4.6            316
           1313           70.0         922.04          +5.53          48.45            4.9            266
           2626          145.0         877.71          +2.25          57.28            9.2            299
           3938          216.8         835.02          -0.82          69.12           22.5            306
           5250          308.9         794.05          -3.50          76.11           21.4            301
           6563          393.7         754.69          -5.68          75.25           35.6            299
           7875          472.8         717.09          -7.14          58.27           49.6            291
           9843          594.8         663.67         -10.52          56.77           47.6            305
          13121          775.8         581.59         -18.62          63.44           49.9            303
          16398          954.0         507.46         -26.20          63.96           66.6            306
          19675         1132.2         441.07         -33.26          68.93           82.0            306
          26226         1525.6         329.19         -45.44          59.43          120.7            303
          32771         1933.6         241.81         -57.81          30.43          104.0            297
          39313         2406.2         176.27         -59.27          24.31           75.3            291
          45851         2860.0         128.52         -60.77          20.34           71.3            298
          58914         3888.5          68.21         -53.32          12.02           97.4            274
          71961         4644.5          36.14         -63.07           7.86           89.0            287
          84992         5340.8          19.06         -52.29           2.56          170.3            270
          98006         6023.2          10.53         -41.34           2.46          140.3            264
