        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         972.70          +3.40          75.00            2.0             90
             10            0.4         972.33          +2.48          80.26            0.8            148
             20            0.9         971.97          +1.57          85.51            1.8            219
             30            1.4         971.60          +1.40          89.64            2.1            223
             40            2.0         971.23          +1.46          93.42            2.0            221
             50            2.6         970.86          +1.79          91.25            1.9            218
             60            3.2         970.50          +2.15          89.33            1.9            216
             70            3.9         970.13          +2.53          89.29            1.8            215
             80            4.6         969.77          +2.88          87.73            1.7            214
             90            5.3         969.40          +3.21          85.78            1.6            212
            100            6.0         969.04          +3.52          83.75            1.4            209
            110            6.7         968.67          +3.68          82.37            1.3            204
            120            7.4         968.31          +3.79          81.41            1.2            198
            130            8.1         967.95          +3.86          80.84            1.2            192
            140            8.7         967.58          +3.90          80.56            1.3            187
            150            9.4         967.22          +3.93          80.29            1.4            185
            160           10.0         966.86          +3.96          80.03            1.4            184
            170           10.7         966.50          +3.96          79.85            1.5            185
            180           11.4         966.13          +3.96          79.74            1.5            185
            190           12.0         965.77          +3.95          79.70            1.4            185
            200           12.7         965.41          +3.96          79.70            1.3            186
            210           13.4         965.05          +3.96          79.46            1.1            189
            220           14.1         964.68          +3.97          78.99            1.0            193
            230           14.8         964.32          +4.02          78.36            1.0            197
            240           15.5         963.96          +4.10          77.55            1.0            204
            250           16.2         963.60          +4.18          76.60            1.0            211
            260           16.8         963.24          +4.26          75.46            1.0            214
            270           17.5         962.88          +4.35          74.47            1.1            212
            280           18.2         962.52          +4.48          73.55            1.1            210
            290           18.9         962.16          +4.65          72.73            1.1            208
            300           19.6         961.80          +4.78          72.17            1.1            211
            310           20.3         961.44          +4.87          71.89            1.1            215
            320           20.9         961.08          +4.93          72.01            1.1            222
            330           21.6         960.72          +4.95          72.03            1.1            229
            340           22.3         960.36          +4.94          72.06            1.1            236
            350           22.9         960.00          +4.93          72.10            1.0            242
            360           23.6         959.64          +4.91          72.07            0.9            247
            370           24.3         959.29          +4.90          72.02            0.9            252
            380           24.9         958.93          +4.90          71.94            0.8            258
            390           25.6         958.57          +4.99          71.48            0.9            266
            400           26.3         958.21          +5.10          70.86            0.9            273
            410           26.9         957.85          +5.24          70.06            1.0            278
            420           27.6         957.50          +5.38          69.32            1.1            278
            430           28.2         957.14          +5.50          68.66            1.2            277
            440           28.9         956.78          +5.57          68.15            1.2            275
            450           29.5         956.43          +5.61          67.69            1.2            274
            460           30.2         956.07          +5.66          67.19            1.2            274
            470           30.9         955.71          +5.73          66.55            1.2            276
            480           31.5         955.36          +5.87          65.94            1.3            282
            490           32.2         955.00          +6.02          65.39            1.4            289
            500           32.8         954.65          +6.13          64.96            1.6            295
            510           33.5         954.29          +6.23          64.65            1.6            301
            520           34.2         953.94          +6.33          64.40            1.7            306
            530           34.8         953.58          +6.43          64.25            1.7            309
            540           35.5         953.23          +6.49          64.09            1.8            312
            550           36.1         952.87          +6.51          63.90            1.9            314
            560           36.7         952.52          +6.46          63.60            2.1            316
            570           37.4         952.16          +6.40          63.52            2.3            317
            580           38.0         951.81          +6.32          63.60            2.4            318
            590           38.6         951.46          +6.32          63.88            2.5            319
            600           39.2         951.10          +6.33          64.10            2.6            320
            610           39.9         950.75          +6.36          64.23            2.8            322
            620           40.5         950.40          +6.37          64.35            3.0            323
