Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2017-07-25 12:44:07,42941.5306424,999999999.0000000,999999999.000,999999999.000,20.980,-69.290,0.460,-50.989075,-68.312843,24592.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-69.29
1,2017-07-25 12:44:08,42941.5306539,999999999.0000000,999999999.000,999999999.000,21.090,-69.500,0.550,-50.989143,-68.311584,24568.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-69.50
2,2017-07-25 12:44:09,42941.5306655,999999999.0000000,999999999.000,999999999.000,21.200,-69.870,0.590,-50.989262,-68.310364,24542.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-69.87
3,2017-07-25 12:44:10,42941.5306771,999999999.0000000,999999999.000,999999999.000,21.290,-70.130,0.580,-50.989414,-68.309113,24515.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.13
4,2017-07-25 12:44:11,42941.5306887,999999999.0000000,999999999.000,999999999.000,21.380,-69.680,0.530,-50.989552,-68.307785,24488.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-69.68
5,2017-07-25 12:44:12,42941.5307002,999999999.0000000,999999999.000,999999999.000,21.480,-70.080,0.490,-50.989643,-68.306496,24463.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.08
6,2017-07-25 12:44:13,42941.5307118,999999999.0000000,999999999.000,999999999.000,21.590,-70.640,0.550,-50.989769,-68.305260,24438.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.64
7,2017-07-25 12:44:14,42941.5307234,999999999.0000000,999999999.000,999999999.000,21.680,-70.280,0.490,-50.989910,-68.303970,24414.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.28
8,2017-07-25 12:44:15,42941.5307350,999999999.0000000,999999999.000,999999999.000,21.770,-70.120,0.470,-50.990032,-68.302681,24389.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.12
9,2017-07-25 12:44:16,42941.5307465,999999999.0000000,999999999.000,999999999.000,21.890,-70.280,0.410,-50.990147,-68.301430,24368.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-70.28
