        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         981.10         +10.10          30.00           12.0            270
            656           35.5         957.28          +3.34          37.05           24.8            276
           1313           87.8         933.85          +1.21          40.88           27.6            278
           2626          183.7         888.19          -2.52          45.88           30.0            271
           3938          262.3         844.23          -5.88          50.00           31.1            260
           5250          326.5         801.91          -9.52          56.37           27.9            263
           6563          377.5         761.17         -12.31          50.65           32.1            259
           7875          444.6         722.47         -10.51          31.71           34.5            249
           9843          662.7         668.35         -10.67          21.53           22.9            242
          13121          846.3         585.60         -19.63          32.32           27.0            237
          16398         1015.5         510.81         -26.39          31.72           40.2            251
          19675         1181.9         443.91         -33.93          23.45           50.6            251
          26226         1630.8         330.56         -49.20          12.85           56.1            259
          32771         2088.1         241.88         -60.47           6.51           87.3            264
          39313         2586.9         176.08         -58.92           2.48           77.3            264
          45851         3032.2         128.11         -59.68           2.26           77.8            259
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
