Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2017-09-09 12:37:52,42987.5263021,999999999.0000000,999999999.000,999999999.000,185.410,-60.660,0.500,-50.056301,-68.429970,11894.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-60.66
1,2017-09-09 12:37:53,42987.5263137,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,0,999999999.00
2,2017-09-09 12:37:54,42987.5263252,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,0,999999999.00
3,2017-09-09 12:37:55,42987.5263368,999999999.0000000,999999999.000,999999999.000,187.200,-62.070,0.580,-50.056210,-68.429321,11834.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.07
4,2017-09-09 12:37:56,42987.5263484,999999999.0000000,999999999.000,999999999.000,187.800,-62.340,0.590,-50.056179,-68.429100,11814.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.34
5,2017-09-09 12:37:57,42987.5263600,999999999.0000000,999999999.000,999999999.000,188.420,-62.640,0.640,-50.056141,-68.428879,11794.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.64
6,2017-09-09 12:37:58,42987.5263715,999999999.0000000,999999999.000,999999999.000,189.010,-62.850,0.560,-50.056099,-68.428658,11775.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.85
7,2017-09-09 12:37:59,42987.5263831,999999999.0000000,999999999.000,999999999.000,189.600,-62.880,0.620,-50.056053,-68.428436,11755.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.88
8,2017-09-09 12:38:00,42987.5263947,999999999.0000000,999999999.000,999999999.000,190.200,-62.860,0.590,-50.056000,-68.428230,11735.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.86
9,2017-09-09 12:38:01,42987.5264063,999999999.0000000,999999999.000,999999999.000,190.840,-62.840,0.570,-50.055946,-68.428024,11714.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.84
10,2017-09-09 12:38:02,42987.5264178,999999999.0000000,999999999.000,999999999.000,191.470,-62.790,0.510,-50.055885,-68.427826,11694.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-62.79
