        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         974.30          +1.00          75.00            1.0             70
            656           42.1         952.22          +0.23          80.81            4.8            289
           1313           88.1         928.13          -0.19          78.30           10.1            277
           2625          180.7         882.59          -2.67          68.08           23.4            270
           3938          273.7         838.47          -5.68          66.62           28.6            266
           5250          368.4         796.48          -8.84          71.81           27.5            262
           6562          465.8         756.07         -11.67          68.48           28.1            251
           7875          558.4         717.60         -14.51          64.76           27.3            247
           9842          678.1         662.43         -18.90          55.63           28.2            239
          13121          882.8         577.73         -26.83          73.59           17.8            252
          16399         1105.0         501.46         -35.00          68.87           15.6            264
          19675         1379.6         433.09         -42.82          61.39           28.2            287
          26225         1854.6         318.98         -57.91          61.04           23.2            310
          32771         2447.5         230.57         -65.01          20.82           32.8            263
          39313         3152.7         166.55         -62.74          10.95           51.1            261
          45851         3617.5         119.54         -68.72          13.02           64.2            271
          58914         4622.3          60.49         -71.51           9.59          108.8            287
          71961         5497.8          30.30         -72.89          15.47          147.5            292
          84992         6207.6          15.20         -71.52          12.16          167.6            296
          98006         7008.4           7.58         -54.37           0.35          189.1            300
