        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         974.30          +1.00          75.00            1.0             70
             10            2.1         974.36          -3.91          81.92            0.1            272
             20            2.9         974.09          -3.37          83.32            0.2            320
             30            3.5         973.81          -2.31          84.59            0.3            346
             40            4.2         973.51          -1.28          86.12            0.4            359
             50            4.7         973.21          -0.67          88.52            0.5              4
             60            5.3         972.90          -0.25          90.42            0.6              5
             70            5.8         972.58          -0.01          91.84            0.8              4
             80            6.4         972.26          +0.09          92.69            0.9            359
             90            6.9         971.93          +0.13          93.29            1.0            354
            100            7.5         971.60          +0.18          92.99            1.1            348
            110            8.0         971.27          +0.22          92.60            1.2            342
            120            8.5         970.94          +0.24          92.47            1.3            336
            130            9.1         970.60          +0.25          92.33            1.4            332
            140            9.6         970.27          +0.26          92.11            1.4            328
            150           10.2         969.93          +0.25          91.93            1.5            326
            160           10.8         969.60          +0.22          91.80            1.6            324
            170           11.3         969.25          +0.20          91.47            1.6            322
            180           11.9         968.91          +0.19          90.98            1.6            321
            190           12.5         968.57          +0.18          90.39            1.6            320
            200           13.1         968.24          +0.18          89.77            1.6            318
            210           13.7         967.90          +0.18          89.06            1.6            316
            220           14.3         967.56          +0.19          88.25            1.5            314
            230           14.9         967.23          +0.21          87.35            1.4            312
            240           15.6         966.88          +0.17          87.17            1.4            310
            250           16.2         966.54          +0.12          87.05            1.4            308
            260           16.8         966.20          +0.06          86.89            1.5            305
            270           17.4         965.85          +0.04          86.74            1.6            303
            280           18.0         965.51          +0.02          86.60            1.6            302
            290           18.7         965.17          +0.01          86.51            1.8            302
            300           19.3         964.84           0.00          86.42            1.9            301
            310           19.9         964.52          -0.03          86.33            2.0            301
            320           20.5         964.19          -0.03          86.11            2.0            302
            330           21.1         963.85          -0.02          85.87            2.1            302
            340           21.7         963.49          +0.00          85.61            2.2            303
            350           22.3         963.14           0.00          85.35            2.2            304
            360           22.9         962.79          -0.04          85.10            2.3            305
            370           23.5         962.45          -0.04          84.94            2.4            305
            380           24.1         962.10          -0.05          84.82            2.5            306
            390           24.7         961.75          -0.08          84.78            2.5            306
            400           25.3         961.41          -0.07          84.76            2.6            305
            410           25.9         961.05          -0.02          84.75            2.7            304
            420           26.5         960.70          +0.02          84.81            2.7            303
            430           27.1         960.35          +0.05          84.86            2.7            302
            440           27.7         959.99          +0.07          84.83            2.7            301
            450           28.4         959.63          +0.10          84.70            2.7            300
            460           29.0         959.27          +0.13          84.50            2.6            299
            470           29.6         958.91          +0.14          84.19            2.6            300
            480           30.3         958.56          +0.15          83.89            2.7            301
            490           30.9         958.20          +0.17          83.62            2.8            301
            500           31.5         957.84          +0.22          83.25            3.1            302
            510           32.2         957.48          +0.26          82.87            3.3            303
            520           32.8         957.12          +0.27          82.53            3.4            303
            530           33.5         956.76          +0.27          82.27            3.5            302
            540           34.2         956.40          +0.27          81.91            3.6            300
            550           34.8         956.03          +0.27          81.26            3.7            299
            560           35.5         955.67          +0.28          80.77            3.8            297
            570           36.2         955.31          +0.30          80.37            4.0            295
            580           36.9         954.95          +0.32          80.03            4.2            294
            590           37.6         954.59          +0.36          80.00            4.4            292
            600           38.2         954.23          +0.38          80.02            4.6            291
            610           38.9         953.88          +0.40          80.01            4.8            290
            620           39.6         953.52          +0.36          80.02            4.8            290
