COUNT, UTC_D, UTC_T, CPM_1, uSv/h_1, CPM_2, uSv/h_2, TMP102_C, TMP102_F, VBat, Lat, Lon, Alt
000021,08-13-2018,16:00:43,11,0.09,16,0.13,18.06,64.51,3.26,0.000000,0.000000,0.00
000022,08-13-2018,16:01:43,14,0.11,21,0.17,18.00,64.40,3.27,0.000000,0.000000,0.00
000023,08-13-2018,16:02:43,13,0.11,16,0.13,18.00,64.40,3.27,0.000000,0.000000,0.00
000024,08-13-2018,16:03:43,15,0.12,11,0.09,18.00,64.40,3.27,0.000000,0.000000,0.00
000025,08-13-2018,16:04:43,19,0.15,15,0.12,17.94,64.29,3.27,0.000000,0.000000,0.00
000026,08-13-2018,16:05:43,10,0.08,9,0.07,17.94,64.29,3.26,0.000000,0.000000,0.00
000027,08-13-2018,16:06:43,10,0.08,18,0.15,17.94,64.29,3.26,0.000000,0.000000,0.00
000028,08-13-2018,16:07:43,15,0.12,18,0.15,17.94,64.29,3.26,0.000000,0.000000,0.00
000029,08-13-2018,16:08:43,10,0.08,15,0.12,17.88,64.18,3.26,0.000000,0.000000,0.00
000030,08-13-2018,16:09:43,15,0.12,15,0.12,17.88,64.18,3.26,0.000000,0.000000,0.00
000031,08-13-2018,16:10:43,22,0.18,15,0.12,17.88,64.18,3.26,0.000000,0.000000,0.00
000032,08-13-2018,16:11:43,16,0.13,10,0.08,17.88,64.18,3.26,0.000000,0.000000,0.00
000033,08-13-2018,16:12:43,8,0.06,13,0.11,17.88,64.18,3.26,0.000000,0.000000,0.00
000034,08-13-2018,16:13:43,17,0.14,13,0.11,17.81,64.06,3.26,0.000000,0.000000,0.00
000035,08-13-2018,16:14:43,9,0.07,19,0.15,17.81,64.06,3.26,0.000000,0.000000,0.00
000036,08-13-2018,16:15:43,19,0.15,19,0.15,17.81,64.06,3.26,0.000000,0.000000,0.00
000037,08-13-2018,16:16:43,11,0.09,11,0.09,17.81,64.06,3.26,0.000000,0.000000,0.00
000038,08-13-2018,16:17:43,12,0.10,10,0.08,17.81,64.06,3.26,0.000000,0.000000,0.00
000039,08-13-2018,16:18:43,14,0.11,15,0.12,17.81,64.06,3.26,0.000000,0.000000,0.00
000040,08-13-2018,16:19:43,13,0.11,15,0.12,17.81,64.06,3.26,0.000000,0.000000,0.00
000041,08-13-2018,16:20:43,11,0.09,15,0.12,17.81,64.06,3.26,0.000000,0.000000,0.00
000042,08-13-2018,16:21:43,23,0.19,19,0.15,17.81,64.06,3.26,0.000000,0.000000,0.00
000043,08-13-2018,16:22:43,21,0.17,17,0.14,17.81,64.06,3.26,0.000000,0.000000,0.00
000044,08-13-2018,16:23:43,14,0.11,11,0.09,17.81,64.06,3.26,0.000000,0.000000,0.00
000045,08-13-2018,16:24:43,12,0.10,13,0.11,17.81,64.06,3.26,0.000000,0.000000,0.00
000046,08-13-2018,16:25:43,9,0.07,15,0.12,17.81,64.06,3.26,0.000000,0.000000,0.00
000047,08-13-2018,16:26:43,23,0.19,13,0.11,17.81,64.06,3.26,0.000000,0.000000,0.00
000048,08-13-2018,16:27:43,18,0.15,16,0.13,17.81,64.06,3.26,0.000000,0.000000,0.00
000049,08-13-2018,16:28:43,6,0.05,11,0.09,17.81,64.06,3.26,0.000000,0.000000,0.00
000050,08-13-2018,16:29:43,19,0.15,15,0.12,17.81,64.06,3.26,0.000000,0.000000,0.00
000051,08-13-2018,16:30:43,10,0.08,15,0.12,17.88,64.18,3.26,0.000000,0.000000,0.00
000052,08-13-2018,16:31:43,17,0.14,12,0.10,17.88,64.18,3.26,0.000000,0.000000,0.00
000053,08-13-2018,16:32:43,15,0.12,12,0.10,17.88,64.18,3.26,0.000000,0.000000,0.00
000054,08-13-2018,16:33:43,17,0.14,16,0.13,17.88,64.18,3.26,0.000000,0.000000,0.00
000055,08-13-2018,16:34:43,16,0.13,17,0.14,17.88,64.18,3.26,0.000000,0.000000,0.00
000056,08-13-2018,16:35:43,14,0.11,10,0.08,17.88,64.18,3.26,0.000000,0.000000,0.00
000057,08-13-2018,16:36:43,12,0.10,12,0.10,17.88,64.18,3.26,0.000000,0.000000,0.00
000058,08-13-2018,16:37:43,14,0.11,14,0.11,17.88,64.18,3.26,0.000000,0.000000,0.00
000059,08-13-2018,16:38:43,17,0.14,14,0.11,17.88,64.18,3.26,0.000000,0.000000,0.00
000060,08-13-2018,16:39:43,15,0.12,12,0.10,17.88,64.18,3.26,0.000000,0.000000,0.00
000061,08-13-2018,16:40:43,12,0.10,16,0.13,17.94,64.29,3.26,0.000000,0.000000,0.00
000062,08-13-2018,16:41:43,12,0.10,14,0.11,17.94,64.29,3.26,0.000000,0.000000,0.00
000063,08-13-2018,16:42:43,10,0.08,21,0.17,17.94,64.29,3.26,0.000000,0.000000,0.00
000064,08-13-2018,16:43:43,16,0.13,16,0.13,17.94,64.29,3.26,0.000000,0.000000,0.00
000065,08-13-2018,16:44:43,15,0.12,19,0.15,17.94,64.29,3.26,0.000000,0.000000,0.00
000066,08-13-2018,16:45:43,20,0.16,13,0.11,17.94,64.29,3.26,0.000000,0.000000,0.00
000067,08-13-2018,16:46:43,15,0.12,10,0.08,18.00,64.40,3.26,0.000000,0.000000,0.00
000068,08-13-2018,16:47:43,15,0.12,19,0.15,18.00,64.40,3.26,0.000000,0.000000,0.00
000069,08-13-2018,16:48:43,18,0.15,16,0.13,18.00,64.40,3.26,0.000000,0.000000,0.00
000070,08-13-2018,16:49:43,22,0.18,18,0.15,18.00,64.40,3.26,0.000000,0.000000,0.00
000071,08-13-2018,16:50:43,15,0.12,16,0.13,18.00,64.40,3.25,0.000000,0.000000,0.00
000072,08-13-2018,16:51:43,21,0.17,11,0.09,18.00,64.40,3.26,0.000000,0.000000,0.00
000073,08-13-2018,16:52:43,13,0.11,13,0.11,18.06,64.51,3.25,0.000000,0.000000,0.00
000074,08-13-2018,16:53:43,10,0.08,15,0.12,18.06,64.51,3.25,0.000000,0.000000,0.00
000075,08-13-2018,16:54:43,13,0.11,17,0.14,18.06,64.51,3.25,0.000000,0.000000,0.00
000076,08-13-2018,16:55:43,12,0.10,20,0.16,18.06,64.51,3.25,0.000000,0.000000,0.00
000077,08-13-2018,16:56:43,14,0.11,10,0.08,18.06,64.51,3.26,0.000000,0.000000,0.00
000078,08-13-2018,16:57:43,12,0.10,12,0.10,18.06,64.51,3.25,0.000000,0.000000,0.00
000079,08-13-2018,16:58:43,12,0.10,21,0.17,18.13,64.63,3.25,0.000000,0.000000,0.00
000080,08-13-2018,16:59:43,12,0.10,8,0.06,18.13,64.63,3.25,0.000000,0.000000,0.00
000081,08-13-2018,17:00:43,18,0.15,12,0.10,18.13,64.63,3.25,0.000000,0.000000,0.00
000082,08-13-2018,17:01:43,15,0.12,12,0.10,18.13,64.63,3.25,0.000000,0.000000,0.00
000083,08-13-2018,17:02:43,13,0.11,12,0.10,18.13,64.63,3.25,0.000000,0.000000,0.00
000084,08-13-2018,17:03:43,16,0.13,16,0.13,18.13,64.63,3.25,0.000000,0.000000,0.00
000085,08-13-2018,17:04:43,12,0.10,15,0.12,18.13,64.63,3.25,0.000000,0.000000,0.00
000086,08-13-2018,17:05:43,19,0.15,15,0.12,18.19,64.74,3.25,0.000000,0.000000,0.00
000087,08-13-2018,17:06:43,15,0.12,9,0.07,18.19,64.74,3.25,0.000000,0.000000,0.00
000088,08-13-2018,17:07:43,9,0.07,13,0.11,18.19,64.74,3.25,0.000000,0.000000,0.00
000089,08-13-2018,17:08:43,16,0.13,16,0.13,18.19,64.74,3.25,0.000000,0.000000,0.00
000090,08-13-2018,17:09:43,11,0.09,16,0.13,18.19,64.74,3.25,0.000000,0.000000,0.00
000091,08-13-2018,17:10:43,14,0.11,13,0.11,18.19,64.74,3.25,0.000000,0.000000,0.00
000092,08-13-2018,17:11:43,16,0.13,13,0.11,18.19,64.74,3.25,0.000000,0.000000,0.00
000093,08-13-2018,17:12:43,11,0.09,11,0.09,18.25,64.85,3.25,0.000000,0.000000,0.00
000094,08-13-2018,17:13:43,15,0.12,13,0.11,18.25,64.85,3.25,0.000000,0.000000,0.00
000095,08-13-2018,17:14:43,8,0.06,17,0.14,18.25,64.85,3.25,0.000000,0.000000,0.00
000096,08-13-2018,17:15:43,7,0.06,4,0.03,18.25,64.85,3.25,0.000000,0.000000,0.00
000097,08-13-2018,17:16:43,15,0.12,19,0.15,18.31,64.96,3.25,0.000000,0.000000,0.00
000098,08-13-2018,17:17:43,19,0.15,18,0.15,18.31,64.96,3.25,0.000000,0.000000,0.00
000099,08-13-2018,17:18:43,12,0.10,18,0.15,18.31,64.96,3.24,0.000000,0.000000,0.00
000100,08-13-2018,17:19:43,18,0.15,21,0.17,18.31,64.96,3.25,0.000000,0.000000,0.00
000101,08-13-2018,17:20:43,17,0.14,17,0.14,18.31,64.96,3.25,0.000000,0.000000,0.00
000102,08-13-2018,17:21:43,19,0.15,20,0.16,18.38,65.07,3.25,0.000000,0.000000,0.00
000103,08-13-2018,17:22:43,15,0.12,21,0.17,18.38,65.07,3.25,0.000000,0.000000,0.00
000104,08-13-2018,17:23:43,14,0.11,14,0.11,18.38,65.07,3.25,0.000000,0.000000,0.00
000105,08-13-2018,17:24:43,14,0.11,13,0.11,18.38,65.07,3.25,0.000000,0.000000,0.00
000106,08-13-2018,17:25:43,10,0.08,19,0.15,18.38,65.07,3.25,0.000000,0.000000,0.00
000107,08-13-2018,17:26:43,21,0.17,10,0.08,18.44,65.19,3.25,0.000000,0.000000,0.00
000108,08-13-2018,17:27:43,20,0.16,8,0.06,18.44,65.19,3.25,0.000000,0.000000,0.00
000109,08-13-2018,17:28:43,13,0.11,11,0.09,18.44,65.19,3.25,0.000000,0.000000,0.00
000110,08-13-2018,17:29:43,9,0.07,11,0.09,18.44,65.19,3.25,0.000000,0.000000,0.00
000111,08-13-2018,17:30:43,9,0.07,11,0.09,18.44,65.19,3.25,0.000000,0.000000,0.00
000112,08-13-2018,17:31:43,11,0.09,12,0.10,18.50,65.30,3.25,0.000000,0.000000,0.00
000113,08-13-2018,17:32:43,11,0.09,9,0.07,18.50,65.30,3.25,0.000000,0.000000,0.00
000114,08-13-2018,17:33:43,9,0.07,16,0.13,18.44,65.19,3.25,0.000000,0.000000,0.00
000115,08-13-2018,17:34:43,11,0.09,14,0.11,18.44,65.19,3.25,0.000000,0.000000,0.00
000116,08-13-2018,17:35:43,5,0.04,12,0.10,18.44,65.19,3.25,0.000000,0.000000,0.00
000117,08-13-2018,17:36:43,11,0.09,11,0.09,18.38,65.07,3.25,0.000000,0.000000,0.00
000118,08-13-2018,17:37:43,14,0.11,12,0.10,18.38,65.07,3.25,0.000000,0.000000,0.00
000119,08-13-2018,17:38:43,16,0.13,16,0.13,18.31,64.96,3.25,0.000000,0.000000,0.00
000120,08-13-2018,17:39:43,18,0.15,13,0.11,18.31,64.96,3.24,0.000000,0.000000,0.00
000121,08-13-2018,17:40:43,16,0.13,10,0.08,18.19,64.74,3.25,0.000000,0.000000,0.00
000122,08-13-2018,17:41:43,17,0.14,12,0.10,18.13,64.63,3.25,0.000000,0.000000,0.00
000123,08-13-2018,17:42:43,15,0.12,19,0.15,18.06,64.51,3.25,0.000000,0.000000,0.00
000124,08-13-2018,17:43:43,17,0.14,29,0.24,18.00,64.40,3.24,0.000000,0.000000,0.00
000125,08-13-2018,17:44:43,23,0.19,33,0.27,17.88,64.18,3.24,0.000000,0.000000,0.00
000126,08-13-2018,17:45:43,26,0.21,28,0.23,17.81,64.06,3.24,0.000000,0.000000,0.00
000127,08-13-2018,17:46:43,24,0.19,20,0.16,17.69,63.84,3.24,0.000000,0.000000,0.00
000128,08-13-2018,17:47:43,25,0.20,26,0.21,17.56,63.61,3.24,0.000000,0.000000,0.00
000129,08-13-2018,17:48:43,25,0.20,20,0.16,17.44,63.39,3.24,0.000000,0.000000,0.00
000130,08-13-2018,17:49:43,25,0.20,22,0.18,17.25,63.05,3.24,0.000000,0.000000,0.00
000131,08-13-2018,17:50:43,23,0.19,25,0.20,17.13,62.82,3.24,0.000000,0.000000,0.00
000132,08-13-2018,17:51:43,30,0.24,14,0.11,16.94,62.49,3.24,0.000000,0.000000,0.00
000133,08-13-2018,17:52:43,22,0.18,27,0.22,16.81,62.26,3.24,0.000000,0.000000,0.00
000134,08-13-2018,17:53:43,26,0.21,15,0.12,16.63,61.92,3.24,0.000000,0.000000,0.00
000135,08-13-2018,17:54:43,21,0.17,19,0.15,16.50,61.70,3.24,0.000000,0.000000,0.00
000136,08-13-2018,17:55:43,15,0.12,13,0.11,16.31,61.36,3.24,0.000000,0.000000,0.00
000137,08-13-2018,17:56:43,21,0.17,13,0.11,16.13,61.03,3.24,0.000000,0.000000,0.00
000138,08-13-2018,17:57:43,14,0.11,19,0.15,15.94,60.69,3.23,0.000000,0.000000,0.00
000139,08-13-2018,17:58:43,12,0.10,17,0.14,15.75,60.35,3.24,0.000000,0.000000,0.00
000140,08-13-2018,17:59:43,20,0.16,18,0.15,15.56,60.01,3.24,0.000000,0.000000,0.00
000141,08-13-2018,18:00:43,22,0.18,24,0.19,15.38,59.67,3.24,0.000000,0.000000,0.00
000142,08-13-2018,18:01:43,14,0.11,17,0.14,15.19,59.34,3.24,0.000000,0.000000,0.00
000143,08-13-2018,18:02:43,10,0.08,14,0.11,15.06,59.11,3.24,0.000000,0.000000,0.00
000144,08-13-2018,18:03:43,18,0.15,13,0.11,14.88,58.78,3.23,0.000000,0.000000,0.00
000145,08-13-2018,18:04:43,6,0.05,13,0.11,14.69,58.44,3.24,0.000000,0.000000,0.00
000146,08-13-2018,18:05:43,11,0.09,12,0.10,14.50,58.10,3.23,0.000000,0.000000,0.00
000147,08-13-2018,18:06:43,14,0.11,14,0.11,14.38,57.88,3.23,0.000000,0.000000,0.00
000148,08-13-2018,18:07:43,11,0.09,9,0.07,14.19,57.54,3.23,0.000000,0.000000,0.00
000149,08-13-2018,18:08:43,7,0.06,14,0.11,14.06,57.31,3.23,0.000000,0.000000,0.00
000150,08-13-2018,18:09:43,11,0.09,12,0.10,13.88,56.97,3.24,0.000000,0.000000,0.00
000151,08-13-2018,18:10:43,18,0.15,16,0.13,13.81,56.86,3.23,0.000000,0.000000,0.00
000152,08-13-2018,18:11:43,12,0.10,9,0.07,13.69,56.64,3.23,0.000000,0.000000,0.00
000153,08-13-2018,18:12:43,12,0.10,11,0.09,13.56,56.41,3.23,0.000000,0.000000,0.00
000154,08-13-2018,18:13:43,26,0.21,17,0.14,13.50,56.30,3.23,0.000000,0.000000,0.00
000155,08-13-2018,18:14:43,14,0.11,17,0.14,13.44,56.19,3.23,0.000000,0.000000,0.00
000156,08-13-2018,18:15:43,15,0.12,12,0.10,13.38,56.07,3.23,0.000000,0.000000,0.00
000157,08-13-2018,18:16:43,7,0.06,20,0.16,13.31,55.96,3.23,0.000000,0.000000,0.00
000158,08-13-2018,18:17:43,9,0.07,21,0.17,13.31,55.96,3.23,0.000000,0.000000,0.00
000159,08-13-2018,18:18:43,16,0.13,11,0.09,13.25,55.85,3.23,0.000000,0.000000,0.00
000160,08-13-2018,18:19:43,17,0.14,18,0.15,13.25,55.85,3.23,0.000000,0.000000,0.00
000161,08-13-2018,18:20:43,13,0.11,18,0.15,13.19,55.74,3.23,0.000000,0.000000,0.00
000162,08-13-2018,18:21:43,17,0.14,18,0.15,13.19,55.74,3.23,0.000000,0.000000,0.00
000163,08-13-2018,18:22:43,17,0.14,17,0.14,13.19,55.74,3.23,0.000000,0.000000,0.00
000164,08-13-2018,18:23:43,13,0.11,19,0.15,13.19,55.74,3.23,0.000000,0.000000,0.00
000165,08-13-2018,18:24:43,15,0.12,20,0.16,13.25,55.85,3.23,0.000000,0.000000,0.00
000166,08-13-2018,18:25:43,10,0.08,11,0.09,13.25,55.85,3.23,0.000000,0.000000,0.00
000167,08-13-2018,18:26:43,18,0.15,8,0.06,13.25,55.85,3.23,0.000000,0.000000,0.00
000168,08-13-2018,18:27:43,16,0.13,14,0.11,13.31,55.96,3.23,0.000000,0.000000,0.00
000169,08-13-2018,18:28:43,13,0.11,10,0.08,13.31,55.96,3.23,0.000000,0.000000,0.00
000170,08-13-2018,18:29:43,15,0.12,15,0.12,13.38,56.07,3.23,0.000000,0.000000,0.00
000171,08-13-2018,18:30:43,11,0.09,15,0.12,13.38,56.07,3.23,0.000000,0.000000,0.00
000172,08-13-2018,18:31:43,17,0.14,17,0.14,13.44,56.19,3.23,0.000000,0.000000,0.00
000173,08-13-2018,18:32:43,9,0.07,17,0.14,13.50,56.30,3.23,0.000000,0.000000,0.00
000174,08-13-2018,18:33:43,12,0.10,13,0.11,13.50,56.30,3.23,0.000000,0.000000,0.00
000175,08-13-2018,18:34:43,19,0.15,17,0.14,13.56,56.41,3.23,0.000000,0.000000,0.00
000176,08-13-2018,18:35:43,17,0.14,10,0.08,13.56,56.41,3.22,0.000000,0.000000,0.00
000177,08-13-2018,18:36:43,17,0.14,16,0.13,13.63,56.53,3.23,0.000000,0.000000,0.00
000178,08-13-2018,18:37:43,9,0.07,9,0.07,13.69,56.64,3.23,0.000000,0.000000,0.00
000179,08-13-2018,18:38:43,13,0.11,13,0.11,13.69,56.64,3.22,0.000000,0.000000,0.00
000180,08-13-2018,18:39:43,12,0.10,17,0.14,13.75,56.75,3.23,0.000000,0.000000,0.00
000181,08-13-2018,18:40:43,21,0.17,12,0.10,13.81,56.86,3.23,0.000000,0.000000,0.00
000182,08-13-2018,18:41:43,15,0.12,8,0.06,13.88,56.97,3.23,0.000000,0.000000,0.00
000183,08-13-2018,18:42:43,13,0.11,18,0.15,13.88,56.97,3.23,0.000000,0.000000,0.00
000184,08-13-2018,18:43:43,15,0.12,15,0.12,13.94,57.09,3.23,0.000000,0.000000,0.00
000185,08-13-2018,18:44:43,12,0.10,12,0.10,14.00,57.20,3.23,0.000000,0.000000,0.00
000186,08-13-2018,18:45:43,9,0.07,12,0.10,14.06,57.31,3.23,0.000000,0.000000,0.00
000187,08-13-2018,18:46:43,18,0.15,13,0.11,14.13,57.42,3.23,0.000000,0.000000,0.00
000188,08-13-2018,18:47:43,14,0.11,11,0.09,14.19,57.54,3.23,0.000000,0.000000,0.00
