RAOB/CSV,Ballon Launch 08_14_2017,,,,,,,,,,
INFO:1,,,,,,,,,,,
INFO:2,,,,,,,,,,,
DTG,2017-08-14 13:00:00,,,,,,,,,,
LAT,50.3,S,,,,,,,,,
LON,72.8,W,,,,,,,,,
ELEV,5,M,,,,,,,,,
WMO,,,,,,,,,,,
TEMPERATURE,C,,,,,,,,,,
MOISTURE,RH,,,,,,,,,,
WIND,kts,,,,,,,,,,
GPM,MSL,,,,,,,,,,
MISSING,-999,,,,,,,,,,
SORT,YES,,,,,,,,,,
OZONE,mPa,,,,,,,,,,
RAOB/DATA,,,,,,,,,,,
PRES,TEMP,RH,WIND,SPEED,GPM,OZONE,OMEGA,CFRL,VapDen,LiqWat,WSPEED
89.74,-58.87,,246.880522,66.07942185,16403,,,,,,
89.27,-58.63,,246.6861724,65.72319299,16441,,,,,,
88.71,-58.63,,245.9590824,62.84902967,16480,,,,,,
88.16,-58.73,,247.0651934,62.55131091,16519,,,,,,
87.59,-58.69,,247.2224817,60.6253386,16564,,,,,,
86.89,-58.72,,248.2370112,55.75621853,16611,,,,,,
86.25,-58.91,,250.6772632,59.01361731,16661,,,,,,
85.5,-59.05,,253.8931382,62.05973136,16714,,,,,,
84.82,-59.12,,255.833013,59.95908157,16771,,,,,,
83.95,-59.47,,255.2271337,63.9637918,16831,,,,,,
83.15,-59.75,,256.6751524,66.17553696,16895,,,,,,
80.37,-60.99,,257.4929459,63.46865238,17105,,,,,,
79.4,-61.55,,255.4343874,65.8759074,17183,,,,,,
78.33,-61.88,,258.8552097,65.63456198,17264,,,,,,
77.24,-62.68,,257.8138354,64.80171681,17346,,,,,,
74.03,-65.02,,256.2847632,67.05129671,17609,,,,,,
72.93,-65.32,,254.676252,67.00932493,17698,,,,,,
71.91,-66.03,,253.4992717,68.49284045,17785,,,,,,
70.85,-66.5,,256.530708,66.12690909,17868,,,,,,
69.92,-67,,253.7733236,70.38329957,17948,,,,,,
68.97,-67.37,,252.9291359,70.15774396,18028,,,,,,
68.16,-67.47,,256.8271567,72.57714919,18099,,,,,,
67.34,-68.06,,255.9489433,69.90968812,18166,,,,,,
66.65,-68.4,,255.9380336,68.79575434,18225,,,,,,
65.98,-69,,255.9360457,71.88034811,18282,,,,,,
65.48,-69.02,,250.6379854,73.23294114,18329,,,,,,
64.95,-69.31,,251.082262,71.56699925,18373,,,,,,
64.49,-69.54,,249.1223776,75.08218012,18407,,,,,,
64.21,-69.56,,247.6078062,73.24358295,18437,,,,,,
63.94,-69.54,,246.691451,71.77220827,18463,,,,,,
63.64,-69.43,,245.8106025,74.93103319,18484,,,,,,
63.51,-68.87,,246.7493971,68.39843911,18501,,,,,,
63.36,-68.42,,250.0614903,70.4466295,18513,,,,,,
63.3,-68.23,,250.4686927,72.88155916,18521,,,,,,
63.17,-67.75,,251.2348459,69.38574939,18526,,,,,,
63.13,-67.29,,252.8461608,73.98383333,18530,,,,,,
63.14,-67.03,,251.9071317,71.03495526,18534,,,,,,
63.09,-66.68,,250.6236565,75.38465216,18535,,,,,,
63.07,-66.3,,252.913306,77.63030379,18540,,,,,,
62.96,-65.88,,252.0468034,73.66003055,18546,,,,,,
62.91,-65.23,,251.2929141,79.58146337,18555,,,,,,
62.75,-64.87,,252.0084837,79.91221477,18569,,,,,,
62.59,-64.58,,251.9255251,79.07356666,18591,,,,,,
62.32,-63.94,,257.3394741,81.81975536,18620,,,,,,
61.94,-63.84,,256.1078624,80.17418712,18656,,,,,,
61.52,-64.27,,257.2382498,80.11466561,18704,,,,,,
59.71,-65.64,,259.9859897,79.45850603,18891,,,,,,
58.93,-66.44,,259.5166734,80.55430867,18969,,,,,,
58.11,-67.05,,258.613085,80.46146942,19055,,,,,,
57.26,-67.62,,261.8647233,77.54073011,19143,,,,,,
56.37,-68.22,,259.1600671,80.00052192,19235,,,,,,
53.59,-69.86,,254.9093717,84.68799502,19536,,,,,,
52.68,-70.13,,257.919167,83.717877,19637,,,,,,
51.77,-70.68,,255.6596658,85.70703135,19734,,,,,,
50.94,-69.5,,255.3715897,86.69795733,19833,,,,,,
50.15,-70.19,,254.5165971,87.82931176,19925,,,,,,
49.37,-70.87,,251.3385874,84.06919448,20011,,,,,,
47.63,-71.13,,247.3780657,92.39274112,20203,,,,,,
47.25,-70.74,,249.8007413,91.43777937,20245,,,,,,
47.01,-71.03,,250.8635508,90.39314642,20280,,,,,,
46.76,-71.19,,252.2298283,90.80365701,20303,,,,,,
46.72,-71.24,,253.0868073,92.14290273,20315,,,,,,
46.65,-70.41,,253.1343435,96.91326871,20315,,,,,,
46.75,-70.39,,254.6167398,95.51325363,20302,,,,,,
46.82,-69.8,,255.3358626,94.21482881,20289,,,,,,
47.15,-67.55,,256.7634744,94.84004558,20257,,,,,,
47.22,-67.28,,256.2023682,91.3380393,20252,,,,,,
47.2,-67.49,,254.050639,93.15593529,20253,,,,,,
47.11,-66.86,,252.6948008,92.58047046,20265,,,,,,
46.99,-66.26,,255.5878026,93.57608604,20286,,,,,,
46.77,-66.33,,252.6204999,88.95959111,20314,,,,,,
46.52,-66.33,,252.5074698,91.90848235,20348,,,,,,
46.19,-66.21,,255.5958141,89.30895839,20395,,,,,,
45.8,-66.58,,252.4803085,90.69975598,20449,,,,,,
45.3,-66.22,,253.4210626,92.58536007,20512,,,,,,
44.82,-66.34,,256.6056527,90.87289502,20582,,,,,,
44.28,-66.75,,253.8796688,93.35787722,20659,,,,,,
43.68,-67.14,,256.7263452,95.9835418,20741,,,,,,
43.02,-67.55,,255.4745785,94.40653404,20824,,,,,,
42.39,-68.07,,255.1565371,97.29890718,20909,,,,,,
41.79,-68.55,,256.3653777,97.32495349,20992,,,,,,
41.21,-68.8,,256.8785712,96.03231122,21074,,,,,,
40.62,-69.05,,252.4031477,96.00410605,21155,,,,,,
40.11,-69.48,0.01,253.66521,99.12239366,21233,,,,,,
38.71,-69.5,0.06,253.5279105,92.56088928,21421,,,,,,
38.37,-69.58,0.22,250.2544591,92.49193526,21471,,,,,,
37.31,-68.88,0.18,249.5804764,93.82386443,21623,,,,,,
37.1,-68.84,0.08,250.3065689,96.42722882,21655,,,,,,
36.87,-68.97,0.06,245.9931213,96.03534096,21682,,,,,,
36.65,-68.31,,245.8893387,99.01790004,21711,,,,,,
36.48,-68.09,,247.5405396,98.59877175,21742,,,,,,
36.28,-68.27,,247.4032849,104.6940049,21774,,,,,,
36.1,-68.23,0.01,249.3590981,102.3803519,21809,,,,,,
35.79,-68.14,0.08,250.9399615,109.2421866,21852,,,,,,
35.51,-68.25,0,251.6115416,106.1238531,21897,,,,,,
35.16,-68.45,0.12,255.3840539,108.4796947,21949,,,,,,
34.86,-68.76,0.07,255.5957216,111.3288237,22006,,,,,,
34.52,-68.87,0.1,254.3982925,112.508698,22072,,,,,,
34.14,-68.98,0.1,254.0680458,112.0432883,22142,,,,,,
31.85,-68.82,0,245.8191051,99.01074012,22525,,,,,,
31.49,-68.82,0.04,248.1235932,102.8180229,22600,,,,,,
31.05,-68.92,0.01,245.5877601,101.8790111,22676,,,,,,
30.67,-68.99,0,250.6667597,101.1358995,22750,,,,,,
30.28,-69.1,0.12,251.4452424,106.1542913,22823,,,,,,
29.88,-69.46,0.08,253.6731361,102.9914813,22894,,,,,,
29.55,-69.33,0.15,256.0390308,103.9158799,22959,,,,,,
29.19,-68.94,0.07,256.880831,102.5766092,23025,,,,,,
28.89,-69.12,0.18,258.7595964,101.6397527,23087,,,,,,
28,-69.99,0.13,253.249862,98.45519003,23252,,,,,,
27.84,-69.79,0.08,251.8463401,95.30158457,23300,,,,,,
27.48,-69.95,0.16,251.7962888,95.87494186,23345,,,,,,
27.31,-69.85,0.15,251.0082309,98.2557233,23391,,,,,,
27.09,-69.12,0,249.7281773,99.93852092,23437,,,,,,
26.8,-69.22,0.25,247.7065136,101.4479183,23487,,,,,,
26.53,-68.98,0.19,251.4083932,104.1986487,23537,,,,,,
26.34,-69.35,0.23,252.5292765,107.3415617,23585,,,,,,
26.06,-69.14,0.2,254.2638067,100.9575353,23640,,,,,,
24.97,-64.19,,257.0910107,96.52166628,23885,,,,,,
23.92,-65.08,,253.9605285,102.4478759,24130,,,,,,
23.55,-64.42,,256.3536913,108.9868247,24225,,,,,,
23.13,-63.74,,254.8346948,109.085753,24326,,,,,,
22.68,-65.24,,256.2553987,112.1121859,24436,,,,,,
22.25,-64.29,,259.9076966,109.208025,24548,,,,,,
21.78,-64.68,,261.1433181,109.4513561,24666,,,,,,
21.42,-65.61,,261.8914089,108.9290341,24786,,,,,,
20.92,-65.35,,264.6083151,102.3186065,24904,,,,,,
20.48,-65.5,,265.6350049,102.8053686,25023,,,,,,
20.09,-66.23,,268.318544,94.98290145,25135,,,,,,
19.74,-66.68,,267.3718184,98.786667,25246,,,,,,
19.39,-67.33,,263.6851304,94.13882718,25347,,,,,,
18.99,-69.21,,264.6863675,99.42219556,25447,,,,,,
18.64,-68.35,,261.7344869,97.79704809,25545,,,,,,
18.39,-67.94,,264.5086047,98.92117007,25631,,,,,,
18.15,-67.03,,261.4717556,96.99099192,25708,,,,,,
17.89,-67.04,,263.5246465,96.95436703,25781,,,,,,
17.7,-67.22,,259.222918,99.39318709,25843,,,,,,
17.53,-66.87,,261.8921231,98.61017973,25893,,,,,,
17.42,-67.22,,260.5950951,103.1587347,25930,,,,,,
17.07,-65.62,,264.3561464,82.15975377,26039,,,,,,
17.02,-65.86,,263.9491475,85.01327242,26056,,,,,,
16.98,-67.51,,261.7039026,83.92788263,26066,,,,,,
16.85,-65.83,,261.3882686,85.18563695,26119,,,,,,
16.76,-66.01,,262.6921521,84.68945286,26144,,,,,,
16.65,-65.59,,263.7514729,83.33793746,26178,,,,,,
16.55,-65.29,,265.3947436,86.09224536,26212,,,,,,
16.44,-65.39,,261.745585,88.22647364,26249,,,,,,
16.33,-64.28,,262.7639187,88.23843378,26298,,,,,,
16.18,-65.38,,262.2640098,88.6510589,26357,,,,,,
15.96,-67.08,,266.2053761,90.70499531,26426,,,,,,
15.7,-64.39,,266.2141459,92.52288966,26502,,,,,,
15.45,-65.54,,270.6984808,94.97392341,26586,,,,,,
11.88,-65.38,,256.0565733,115.0072737,27946,,,,,,
11.79,-64.56,,250.9400135,121.2908834,28013,,,,,,
9.8,-64.38,,260.2082968,119.8220103,28976,,,,,,
9.39,-65.12,,260.3270016,131.4788052,29181,,,,,,
9.34,-64.39,,261.5907564,134.2384066,29237,,,,,,
9.19,-64.2,,262.217633,137.4713644,29301,,,,,,
8.59,-60.45,,263.0078311,136.2784473,29659,,,,,,
8.48,-60.73,,266.195323,133.4173326,29729,,,,,,
8.38,-60.7,,266.9692822,133.1974025,29802,,,,,,
8.24,-61.29,,266.3828757,127.0913529,29874,,,,,,
8.14,-61.01,,268.028686,121.6831049,29942,,,,,,
7.78,-58.88,0.16,264.7393556,124.3922184,30206,,,,,,
7.65,-59.24,0.08,266.9383529,121.1624438,30364,,,,,,
7.58,-58,,266.2332388,119.8533021,30418,,,,,,
7.45,-58.45,0.09,264.9681052,118.7838592,30473,,,,,,
7.45,-58.32,0,264.4031631,119.6390764,30521,,,,,,
7.38,-56.84,,265.6241525,112.8860978,30569,,,,,,
7.17,-58.19,0.1,264.8821773,103.1778082,30708,,,,,,
7.13,-57.93,0.09,264.9185195,104.8701774,30751,,,,,,
7.08,-58.56,0.09,264.4270431,104.969794,30792,,,,,,
7,-58.65,0.12,264.7592615,101.489046,30832,,,,,,
6.98,-58.07,0.07,267.1854831,108.7524367,30874,,,,,,
6.97,-57,,267.8241612,110.5168634,30918,,,,,,
6.85,-56.34,,269.1841941,114.2892529,30961,,,,,,
6.79,-57.78,,267.9824897,113.5958698,31006,,,,,,
6.64,-57.8,,270.0804949,117.0432594,31048,,,,,,
6.69,-57.17,0,269.7416093,120.565945,31097,,,,,,
