        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         973.40         +13.00          51.00           18.0            270
             10            1.0         973.05         +11.29          53.89           29.8            261
             20            1.5         972.69         +11.29          54.84           30.0            261
             30            1.9         972.34         +11.29          55.79           30.1            261
             40            2.5         971.98         +11.17          56.42           30.2            260
             50            3.0         971.63         +11.03          56.98           30.3            260
             60            3.6         971.27         +10.94          57.05           30.3            260
             70            4.2         970.92         +10.87          57.16           30.3            260
             80            4.7         970.56         +10.82          57.37           30.3            260
             90            5.2         970.21         +10.77          57.56           30.3            260
            100            5.7         969.85         +10.72          57.73           30.2            259
            110            6.5         969.50         +10.63          58.00           30.2            259
            120            7.6         969.14         +10.54          58.38           30.2            259
            130            8.4         968.79         +10.48          58.63           30.1            259
            140            9.1         968.43         +10.43          58.82           30.1            259
            150            9.7         968.08         +10.35          59.00           30.1            259
            160           10.2         967.72         +10.30          59.16           30.0            259
            170           10.8         967.37         +10.27          59.28           30.0            259
            180           11.3         967.01         +10.25          59.42           29.9            259
            190           11.8         966.66         +10.23          59.56           29.9            259
            200           12.3         966.31         +10.22          59.68           29.8            259
            210           12.9         965.95         +10.19          59.78           29.8            259
            220           13.4         965.60         +10.19          59.84           29.8            259
            230           14.0         965.24         +10.19          59.89           29.8            259
            240           14.6         964.89         +10.12          59.93           29.7            259
            250           15.1         964.54         +10.07          59.96           29.7            259
            260           15.7         964.18         +10.04          59.94           29.7            259
            270           16.2         963.83         +10.03          59.93           29.6            259
            280           16.7         963.47         +10.02          59.92           29.6            259
            290           17.2         963.12         +10.01          59.88           29.7            259
            300           17.8         962.77         +10.01          59.80           29.7            259
            310           18.3         962.41          +9.98          59.58           29.8            259
            320           18.9         962.06          +9.93          59.29           29.9            259
            330           19.5         961.71          +9.90          58.97           30.0            259
            340           20.0         961.36          +9.87          58.67           30.1            259
            350           20.7         961.00          +9.83          58.69           30.1            259
            360           21.4         960.65          +9.78          58.81           30.2            259
            370           22.0         960.30          +9.75          59.01           30.3            259
            380           22.6         959.95          +9.73          59.28           30.3            259
            390           23.2         959.59          +9.69          59.47           30.3            259
            400           23.8         959.24          +9.61          59.55           30.2            259
            410           24.3         958.89          +9.58          59.59           30.2            259
            420           24.9         958.54          +9.58          59.61           30.1            259
            430           25.4         958.18          +9.54          59.62           30.1            259
            440           25.8         957.83          +9.50          59.62           30.1            259
            450           26.3         957.48          +9.47          59.60           30.1            260
            460           26.8         957.13          +9.44          59.58           30.1            260
            470           27.3         956.78          +9.42          59.60           30.2            260
            480           27.8         956.42          +9.42          59.65           30.3            260
            490           28.4         956.07          +9.40          59.76           30.3            260
            500           28.9         955.72          +9.38          59.90           30.4            260
            510           29.4         955.37          +9.32          60.11           30.4            260
            520           29.9         955.02          +9.25          60.32           30.4            260
            530           30.5         954.67          +9.26          60.57           30.5            260
            540           31.0         954.32          +9.28          60.81           30.6            259
            550           31.5         953.97          +9.23          60.92           30.6            260
            560           31.9         953.61          +9.18          61.03           30.6            260
            570           32.4         953.26          +9.13          61.07           30.6            260
            580           32.9         952.91          +9.08          61.11           30.6            260
            590           33.4         952.56          +9.05          61.18           30.5            260
            600           33.9         952.21          +9.04          61.25           30.5            260
            610           34.5         951.86          +9.02          61.35           30.5            260
            620           35.0         951.51          +9.00          61.45           30.6            261
