        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         984.40          +5.20          67.00           13.0            250
             15            2.4         984.13          +4.08          73.13            5.6            207
             30            3.5         983.68          +4.45          73.64            5.7            211
             45            4.3         983.24          +4.70          73.48            5.7            214
             60            5.1         982.79          +4.83          73.40            5.7            217
             75            5.9         982.35          +4.89          73.17            5.8            219
             90            6.7         981.87          +4.90          72.86            6.1            220
            105            7.5         981.38          +4.91          72.51            6.5            221
            120            8.3         980.89          +4.91          72.14            6.9            222
            135            9.2         980.39          +4.92          71.78            7.2            224
            150           10.0         979.89          +4.93          71.40            7.5            225
            165           10.9         979.38          +4.84          71.26            7.6            226
            180           11.7         978.86          +4.82          71.17            7.8            228
            195           12.6         978.34          +4.74          71.10            7.9            229
            210           13.4         977.82          +4.65          71.06            8.0            230
            225           14.3         977.30          +4.61          71.06            8.1            231
            240           15.2         976.78          +4.59          71.06            8.2            231
            255           16.0         976.25          +4.56          71.02            8.3            232
            270           16.9         975.72          +4.55          70.97            8.5            233
            285           17.7         975.19          +4.56          70.92            8.7            234
            300           18.6         974.66          +4.58          70.84            8.9            235
            315           19.5         974.14          +4.59          70.78            9.1            236
            330           20.3         973.63          +4.59          70.71            9.3            236
            345           21.2         973.10          +4.63          70.57            9.5            237
            360           22.1         972.55          +4.65          70.45            9.7            237
            375           23.0         972.03          +4.62          70.31            9.9            238
            390           23.9         971.50          +4.66          70.19           10.0            239
            405           24.7         970.97          +4.77          70.08           10.2            240
            420           25.6         970.44          +4.79          69.93           10.3            241
            435           26.5         969.91          +4.76          69.81           10.5            241
            450           27.3         969.37          +4.75          69.70           10.6            242
            465           28.2         968.83          +4.75          69.61           10.7            242
            480           29.1         968.29          +4.71          69.60           10.8            242
            495           30.0         967.76          +4.72          69.54           10.9            242
            510           30.8         967.22          +4.74          69.45           11.3            242
            525           31.7         966.69          +4.68          69.38           11.9            242
            540           32.6         966.15          +4.65          69.31           12.3            242
            555           33.5         965.61          +4.61          69.30           12.6            242
            570           34.3         965.08          +4.55          69.32           12.9            243
            585           35.2         964.55          +4.49          69.33           13.2            243
            600           36.1         964.01          +4.39          69.36           13.5            244
            615           36.9         963.48          +4.33          69.34           13.8            245
            630           37.8         962.94          +4.49          69.33           14.2            246
            645           38.6         962.41          +4.70          69.23           14.6            247
            660           39.5         961.87          +4.80          69.07           14.9            247
            675           40.3         961.33          +4.80          68.88           15.2            247
            690           41.2         960.79          +4.82          68.70           15.4            248
            705           42.0         960.25          +4.82          68.61           15.7            248
            720           42.9         959.72          +4.78          68.53           16.1            249
            735           43.7         959.18          +4.75          68.43           16.4            249
            750           44.6         958.65          +4.73          68.33           16.7            249
            765           45.4         958.11          +4.72          68.24           17.0            249
            780           46.2         957.58          +4.69          68.20           17.3            250
            795           47.1         957.05          +4.66          68.25           17.6            250
            810           47.9         956.51          +4.58          68.25           17.9            250
            825           48.7         955.98          +4.49          68.24           18.2            250
            840           49.5         955.44          +4.45          68.23           18.5            251
            855           50.4         954.90          +4.45          68.22           18.8            251
            870           51.2         954.37          +4.45          68.21           19.0            251
            885           52.0         953.83          +4.44          68.18           19.3            251
            900           52.8         953.30          +4.46          68.14           19.5            251
            915           53.6         952.76          +4.46          68.10           19.7            252
            930           54.5         952.23          +4.40          68.07           20.0            252
