        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         998.30          -1.40          64.00          180.0              3
             10            1.0         997.92          -2.27          70.39            5.1            333
             20            1.7         997.53          -1.64          74.22            5.3            334
             30            2.4         997.15          -0.94          77.16            5.5            335
             40            3.1         996.77          -0.27          79.34            5.7            336
             50            3.7         996.39          -0.11          80.83            5.8            337
             60            4.4         996.01          +0.01          81.74            5.8            338
             70            5.0         995.63          +0.09          82.27            5.9            339
             80            5.6         995.25          +0.08          81.64            5.8            339
             90            6.2         994.88          +0.07          81.09            5.8            339
            100            6.8         994.50          +0.04          80.83            5.7            339
            110            7.4         994.12          +0.02          80.64            5.7            339
            120            8.0         993.74          +0.01          80.50            5.7            338
            130            8.6         993.36          -0.03          80.26            5.6            337
            140            9.2         992.98          -0.05          80.02            5.6            336
            150            9.8         992.61          -0.06          79.76            5.7            335
            160           10.3         992.23          +0.02          79.52            5.8            334
            170           10.9         991.85          +0.16          79.28            5.9            333
            180           11.5         991.47          +0.20          79.07            6.0            332
            190           12.0         991.10          +0.22          78.87            6.1            331
            200           12.5         990.72          +0.32          78.73            6.2            331
            210           13.1         990.34          +0.40          78.57            6.3            331
            220           13.6         989.97          +0.45          78.33            6.3            332
            230           14.2         989.59          +0.48          78.08            6.4            332
            240           14.7         989.21          +0.45          77.81            6.5            332
            250           15.2         988.84          +0.43          77.53            6.6            333
            260           15.7         988.46          +0.42          77.25            6.6            333
            270           16.3         988.09          +0.41          77.08            6.6            334
            280           16.8         987.71          +0.42          77.00            6.7            334
            290           17.3         987.34          +0.39          76.89            6.7            335
            300           17.9         986.96          +0.33          76.76            6.6            335
            310           18.4         986.58          +0.29          76.64            6.6            335
            320           18.9         986.21          +0.25          76.53            6.6            335
            330           19.5         985.83          +0.27          76.42            6.5            335
            340           20.0         985.46          +0.29          76.30            6.5            335
            350           20.6         985.09          +0.25          76.18            6.5            334
            360           21.2         984.71          +0.21          76.06            6.5            334
            370           21.9         984.34          +0.20          75.95            6.4            333
            380           22.6         983.96          +0.17          75.71            6.4            332
            390           23.3         983.59          +0.17          75.42            6.4            331
            400           24.0         983.21          +0.25          75.11            6.4            330
            410           24.6         982.84          +0.29          74.72            6.4            330
            420           25.2         982.47          +0.32          74.41            6.4            329
            430           25.9         982.09          +0.34          74.23            6.4            328
            440           26.4         981.72          +0.34          73.96            6.5            328
            450           27.0         981.35          +0.35          73.68            6.6            327
            460           27.5         980.97          +0.47          73.34            6.6            327
            470           28.0         980.60          +0.59          73.00            6.7            327
            480           28.5         980.23          +0.67          72.55            6.7            328
            490           29.0         979.85          +0.75          72.10            6.8            328
            500           29.5         979.48          +0.81          71.52            6.8            328
            510           30.0         979.11          +0.86          70.94            6.8            329
            520           30.5         978.74          +0.93          70.65            6.9            329
            530           31.1         978.37          +0.99          70.37            6.9            329
            540           31.7         978.00          +0.98          70.00            6.9            329
            550           32.2         977.63          +0.96          69.69            7.0            329
            560           32.9         977.26          +0.95          69.45            7.0            329
            570           33.5         976.88          +0.94          69.26            7.1            329
            580           34.2         976.51          +0.94          69.08            7.1            329
            590           34.8         976.14          +0.96          68.89            7.1            328
            600           35.5         975.77          +0.96          68.77            7.1            327
            610           36.1         975.40          +0.95          68.65            7.0            326
            620           36.8         975.03          +0.90          68.52            7.1            325
