SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          776.0         670.11         -11.55          12.52           52.5            282          10077          10743          10076  072°39'35.2"W   50°19'58.1"S         -2.978        -23.474         -11.51          -34.9          892.3           0.32            642           9710           13.7           -6.3         676.97          883.8         -10.82         679.95          902.8           -5.6         686.71          894.0          -5.27          -6.86            8.5         -11.80          -6.77           23.0          -10.5           51.4         23.662         23.720          262.8            4.0            0.3           2.53          10742           -6.0          13.09          13.09         -11.44         -11.44     2017-09-09       10:40:03         -11.44          -0.11         669.34          10741         +23.39           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:12:56          -11.0           53.3           54.4            282          -1.55           30.9            284   T
          835.0         653.37         -11.76          16.41           48.9            280          10713          11379          10712  072°38'18.1"W   50°20'07.8"S         -3.139        -22.651         -11.69          -32.3          870.6           0.41            549          10394           16.9           -7.5         660.36          866.1         -11.69         661.69          881.5           -6.9         668.62          874.9          -4.21          -6.98            4.5         -11.64          -6.93           22.1           -8.8           48.1         22.867         22.935          262.1            4.4            0.4           2.49          11378           -5.8          16.04          16.04         -11.65         -11.65     2017-09-09       10:41:02         -11.65          -0.10         652.88          11381         +20.57           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:13:55           -9.8           50.2           51.2            281          -2.53           32.1            283   H
          843.0         651.60         -11.49          36.51           48.5            280          10781          11447          10780  072°38'09.1"W   50°20'09.4"S         -3.166        -22.555         -11.35          -23.4          867.1           0.93            429          10746          158.1           -7.7         658.59          864.3         -11.67         652.48          869.1           -7.6         659.47          865.2          -3.82          -6.99            2.8         -11.62          -6.99           21.9           -8.1           47.9         22.776         22.845          262.0            4.5            0.9           2.54          11446           -5.8          32.65          32.65         -11.39         -11.39     2017-09-09       10:41:10         -11.39          -0.10         650.90          11447         +11.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:03          -11.8           43.2           44.8            285          -2.63           32.2            283   H
          852.0         650.39         -11.53          34.58           47.9            280          10827          11493          10827  072°37'58.0"W   50°20'10.5"S         -3.185        -22.436         -11.40          -24.1          865.7           0.88            309          10803          232.5           -7.8         657.39          863.0         -11.50         651.00          866.4           -7.7         657.99          863.6          -3.76          -7.00            2.7         -11.61          -6.99           21.9           -8.4           47.1         22.661         22.731          261.9            4.5            0.8           2.54          11493           -5.7          34.50          34.50         -11.43         -11.43     2017-09-09       10:41:19         -11.43          -0.10         649.57          11493         +12.56           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:12           -7.6           47.4           48.0            279          -2.71           32.2            283   T
          985.0         612.91         -15.55          40.27           43.7            288          12309          12975          12307  072°35'20.2"W   50°20'31.4"S         -3.533        -20.753         -15.44          -26.0          828.5           0.74           1104          11567            8.3          -10.7         620.09          823.1         -13.52         631.44          846.9           -9.2         638.52          842.9          -4.85          -7.18            5.4         -11.47          -7.07           19.7          -13.7           41.5         21.051         21.149          260.3            5.5            0.7           1.83          12973           -5.4          39.80          39.80         -15.47         -15.47     2017-09-09       10:43:32         -15.47          -0.08         612.87          12972         +10.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:16:25           -9.4           45.6           46.5            282          -4.99           33.9            283   T
         1080.0         562.17         -17.55          57.66           30.3            274          14442          15108          14439  072°33'50.9"W   50°20'49.6"S         -3.836        -19.800         -17.40          -23.9          765.8           0.89           1246          13373            6.8          -14.9         569.41          768.2         -16.47         587.06          796.4          -12.8         594.31          795.3          -2.63          -7.24           -2.4         -11.05          -7.26           17.0           -2.1           30.3         20.168         20.307          259.0            6.7            1.0           1.55          15105           -5.1          57.04          57.04         -17.49         -17.49     2017-09-09       10:45:07         -17.49          -0.06         562.75          15108          +6.35           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:18:00          -11.5           36.1           37.9            288          -8.79           34.5            284   T
         1245.0         497.07         -24.22          82.20           22.3            259          17428          18094          17422  072°32'00.9"W   50°20'39.5"S         -3.668        -18.627         -24.09          -26.4          695.3           0.71            860          15930            5.8          -20.8         504.17          696.1         -21.09         528.82          730.5          -17.9         535.99          731.5          -3.39          -7.11           -0.8         -10.79          -7.17           13.9            4.3           21.9         18.985         19.200          258.9            8.6            0.9           0.87          18088           -4.6          81.19          81.19         -24.19         -24.19     2017-09-09       10:47:52         -24.19          -0.03         496.69          18094          +2.17           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:20:45            3.7           25.6           25.8            262         -14.55           32.8            281   H
         1622.0         379.21         -38.24          65.87           42.5            255          23730          24396          23713  072°27'24.7"W   50°20'04.8"S         -3.090        -15.684         -38.21          -42.3          562.3           0.15           1268          20567            3.8          -33.3         386.31          561.1         -31.21         435.01          626.2          -27.1         442.07          625.8          -4.95          -7.10            1.2         -11.50          -7.06           10.3           11.3           41.0         15.985         16.456          258.9           13.7            0.2           0.23          24379           -3.6          66.29          66.29         -38.26         -38.26     2017-09-09       10:54:09         -38.26          +0.02         378.87          24393          +4.03           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:27:02            5.5           28.1           28.6            259         -24.75           31.2            276   T
         1708.0         351.34         -41.05          64.30           46.9            252          25445          26111          25425  072°25'43.9"W   50°19'45.1"S         -2.762        -14.609         -41.03          -45.2          527.3           0.11            862          24569           14.9          -36.7         358.45          528.1         -39.61         365.06          544.5          -35.0         372.17          544.4          -4.37          -7.11           -0.8         -11.65          -7.12            9.6           14.7           44.5         14.868         15.446          259.3           15.7            0.2           0.17          26091           -3.3          64.93          64.93         -41.08         -41.08     2017-09-09       10:55:35         -41.08          +0.03         350.62          26109          +4.15           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:28:28           13.7           45.0           47.0            253         -27.24           32.1            273   T
         2087.0         262.61         -58.80          56.40           60.2            241          31699          32365          31665  072°17'45.2"W   50°17'22.2"S         -0.380         -9.508         -58.80          -63.3          426.8           0.01            841          28545            5.1          -49.1         270.31          420.2         -49.83         304.65          475.2          -42.9         311.87          471.8          -9.75          -7.70            6.6         -13.27          -7.22            8.4           29.0           52.8          9.516         10.852          267.7           28.7            0.0           0.02          32331           -2.3          58.08          58.08         -58.78         -58.78     2017-09-09       11:01:54         -58.78          -0.02         261.75          32365          +4.51           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:47           22.6           48.5           53.5            245         -38.91           35.4            265   T
         2296.0         232.38         -62.96          53.79           69.3            236          34200          34866          34159  072°12'24.7"W   50°15'29.6"S          1.496         -6.091         -62.96          -67.6          385.2           0.01            691          32912           13.7          -54.0         240.42          382.2         -60.64         247.11          405.1          -51.5         255.01          400.9          -8.97          -8.04            3.0         -13.76          -7.90            8.1           38.4           57.7          6.272          8.428          283.8           41.9            0.0           0.01          34825           -1.6          55.12          55.12         -62.89         -62.89     2017-09-09       11:05:23         -62.89          -0.07         231.58          34869          +4.67           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:38:16           32.3           58.9           67.1            241         -43.03           37.3            262   T
         2467.0         213.07         -67.90          48.80           66.8            228          35934          36600          35888  072°08'21.3"W   50°13'30.5"S          3.480         -3.495         -67.90          -73.0          361.7           0.00            504          35024           20.8          -56.5         221.34          355.9         -65.49         222.57          373.4          -55.7         230.71          369.6         -11.40          -8.26            5.7         -14.18          -8.13            7.9           44.4           50.0          4.933          7.701          314.9           50.2            0.0           0.01          36554           -1.1          54.02          54.02         -67.78         -67.78     2017-09-09       11:08:14         -67.78          -0.12         212.20          36598          +5.12           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:07           41.8           54.6           68.8            233         -45.49           38.4            260   T
         2500.0         210.27         -67.53          45.28           63.5            231          36196          36862          36149  072°07'39.4"W   50°13'06.9"S          3.875         -3.048         -67.53          -73.2          356.3           0.00            429          36019          138.5          -56.5         218.58          351.5         -67.70         211.67          358.9          -56.5         219.95          353.7         -11.03          -8.30            4.8         -14.23          -8.29            7.9           39.6           49.7          4.930          7.733          321.8           50.4            0.0           0.01          36815           -1.0          53.29          53.29         -67.40         -67.40     2017-09-09       11:08:47         -67.40          -0.13         209.34          36860          +5.66           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:40           43.0           48.8           65.0            229         -45.86           38.6            259   H
         2559.0         205.30         -66.00          47.97           60.8            239          36672          37338          36624  072°06'18.7"W   50°12'33.3"S          4.434         -2.187         -66.00          -71.3          345.3           0.00            598          36387           77.2          -56.5         213.65          343.6         -66.70         207.77          350.6          -56.5         216.10          347.5          -9.50          -8.35            1.7         -14.30          -8.33            7.8           31.7           51.8          4.944          7.802          333.7           50.7            0.0           0.01          37290           -0.9          52.80          52.80         -65.86         -65.86     2017-09-09       11:09:46         -65.86          -0.14         204.33          37336          +5.34           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:42:39           34.1           52.5           62.7            237         -46.54           38.8            259   T
         2588.0         201.16         -61.93          46.42           52.1            238          37083          37749          37034  072°05'41.3"W   50°12'18.0"S          4.689         -1.787         -61.93          -67.7          331.8           0.01           1122          36829           90.3          -56.5         209.48          336.9         -63.80         203.21          338.2          -56.5         211.56          340.2          -5.43          -8.33           -5.1         -14.30          -8.35            7.7           28.0           43.9          5.018          7.901          339.1           50.6            0.0           0.02          37700           -0.8          51.30          51.30         -61.79         -61.79     2017-09-09       11:10:15         -61.79          -0.14         200.36          37749          +5.81           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:43:08           31.6           49.7           58.9            238         -47.12           39.0            259   T
         2632.0         193.31         -62.02          49.52           35.7            244          37893          38559          37841  072°04'59.3"W   50°12'01.2"S          4.969         -1.339         -62.02          -67.3          319.0           0.01            953          37437           46.9          -56.5         201.51          324.0         -62.16         197.19          325.6          -56.5         205.46          330.4          -5.52          -8.21           -5.1         -14.29          -8.26            7.4           15.8           32.0          5.146          8.086          344.9           50.5            0.0           0.02          38507           -0.7          51.66          51.66         -61.87         -61.87     2017-09-09       11:10:59         -61.87          -0.15         192.46          38560          +5.33           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:43:52           22.9           36.6           43.2            238         -48.27           39.0            258   T
         2673.0         186.88         -60.20          48.60           25.3            254          38584          39250          38530  072°04'29.9"W   50°11'54.4"S          5.082         -1.026         -60.19          -65.8          305.7           0.01           1031          38185           55.9          -56.5         194.95          313.5         -61.09         190.06          312.2          -56.5         198.20          318.7          -3.70          -8.07           -7.8         -14.23          -8.15            7.2            7.2           24.3          5.185          8.198          348.6           50.8            0.0           0.02          39196           -0.6          50.32          50.32         -60.04         -60.04     2017-09-09       11:11:40         -60.04          -0.16         186.10          39255          +5.57           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:44:33            9.9           27.5           29.3            250         -49.25           38.8            258   T
         2840.0         167.51         -64.43          47.62           31.8            259          40806          41472          40744  072°02'44.2"W   50°11'43.6"S          5.263          0.103         -64.43          -69.9          279.6           0.01            484          39637           18.4          -56.5         175.27          281.8         -62.41         176.97          292.6          -56.5         184.85          297.2          -7.93          -7.76           -2.2         -14.21          -7.87            6.5            6.1           31.3          5.264          8.533            1.1           51.9            0.0           0.01          41410           -0.1          49.25          49.25         -64.25         -64.25     2017-09-09       11:14:27         -64.25          -0.18         166.32          41473          +5.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:47:20            3.9           24.3           24.6            261         -50.62           38.1            258   T
         2888.0         164.87         -64.34          47.71           40.4            263          41125          41791          41062  072°02'00.6"W   50°11'39.4"S          5.333          0.569         -64.33          -69.8          275.1           0.01            317          40903          128.9          -56.5         172.61          277.6         -64.19         166.18          277.1          -56.5         173.93          279.7          -7.84          -7.74           -2.5         -14.20          -7.75            6.5            4.7           40.1          5.363          8.635            6.1           51.6            0.0           0.01          41728            0.0          49.07          49.07         -64.15         -64.15     2017-09-09       11:15:15         -64.15          -0.19         163.68          41791          +5.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:08            5.3           34.9           35.3            261         -50.67           38.1            258   T
         2964.0         161.43         -61.28          49.90           49.6            259          41553          42219          41488  072°00'25.0"W   50°11'30.5"S          5.481          1.590         -61.28          -66.6          265.4           0.01            644          41275           97.5          -56.5         169.11          271.9         -62.62         163.13          269.9          -56.5         170.85          274.7          -4.78          -7.68           -6.5         -14.17          -7.72            6.3            9.9           48.6          5.707          8.907           16.2           50.2            0.0           0.02          42154            0.3          47.66          47.66         -61.09         -61.09     2017-09-09       11:16:31         -61.09          -0.20         160.13          42218          +5.31           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:49:24            7.0           48.4           48.9            262         -50.75           38.2            258   T
         3071.0         150.00         -60.33          49.84           47.0            254          43054          43720          42985  071°58'15.6"W   50°11'07.7"S          5.860          2.972         -60.33          -65.7          245.5           0.01            852          42236           28.7          -56.5         157.37          253.1         -61.19         155.60          255.7          -56.5         163.14          262.3          -3.83          -7.38           -7.5         -14.00          -7.53            5.9           13.2           45.1          6.571          9.664           26.9           47.2            0.0           0.02          43651            0.6          47.78          47.78         -60.12         -60.12     2017-09-09       11:18:18         -60.12          -0.21         148.80          43720          +5.37           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:11           12.8           46.5           48.2            255         -51.00           38.5            258   T
         3356.0         122.69         -63.86          47.32           63.9            270          47141          47807          47055  071°51'45.1"W   50°10'48.5"S          6.180          7.143         -63.85          -69.4          204.2           0.01            639          45020           11.6          -56.5         129.41          208.1         -61.96         135.70          223.9          -56.5         142.71          229.5          -7.36          -6.72           -3.9         -13.86          -7.00            4.9           -0.4           63.9          9.446         12.224           49.1           39.4            0.0           0.01          47721            1.4          47.11          47.11         -63.59         -63.59     2017-09-09       11:23:03         -63.59          -0.27         121.11          47805          +5.56           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:55:56            4.0           52.7           52.8            266         -51.50           39.7            259   T
         3433.0         117.83         -61.73          48.37           61.7            265          47961          48627          47872  071°49'42.2"W   50°10'44.7"S          6.244          8.456         -61.72          -67.2          194.2           0.01            711          47464           58.7          -56.5         124.43          200.1         -62.83         120.23          199.1          -56.5         126.89          204.1          -5.23          -6.60           -5.9         -13.79          -6.67            4.7            5.6           61.4         10.511         13.145           53.6           36.9            0.0           0.02          48538            1.6          46.54          46.54         -61.45         -61.45     2017-09-09       11:24:20         -61.45          -0.28         116.30          48625          +5.52           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:13            3.0           61.4           61.4            267         -51.50           40.1            259   T
         3572.0         105.30         -62.62          47.11           50.9            265          50246          50912          50147  071°46'08.6"W   50°10'36.1"S          6.388         10.738         -62.62          -68.3          174.3           0.01           1108          49010           22.0          -56.5         111.54          179.4         -62.35         111.39          184.1          -56.5         117.81          189.4          -6.12          -6.23           -5.1         -13.67          -6.42            4.3            4.4           50.7         12.494         14.983           59.3           33.5            0.0           0.01          50813            2.0          46.59          46.59         -62.31         -62.31     2017-09-09       11:26:39         -62.31          -0.31         104.15          50912          +5.66           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:59:32            3.7           59.1           59.2            266         -51.50           40.9            260   T
