2018-08-02,16:43:43.833,Created. (UTC = 2018-08-02,19:43:43)
2018-08-02,16:43:45.013,Open Select/Confirm Radiosonde
2018-08-02,16:43:57.409,Sonde selected IMET-4-AB
2018-08-02,16:43:57.420,Close Select/Confirm Radiosonde
2018-08-02,16:43:59.272,Open Balloon Train
2018-08-02,16:44:00.870,Close Balloon Train
2018-08-02,16:44:01.896,Open Station Details
2018-08-02,16:44:03.308,Close Station Details
2018-08-02,16:44:04.422,Open Message Setup
2018-08-02,16:44:06.537,Close Message Setup
2018-08-02,16:44:07.443,Open Current Weather
2018-08-02,16:44:08.622,Use ISA for current weather
2018-08-02,16:44:19.903,Close Current Weather
2018-08-02,16:45:55.054,Program closed
2018-08-02,16:49:52.716,Reloaded. (UTC = 2018-08-02,19:49:52)
2018-08-02,16:50:01.686,Program closed
