           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         982.00          +5.10          58.00           18.0            270              0
            1.0         982.05          +4.71          57.91           15.5            296              8
            2.0         981.76          +5.17          57.77           15.4            296             26
            3.0         981.37          +5.88          57.58           15.5            295             43
            4.0         980.90          +6.17          57.06           15.6            295             62
            5.0         980.38          +6.33          56.54           15.8            294             82
            6.0         979.84          +6.49          56.10           15.9            294            100
            7.0         979.30          +6.66          55.90           16.0            294            118
            8.0         978.78          +6.83          55.42           16.1            294            135
            9.0         978.26          +7.03          54.88           16.3            294            152
           10.0         977.73          +7.10          54.20           16.4            294            169
           11.0         977.20          +7.01          53.57           16.5            294            186
           12.0         976.66          +7.05          53.23           16.6            295            203
           13.0         976.10          +7.00          52.59           16.7            295            220
           14.0         975.54          +7.00          52.05           16.7            294            237
           15.0         974.96          +7.00          51.51           16.8            294            255
           16.0         974.37          +6.94          51.29           16.9            294            272
           17.0         973.78          +7.00          50.89           17.0            293            289
           18.0         973.19          +6.96          50.63           17.0            293            306
           19.0         972.60          +6.92          50.45           17.0            293            323
           20.0         972.05          +6.79          50.37           16.9            292            339
           21.0         971.48          +6.78          50.40           16.8            292            356
           22.0         970.90          +6.75          50.31           16.7            292            374
           23.0         970.31          +6.66          50.13           16.6            292            391
           24.0         969.71          +6.64          50.05           16.5            292            409
           25.0         969.11          +6.60          50.02           16.4            293            426
           26.0         968.51          +6.54          49.93           16.3            293            444
           27.0         967.90          +6.52          49.84           16.2            293            462
           28.0         967.30          +6.44          49.71           16.2            294            479
           29.0         966.69          +6.47          49.57           16.2            294            496
           30.0         966.08          +6.39          49.57           16.2            294            513
           31.0         965.48          +6.30          49.55           16.9            294            531
           32.0         964.87          +6.26          49.59           17.1            294            548
           33.0         964.25          +6.21          49.70           17.2            294            565
           34.0         963.64          +6.15          49.84           17.1            294            582
           35.0         963.02          +6.10          49.89           17.1            294            600
           36.0         962.41          +6.03          49.90           17.0            294            617
           37.0         961.78          +5.98          49.98           16.9            294            635
           38.0         961.13          +5.96          50.11           16.8            294            653
           39.0         960.48          +5.94          50.21           16.8            294            670
           40.0         959.83          +5.83          50.26           16.9            294            688
           41.0         959.18          +5.81          50.27           17.0            293            706
           42.0         958.53          +5.71          50.27           17.1            293            724
           43.0         957.88          +5.69          50.41           17.1            292            742
           44.0         957.22          +5.64          50.52           17.1            292            760
           45.0         956.56          +5.55          50.64           17.1            291            778
           46.0         955.91          +5.52          50.74           17.1            291            796
           47.0         955.25          +5.41          50.86           17.1            291            814
           48.0         954.59          +5.45          50.97           17.1            291            832
           49.0         953.93          +5.35          51.08           17.0            291            851
           50.0         953.27          +5.27          51.21           17.0            291            869
           51.0         952.61          +5.23          51.35           17.1            291            887
           52.0         951.95          +5.18          51.54           17.1            291            905
           53.0         951.30          +5.10          51.75           17.1            291            924
           54.0         950.64          +5.07          51.88           16.9            291            942
           55.0         949.98          +5.05          52.01           16.6            291            960
           56.0         949.33          +4.94          52.13           16.4            291            979
           57.0         948.67          +4.87          52.24           16.3            291            997
           58.0         948.00          +4.88          52.36           16.4            290           1016
           59.0         947.34          +4.79          52.47           16.6            290           1035
           60.0         946.67          +4.77          52.59           16.8            289           1053
           61.0         946.00          +4.72          52.73           16.9            289           1072
           62.0         945.33          +4.65          52.81           16.9            289           1091
           63.0         944.66          +4.62          52.91           16.8            288           1110
           64.0         944.00          +4.51          53.08           16.7            288           1129
           65.0         943.32          +4.48          53.26           16.6            288           1148
           66.0         942.65          +4.39          53.42           16.5            288           1167
           67.0         941.97          +4.44          53.52           16.5            287           1187
           68.0         941.29          +4.33          53.58           16.5            287           1206
           69.0         940.60          +4.25          53.62           16.5            287           1226
           70.0         939.92          +4.22          53.72           16.4            287           1246
           71.0         939.23          +4.17          53.85           16.2            287           1266
           72.0         938.54          +4.10          53.93           16.0            287           1285
           73.0         937.85          +4.06          53.99           15.9            287           1305
           74.0         937.15          +4.05          54.03           15.7            287           1326
           75.0         936.45          +3.97          54.09           15.6            286           1346
           76.0         935.75          +3.94          54.11           15.6            286           1366
           77.0         935.04          +3.84          54.31           15.6            286           1387
           78.0         934.32          +3.79          54.60           15.6            286           1408
           79.0         933.61          +3.76          54.91           15.5            287           1429
           80.0         932.89          +3.66          55.08           15.4            287           1450
           81.0         932.16          +3.64          55.22           15.4            287           1471
           82.0         931.44          +3.60          55.34           15.4            287           1492
           83.0         930.72          +3.50          55.45           15.5            286           1513
           84.0         929.99          +3.39          55.62           15.6            285           1534
           85.0         929.25          +3.36          55.71           15.7            284           1555
           86.0         928.52          +3.31          55.85           15.9            284           1577
           87.0         927.79          +3.24          55.98           16.0            283           1598
           88.0         927.06          +3.18          56.16           16.1            283           1619
           89.0         926.32          +3.08          56.34           16.1            282           1640
           90.0         925.58          +2.99          56.45           15.9            282           1661
           91.0         924.84          +3.02          56.55           15.7            281           1682
           92.0         924.10          +2.93          56.59           15.5            280           1704
           93.0         923.35          +2.82          56.70           15.3            279           1725
           94.0         922.60          +2.82          56.85           15.3            278           1747
           95.0         921.84          +2.71          57.00           15.4            278           1769
           96.0         921.08          +2.64          57.24           15.6            278           1790
           97.0         920.32          +2.53          57.56           15.7            279           1812
           98.0         919.55          +2.51          57.81           15.9            278           1835
           99.0         918.78          +2.40          58.05           16.1            277           1857
          100.0         918.01          +2.37          58.18           16.3            276           1879
          101.0         917.23          +2.26          58.34           16.6            276           1902
          102.0         916.45          +2.24          58.51           16.8            276           1924
          103.0         915.68          +2.15          58.48           17.0            276           1946
          104.0         914.90          +2.11          58.45           17.1            275           1968
          105.0         914.12          +2.12          58.34           17.1            275           1991
          106.0         913.34          +2.08          58.02           17.1            275           2013
          107.0         912.57          +2.11          58.16           17.1            274           2035
          108.0         911.79          +2.01          58.20           17.2            274           2058
          109.0         911.01          +1.81          58.78           17.2            275           2080
          110.0         910.23          +1.74          59.76           17.2            275           2103
          111.0         909.46          +1.69          60.03           17.2            275           2125
          112.0         908.68          +1.58          60.30           17.3            275           2147
          113.0         907.91          +1.52          60.51           17.4            275           2170
          114.0         907.13          +1.44          60.66           17.7            275           2192
          115.0         906.36          +1.42          60.60           18.0            275           2214
          116.0         905.60          +1.43          60.41           18.3            275           2236
          117.0         904.84          +1.38          60.08           18.6            276           2258
          118.0         904.08          +1.43          59.75           18.7            276           2279
          119.0         903.34          +1.24          59.61           18.8            276           2300
          120.0         902.60          +1.21          59.93           19.0            276           2321
          121.0         901.87          +1.23          59.97           19.2            276           2342
          122.0         901.14          +1.03          60.01           19.5            276           2362
          123.0         900.42          +1.02          60.44           19.8            276           2383
          124.0         899.71          +0.92          60.96           20.1            276           2403
          125.0         899.00          +0.83          61.16           20.3            276           2423
          126.0         898.30          +0.71          61.34           20.5            276           2443
          127.0         897.60          +0.67          61.30           20.7            275           2463
          128.0         896.92          +0.71          61.03           20.8            275           2482
          129.0         896.23          +0.76          60.49           20.9            274           2502
          130.0         895.55          +0.70          60.06           21.2            273           2521
          131.0         894.88          +0.60          60.07           21.5            273           2541
          132.0         894.21          +0.61          60.27           21.7            272           2560
          133.0         893.55          +0.51          60.26           22.0            272           2579
          134.0         892.89          +0.51          59.99           22.1            272           2597
          135.0         892.24          +0.68          59.34           22.2            272           2616
          136.0         891.60          +0.71          58.36           22.3            272           2634
          137.0         890.97          +0.64          57.50           22.3            272           2652
          138.0         890.34          +0.66          57.55           22.5            272           2670
          139.0         889.72          +0.66          57.31           22.7            272           2688
          140.0         889.11          +0.65          57.18           23.0            272           2705
          141.0         888.51          +0.63          57.13           23.3            272           2722
          142.0         887.91          +0.57          57.14           23.5            273           2739
          143.0         887.32          +0.54          57.20           23.7            273           2756
          144.0         886.74          +0.54          57.19           23.9            273           2773
          145.0         886.17          +0.47          57.22           24.1            274           2789
          146.0         885.60          +0.43          57.23           24.2            274           2805
          147.0         885.04          +0.43          57.28           24.2            274           2821
          148.0         884.49          +0.34          57.41           24.3            273           2837
          149.0         883.95          +0.39          57.52           24.5            274           2853
          150.0         883.41          +0.36          57.69           24.8            274           2868
          151.0         882.89          +0.29          57.83           25.2            274           2883
          152.0         882.38          +0.25          57.90           25.7            275           2898
          153.0         881.87          +0.18          57.90           26.1            275           2912
          154.0         881.36          +0.15          57.94           26.4            275           2927
          155.0         880.86          +0.08          58.06           26.6            275           2942
          156.0         880.35          +0.05          58.19           26.8            275           2957
          157.0         879.85          +0.01          58.35           27.1            275           2971
          158.0         879.35          -0.05          58.45           27.4            275           2986
          159.0         878.84          -0.07          58.54           27.5            275           3001
          160.0         878.33          -0.09          58.62           27.6            275           3017
          161.0         877.82          -0.10          58.69           27.7            275           3032
          162.0         877.31          -0.18          58.69           27.7            275           3047
          163.0         876.80          -0.21          58.77           27.7            274           3063
          164.0         876.28          -0.27          58.87           27.9            274           3078
          165.0         875.77          -0.29          59.00           28.0            274           3094
          166.0         875.25          -0.33          59.09           28.2            274           3109
          167.0         874.74          -0.40          59.14           28.4            274           3124
          168.0         874.23          -0.44          59.24           28.7            274           3140
          169.0         873.71          -0.46          59.32           28.9            273           3155
          170.0         873.20          -0.53          59.43           29.2            273           3170
          171.0         872.69          -0.56          59.53           29.4            273           3185
          172.0         872.18          -0.57          59.64           29.7            273           3200
          173.0         871.67          -0.59          59.77           30.0            273           3214
          174.0         871.16          -0.67          60.00           30.3            273           3229
          175.0         870.66          -0.76          60.20           30.6            273           3244
          176.0         870.16          -0.81          60.37           30.7            273           3259
