        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         982.00          +5.10          58.00           18.0            270
            656           38.2         960.99          +5.96          50.13           16.8            294
           1313           73.4         937.59          +4.06          54.00           15.8            287
           2625          135.5         891.90          +0.70          58.82           22.3            272
           3938          230.0         847.26          -2.59          63.93           38.3            277
           5250          348.0         805.46          -5.91          67.59           39.5            273
           6562          444.4         765.30          -9.11          69.80           47.9            274
           7875          522.6         726.67         -12.52          80.10           51.2            270
           9842          696.8         671.28         -13.71          32.09           62.1            260
          13121          975.6         587.82         -19.02           4.87           66.8            255
          16399         1193.5         511.96         -27.33           2.16           71.9            253
          19675         1503.1         444.59         -35.18           2.75           72.0            260
          26225         2015.8         330.46         -48.36           2.84           79.7            259
          32771         2446.6         240.60         -63.53           8.29           75.6            269
          39313         2900.2         173.41         -65.29           7.42           83.3            268
          45851         3332.6         124.16         -68.10           5.24          104.6            269
          58914         4222.3          64.11         -68.65           4.18          108.5            267
          71961         4954.1          32.08         -77.40           7.31          132.9            265
          84992         5750.0          15.74         -71.32           7.95          140.7            284
           ////           ////           ////           ////           ////           ////           ////
