SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          801.0         646.74         -13.29           2.58           59.0            253          10771          11437          10770  071°48'03.9"W   50°16'47.7"S          0.194          9.496         -13.28          -51.1          867.0           0.06            535          10535           23.0           -7.7         658.85          864.6         -12.89         652.90          873.9           -7.2         664.93          871.0          -5.63         -12.11            2.5         -13.61         -12.03           19.2           17.2           56.5          9.498          9.662           88.8           10.6            0.1           2.20          11436           -6.7           2.69            2.7         -13.15         -13.15     2017-08-03       11:31:24         -13.15          -0.13         646.80          11430         +37.80           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:13:21           15.3           55.2           57.3            254          -2.62           40.4            270   T
         1285.0         485.99         -30.62           2.56           73.6            257          17621          18287          17614  071°34'28.0"W   50°14'14.8"S          2.742         18.209         -30.62          -63.6          698.1           0.01            729          14192            2.6          -21.2         500.18          691.7         -21.74         562.15          779.0          -14.4         575.10          774.4          -9.41         -14.19            6.4         -14.42         -12.95           13.5           16.8           71.7         18.414         18.641           81.4            9.0            0.0           0.48          18280           -5.4           2.52            2.5         -30.56         -30.56     2017-08-03       11:39:28         -30.56          -0.06         485.94          18291         +32.97           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:21:25           19.0           64.8           67.5            254         -14.92           50.4            262   T
         1680.0         409.13         -39.56           6.37           74.5            262          21585          22251          21572  071°22'05.6"W   50°12'36.6"S          4.380         26.140         -39.56          -63.4          610.2           0.01            793          19593            5.5          -29.1         423.60          604.6         -34.98         446.16          652.6          -25.1         460.60          647.0         -10.50         -14.47            5.6         -15.06         -14.44           12.0           10.2           73.9         26.505         26.742           80.5            7.6            0.0           0.20          22238           -4.2           5.70            5.7         -39.55         -39.55     2017-08-03       11:46:03         -39.55          -0.01         408.88          22270         +23.80           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:28:00           14.9           72.3           73.8            258         -21.65           54.7            261   T
         2058.0         317.96         -50.06           2.58           76.0            262          27084          27750          27061  071°09'17.8"W   50°10'59.3"S          6.000         34.349         -50.06          -77.9          496.5           0.00           1243          24317            4.9          -39.9         333.37          498.0         -44.57         360.93          550.1          -34.5         376.30          549.3         -10.13         -15.41           -1.5         -16.07         -15.37            9.8           10.6           75.2         34.869         35.153           80.1            7.3            0.0           0.06          27727           -3.2           2.63            2.6         -50.09         -50.09     2017-08-03       11:52:21         -50.09          +0.03         317.93          27746         +27.81           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:18           15.4           78.2           79.7            259         -30.01           59.8            260   T
         2258.0         265.82         -60.25           7.80           70.6            264          30813          31479          30781  071°02'57.8"W   50°10'34.0"S          6.421         38.410         -60.25          -78.6          435.0           0.00            941          28921            8.3          -47.3         281.60          434.4         -55.16         290.99          465.1          -43.6         306.60          465.3         -12.95         -15.78            0.6         -16.91         -15.61            8.5            6.9           70.2         38.943         39.272           80.5            7.4            0.0           0.02          31447           -2.6           5.08            5.1         -60.26         -60.26     2017-08-03       11:55:41         -60.26          +0.01         265.78          31480         +18.37           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:37:38            7.6           73.1           73.5            264         -37.20           61.4            261   T
         2481.0         233.81         -64.82           8.11           78.3            268          33397          34063          33358  070°55'59.5"W   50°10'32.1"S          6.454         42.878         -64.82          -82.1          391.0           0.00           1145          32070           12.9          -52.4         249.71          394.1         -62.09         249.06          411.1          -49.9         265.27          413.9         -12.42         -15.90           -3.1         -17.38         -16.21            7.7            3.1           78.2         43.361         43.708           81.4            7.2            0.0           0.01          34024           -2.0           6.75            6.8         -64.78         -64.78     2017-08-03       11:59:24         -64.78          -0.04         233.81          34062         +17.33           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:21            0.5           72.1           72.1            270         -41.89           62.2            262   T
         2700.0         187.37         -69.32          12.00           78.1            269          37772          38438          37720  070°48'28.1"W   50°10'09.1"S          6.837         47.703         -69.32          -83.5          320.3           0.00            557          35539            8.6          -56.5         202.69          325.9         -66.41         209.69          353.4          -56.5         225.08          361.9         -12.82         -15.31           -5.7         -17.82         -15.39            5.8            1.8           78.1         48.191         48.590           81.8            7.4            0.0           0.01          38386           -1.4           7.77            7.8         -69.22         -69.22     2017-08-03       12:03:03         -69.22          -0.11         187.32          38451         +14.17           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:45:00            6.3           79.3           79.6            265         -48.10           64.2            262   T
         2877.0         176.24         -64.47           7.26           81.6            268          39039          39705          38983  070°42'24.6"W   50°10'01.4"S          6.965         51.587         -64.47          -82.5          294.2           0.00            743          38351           30.9          -56.5         190.75          306.7         -66.32         181.72          306.1          -56.5         196.63          316.2          -7.97         -14.51          -12.5         -17.72         -14.90            5.3            3.5           81.5         52.055         52.450           82.3            7.0            0.0           0.01          39649           -0.9           8.29            8.3         -64.32         -64.32     2017-08-03       12:06:00         -64.32          -0.15         176.41          39688         +18.08           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:47:57            2.6           79.0           79.0            268         -49.90           64.6            262   T
         2955.0         164.11         -67.25           7.90           85.2            266          40466          41132          40405  070°39'34.9"W   50°09'55.8"S          7.058         53.401         -67.25          -84.3          277.7           0.00           1321          39694           28.4          -56.5         178.15          286.5         -65.35         170.16          285.3          -56.5         184.34          296.4         -10.75         -14.04           -8.8         -17.68         -14.18            4.7            5.9           85.0         53.865         54.275           82.5            7.0            0.0           0.01          41071           -0.7           8.12            8.1         -67.09         -67.09     2017-08-03       12:07:18         -67.09          -0.16         164.04          41142         +17.07           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:49:15            4.3           83.7           83.8            267         -50.56           65.3            263   T
         3067.0         146.66         -68.98           7.86           95.3            268          42585          43251          42517  070°35'09.4"W   50°09'46.8"S          7.208         56.238         -68.98          -85.8          250.3           0.00            706          41461           20.1          -56.5         160.95          258.8         -67.88         155.27          263.5          -56.5         169.33          272.3         -12.48         -14.29           -8.6         -17.70         -14.06            4.0            3.1           95.2         56.698         57.130           82.7            7.0            0.0           0.01          43183           -0.4           7.91            7.9         -68.80         -68.80     2017-08-03       12:09:10         -68.80          -0.18         146.54          43264         +16.81           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:07            4.8           91.2           91.3            267         -50.92           66.6            263   T
         3114.0         143.58         -68.84           3.68           97.6            267          42980          43646          42911  070°33'11.6"W   50°09'44.2"S          7.251         57.497         -68.84          -90.1          244.8           0.00            347          42714          109.1          -56.5         157.93          254.0         -68.80         145.06          247.3          -56.5         159.43          256.4         -12.34         -14.36           -9.1         -17.70         -14.37            3.9            4.7           97.4         57.953         58.383           82.8            7.0            0.0           0.01          43577           -0.3           7.71            7.7         -68.65         -68.65     2017-08-03       12:09:57         -68.65          -0.19         143.56          43652         +21.31           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:54            3.3           96.4           96.5            268         -50.99           66.9            263   T
         3184.0         141.15         -65.37           4.38          100.9            268          43338          44004          43267  070°30'09.5"W   50°09'38.3"S          7.351         59.443         -65.37          -86.4          236.7           0.00            430          43089          121.3          -56.5         155.25          249.7         -66.89         142.30          240.4          -56.5         156.59          251.8          -8.87         -14.10          -13.0         -17.67         -14.28            3.8            2.8          100.9         59.896         60.319           83.0            6.8            0.0           0.01          43933           -0.1           6.89            6.9         -65.18         -65.18     2017-08-03       12:11:07         -65.18          -0.20         141.20          43990         +21.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:53:04            5.1          100.1          100.2            267         -51.05           67.1            263   T
         3229.0         137.84         -64.74           4.95           98.9            271          43853          44519          43780  070°28'13.0"W   50°09'38.8"S          7.342         60.688         -64.74          -85.1          230.4           0.00            927          43524           85.3          -56.5         151.47          243.6         -64.91         139.51          233.4          -56.5         153.35          246.6          -8.24         -13.63          -13.2         -17.63         -13.83            3.6           -1.7           98.8         61.130         61.555           83.1            6.7            0.0           0.01          44446            0.0           6.44            6.4         -64.54         -64.54     2017-08-03       12:11:52         -64.54          -0.20         137.95          44511         +20.39           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:53:49           -0.7           99.6           99.6            270         -51.14           67.5            263   T
         3397.0         118.65         -69.30           3.50          107.1            272          46782          47448          46698  070°20'43.6"W   50°09'36.9"S          7.374         65.488         -69.30          -90.8          202.8           0.00            295          45239           16.0          -56.5         131.65          211.7         -67.68         128.18          217.3          -56.5         141.21          227.1         -12.80         -13.00           -8.9         -17.64         -13.03            2.7           -2.9          107.1         65.902         66.350           83.6            6.7            0.0           0.01          47364            0.5           5.75            5.8         -69.07         -69.07     2017-08-03       12:14:40         -69.07          -0.24         118.52          47464         +21.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:56:37            0.7          102.9          102.9            270         -51.50           69.7            264   T
         3421.0         118.25         -68.70           1.09          108.0            271          46831          47497          46747  070°19'36.9"W   50°09'37.7"S          7.361         66.201         -68.70          -96.8          201.5           0.00            -11          46723          960.0          -56.5         131.34          211.2         -69.07         118.47          202.2          -56.5         131.50          211.5         -12.20         -13.09           -9.7         -17.64         -13.03            2.7           -2.3          107.9         66.609         67.053           83.7            6.6            0.0           0.01          47413            0.6           5.67            5.7         -68.46         -68.46     2017-08-03       12:15:04         -68.46          -0.24         118.19          47513         +28.06           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:01           -1.9          106.9          106.9            271         -51.50           69.7            264   T
         3441.0         118.40         -66.71           0.74          109.0            271          46803          47469          46719  070°18'40.0"W   50°09'38.9"S          7.341         66.808         -66.71          -95.8          199.8           0.00           -129          46733        -1651.3          -56.5         131.52          211.5         -68.96         118.39          202.0          -56.5         131.43          211.3         -10.21         -13.12          -11.7         -17.64         -13.04            2.7           -1.4          109.0         67.210         67.650           83.7            6.5            0.0           0.01          47385            0.6           5.16            5.2         -66.47         -66.47     2017-08-03       12:15:24         -66.47          -0.24         118.40          47474         +29.05           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:21           -3.6          109.4          109.4            272         -51.50           69.7            264   T
         3479.0         118.84         -65.29           2.87          109.0            270          46734          47400          46650  070°16'52.5"W   50°09'39.1"S          7.337         67.957         -65.29          -88.8          199.2           0.00              4          46685         -683.0          -56.5         131.95          212.2         -69.30         118.74          202.9          -56.5         131.74          211.8          -8.79         -13.11          -13.0         -17.64         -12.99            2.8           -0.2          109.0         68.352         68.783           83.8            6.4            0.0           0.01          47316            0.7           4.94            4.9         -65.05         -65.05     2017-08-03       12:16:02         -65.05          -0.24         118.93          47385         +23.51           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:59           -0.3          108.8          108.8            270         -51.50           69.6            264   T
         3504.0         118.52         -63.70           2.98          111.6            270          46796          47462          46711  070°15'41.6"W   50°09'39.1"S          7.336         68.715         -63.70          -87.4          197.1           0.00            314          46681          767.2          -56.5         131.57          211.6         -69.29         118.77          203.0          -56.5         131.76          211.9          -7.20         -13.05          -14.4         -17.64         -12.99            2.7           -0.5          111.6         69.105         69.533           83.9            6.4            0.0           0.01          47377            0.8           4.76            4.8         -63.46         -63.46     2017-08-03       12:16:27         -63.46          -0.25         118.58          47448         +23.65           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:58:24           -0.2          109.1          109.1            270         -51.50           69.7            264   T
         3559.0         114.63         -62.64           2.82          116.7            272          47471          48137          47384  070°12'57.0"W   50°09'39.9"S          7.324         70.472         -62.64          -86.9          189.7           0.00           1164          47048           70.4          -56.5         127.38          204.8         -62.85         116.60          193.2          -56.5         129.46          208.2          -6.14         -12.75          -15.1         -17.54         -12.86            2.5           -3.7          116.7         70.852         71.281           84.1            6.3            0.0           0.01          48050            0.9           4.20            4.2         -62.39         -62.39     2017-08-03       12:17:22         -62.39          -0.25         114.76          48120         +24.23           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:59:19           -0.8          115.1          115.1            270         -51.50           70.3            264   T
         3678.0         100.50         -65.63           3.24          116.4            268          50067          50733          49970  070°06'52.0"W   50°09'48.9"S          7.174         74.370         -65.63          -88.4          168.7           0.00            973          48677           19.3          -56.5         112.50          180.9         -63.83         107.37          178.7          -56.5         119.71          192.5          -9.13         -11.99          -12.2         -17.37         -12.34            1.6            3.3          116.3         74.715         75.168           84.5            6.3            0.0           0.01          50636            1.3           3.70            3.7         -65.35         -65.35     2017-08-03       12:19:21         -65.35          -0.29         100.44          50741         +22.73           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:01:18           -4.5          117.9          118.0            272         -51.50           72.7            265   T
         3908.0          83.13         -67.41           0.34          111.8            269          53862          54528          53747  069°55'59.2"W   50°09'24.8"S          7.575         81.349         -67.41          -96.3          140.8           0.00            693          51858           14.2          -56.5          93.82          150.9         -65.56          91.75          154.0          -56.5         102.73          165.2         -10.91         -10.69          -10.1         -17.27         -10.99            0.7            2.9          111.7         81.701         82.180           84.7            6.2            0.0           0.01          54413            1.9           2.95            3.0         -67.07         -67.07     2017-08-03       12:23:11         -67.07          -0.34          83.05          54541         +28.85           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:05:08            6.3          109.2          109.4            267         -51.50           75.3            265   T
         3949.0          81.78         -65.83           1.97          117.5            271          54152          54818          54036  069°53'55.3"W   50°09'25.1"S          7.570         82.672         -65.83          -91.4          137.4           0.00            126          53891          186.7          -56.5          92.52          148.8         -66.66          82.47          139.1          -56.5          93.17          149.8          -9.33         -10.75          -11.4         -17.25         -10.70            0.7           -2.6          117.5         83.018         83.495           84.8            6.1            0.0           0.01          54702            2.0           2.58            2.6         -65.48         -65.48     2017-08-03       12:23:52         -65.48          -0.35          81.68          54839         +25.55           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:05:49           -0.4          116.2          116.2            270         -51.50           75.5            265   T
         3966.0          81.70         -65.21           3.52          116.4            272          54155          54821          54039  069°53'03.2"W   50°09'26.2"S          7.553         83.229         -65.21          -87.5          136.9           0.00            -73          54037        17856.0          -56.5          92.51          148.8         -65.76          81.77          137.4          -56.5          92.52          148.8          -8.71         -10.81          -11.9         -17.25         -10.75            0.7           -4.4          116.3         83.571         84.045           84.8            6.1            0.0           0.01          54705            2.1           2.68            2.7         -64.86         -64.86     2017-08-03       12:24:09         -64.86          -0.35          81.67          54833         +22.34           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:06:06           -3.7          117.9          118.0            272         -51.50           75.5            265   T
         4010.0          81.90         -63.39           1.73          110.3            271          54083          54749          53967  069°50'54.1"W   50°09'30.2"S          7.486         84.608         -63.39          -90.3          136.0           0.00             -3          54003         -750.4          -56.5          92.83          149.3         -65.93          81.94          137.8          -56.5          92.67          149.0          -6.89         -10.93          -13.3         -17.26         -10.73            0.7           -2.7          110.3         84.938         85.403           84.9            6.0            0.0           0.01          54633            2.2           2.37            2.4         -63.04         -63.04     2017-08-03       12:24:53         -63.04          -0.35          81.98          54741         +26.89           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:06:50           -5.5          112.8          112.9            273         -51.50           75.5            265   T
