        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         982.00          +5.10          58.00           18.0            270
             15            1.4         981.94          +4.89          57.85           15.5            296
             30            2.2         981.67          +5.35          57.72           15.4            296
             45            3.1         981.31          +5.92          57.52           15.5            295
             60            3.9         980.95          +6.14          57.12           15.6            295
             75            4.7         980.55          +6.28          56.72           15.7            294
             90            5.5         980.14          +6.40          56.34           15.8            294
            105            6.3         979.70          +6.54          56.05           15.9            294
            120            7.1         979.24          +6.68          55.84           16.0            294
            135            8.0         978.79          +6.83          55.42           16.1            294
            150            8.9         978.32          +7.00          54.95           16.2            294
            165            9.8         977.86          +7.08          54.37           16.4            294
            180           10.7         977.39          +7.04          53.79           16.4            294
            195           11.5         976.90          +7.03          53.39           16.5            294
            210           12.4         976.42          +7.03          52.96           16.6            295
            225           13.3         975.93          +7.00          52.43           16.7            295
            240           14.2         975.45          +7.00          51.96           16.7            294
            255           15.0         974.95          +7.00          51.50           16.8            294
            270           15.9         974.43          +6.95          51.31           16.9            294
            285           16.8         973.92          +6.99          50.98           17.0            293
            300           17.7         973.39          +6.97          50.72           17.0            293
            315           18.6         972.87          +6.94          50.53           17.0            293
            330           19.4         972.35          +6.86          50.41           17.0            293
            345           20.3         971.85          +6.79          50.38           16.9            292
            360           21.2         971.35          +6.77          50.38           16.8            292
            375           22.1         970.85          +6.74          50.29           16.7            292
            390           22.9         970.35          +6.67          50.14           16.6            292
            405           23.8         969.84          +6.64          50.07           16.5            292
            420           24.6         969.33          +6.61          50.03           16.4            292
            435           25.5         968.82          +6.57          49.97           16.4            293
            450           26.3         968.30          +6.53          49.90           16.3            293
            465           27.2         967.78          +6.50          49.81           16.2            293
            480           28.1         967.26          +6.44          49.70           16.2            294
            495           28.9         966.73          +6.47          49.58           16.2            294
            510           29.8         966.19          +6.40          49.57           16.2            294
            525           30.7         965.66          +6.33          49.56           16.7            294
            540           31.6         965.13          +6.28          49.57           17.0            294
            555           32.4         964.60          +6.24          49.63           17.1            294
            570           33.3         964.07          +6.19          49.74           17.2            294
            585           34.2         963.54          +6.14          49.84           17.1            294
            600           35.0         963.01          +6.10          49.89           17.1            294
            615           35.9         962.48          +6.04          49.90           17.0            294
            630           36.7         961.95          +5.99          49.96           16.9            294
            645           37.6         961.40          +5.97          50.06           16.8            294
            660           38.4         960.85          +5.95          50.16           16.8            294
            675           39.3         960.31          +5.91          50.23           16.8            294
            690           40.1         959.76          +5.83          50.26           16.9            294
            705           40.9         959.22          +5.81          50.27           17.0            294
            720           41.8         958.67          +5.73          50.27           17.1            293
            735           42.6         958.13          +5.70          50.35           17.1            293
            750           43.4         957.58          +5.67          50.46           17.1            292
            765           44.3         957.04          +5.61          50.55           17.1            292
            780           45.1         956.49          +5.55          50.66           17.1            291
            795           45.9         955.94          +5.52          50.73           17.1            291
            810           46.8         955.40          +5.44          50.83           17.1            291
            825           47.6         954.85          +5.43          50.93           17.1            291
            840           48.4         954.30          +5.41          51.02           17.0            291
            855           49.3         953.76          +5.33          51.12           17.0            291
            870           50.1         953.21          +5.27          51.22           17.0            291
            885           50.9         952.67          +5.23          51.34           17.1            291
            900           51.7         952.13          +5.19          51.49           17.1            291
            915           52.6         951.59          +5.14          51.66           17.1            291
            930           53.4         951.05          +5.09          51.80           17.0            291
