        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         978.00          +1.50          81.00           10.0            250
             10            0.4         977.63          +1.28          83.14           14.6            250
             20            0.8         977.26          +1.05          85.27           19.2            249
             30            1.3         976.89          +0.94          86.96           21.5            249
             40            1.8         976.52          +0.96          88.16           21.4            249
             50            2.3         976.15          +0.96          87.18           21.3            249
             60            2.8         975.78          +0.96          84.54           21.2            249
             70            3.3         975.41          +0.95          83.76           21.1            249
             80            3.9         975.04          +0.93          83.93           21.0            249
             90            4.4         974.67          +0.90          84.03           20.9            250
            100            4.9         974.30          +0.87          84.11           20.9            250
            110            5.4         973.93          +0.84          84.39           20.9            250
            120            5.9         973.56          +0.80          84.71           20.9            250
            130            6.5         973.19          +0.77          84.91           20.9            250
            140            7.0         972.82          +0.74          85.10           20.9            251
            150            7.5         972.45          +0.71          85.07           21.0            251
            160            8.1         972.08          +0.67          85.02           21.1            251
            170            8.6         971.71          +0.66          84.97           21.2            251
            180            9.1         971.34          +0.65          84.86           21.3            250
            190            9.6         970.98          +0.64          84.52           21.3            250
            200           10.2         970.61          +0.65          84.08           21.4            250
            210           10.7         970.24          +0.70          83.45           21.3            250
            220           11.2         969.87          +0.75          82.67           21.3            250
            230           11.7         969.50          +0.81          81.65           21.3            250
            240           12.2         969.14          +0.88          80.69           21.3            251
            250           12.8         968.77          +0.94          79.78           21.3            251
            260           13.3         968.40          +0.98          79.16           21.4            251
            270           13.8         968.03          +1.00          78.75           21.4            252
            280           14.4         967.67          +1.01          78.43           21.5            252
            290           14.9         967.30          +1.02          78.16           21.5            252
            300           15.4         966.93          +1.01          78.07           21.5            251
            310           15.9         966.57          +1.00          78.04           21.4            251
            320           16.5         966.20          +0.99          78.12           21.4            251
            330           17.0         965.83          +0.99          78.22           21.3            251
            340           17.5         965.47          +1.00          77.88           21.3            251
            350           18.0         965.10          +1.01          77.57           21.3            251
            360           18.6         964.73          +1.00          77.56           21.4            251
            370           19.1         964.37          +0.98          77.56           21.6            251
            380           19.6         964.00          +0.96          77.60           21.6            252
            390           20.1         963.64          +0.94          77.63           21.7            252
            400           20.7         963.27          +0.93          77.62           21.7            252
            410           21.2         962.91          +0.93          77.53           21.7            252
            420           21.7         962.54          +0.95          77.34           21.7            252
            430           22.3         962.18          +0.95          77.23           21.7            252
            440           22.8         961.81          +0.94          77.23           21.6            253
            450           23.3         961.45          +0.93          77.44           21.6            253
            460           23.9         961.08          +0.90          77.78           21.5            253
            470           24.4         960.72          +0.88          77.84           21.5            253
            480           24.9         960.35          +0.85          77.81           21.5            254
            490           25.4         959.99          +0.83          77.92           21.6            254
            500           26.0         959.62          +0.80          78.07           21.7            254
            510           26.5         959.26          +0.78          78.32           21.8            254
            520           27.0         958.90          +0.75          78.58           21.8            254
            530           27.5         958.53          +0.72          78.71           21.9            254
            540           28.0         958.17          +0.69          78.84           22.0            254
            550           28.5         957.80          +0.66          79.01           22.0            254
            560           29.0         957.44          +0.63          79.18           22.0            254
            570           29.5         957.08          +0.60          79.36           22.0            254
            580           30.1         956.71          +0.57          79.52           22.0            254
            590           30.6         956.35          +0.54          79.54           22.0            254
            600           31.1         955.99          +0.51          79.59           22.1            254
            610           31.6         955.62          +0.49          79.81           22.1            254
            620           32.1         955.26          +0.46          80.01           22.1            254
