        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         978.00          +1.50          81.00           10.0            250
            656           33.9         953.96          +0.35          80.85           22.2            255
           1313           68.4         930.38          -1.21          85.82           24.9            267
           2626          143.6         884.65          -2.91          57.76           30.1            271
           3938          216.5         840.80          -6.14          56.58           34.1            276
           5250          298.6         798.64          -9.17          37.61           42.9            284
           6563          382.3         758.14         -11.66          25.74           46.3            287
           7875          458.8         719.35         -14.66          23.21           47.3            284
           9843          560.6         663.98         -19.97          21.93           50.7            284
          13121          706.4         578.76         -29.50          82.76           39.1            301
          16398          868.7         501.95         -37.05          40.42           56.5            298
          19675         1068.2         434.11         -39.99           5.64           87.3            304
          26226         1505.5         321.73         -50.14           4.54           84.3            299
          32771         1911.4         236.55         -51.96           1.85           67.7            298
          39313         2341.9         173.56         -56.85           1.87           64.2            313
          45851         2729.5         126.19         -61.18           2.90           94.2            296
          58914         3592.5          66.95         -54.43           1.66          126.4            271
          71961         4380.6          35.89         -58.67           2.52           93.5            287
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
