        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         985.20          +3.00          63.00            3.0            210
             10            0.4         984.83          +2.78          60.32            3.8            172
             20            0.8         984.46          +2.56          57.64            5.5            153
             30            1.3         984.09          +2.53          55.67            6.4            148
             40            1.7         983.72          +2.66          54.30            6.3            148
             50            2.2         983.34          +2.79          54.76            6.2            148
             60            2.7         982.97          +2.92          57.82            6.0            146
             70            3.2         982.60          +3.03          59.59            5.9            145
             80            3.7         982.23          +3.14          58.75            5.8            143
             90            4.2         981.86          +3.24          57.89            5.8            141
            100            4.7         981.49          +3.35          56.99            5.8            140
            110            5.1         981.13          +3.52          55.97            5.8            139
            120            5.6         980.76          +3.84          54.68            5.8            139
            130            6.1         980.39          +4.22          53.30            5.9            139
            140            6.7         980.02          +4.70          51.73            6.0            139
            150            7.2         979.66          +5.11          50.27            6.2            139
            160            7.7         979.29          +5.35          49.10            6.2            138
            170            8.2         978.92          +5.53          48.17            6.3            137
            180            8.7         978.56          +5.63          47.64            6.3            136
            190            9.3         978.19          +5.71          47.11            6.3            134
            200            9.8         977.83          +5.78          46.58            6.3            133
            210           10.4         977.46          +5.90          46.07            6.3            131
            220           10.9         977.10          +6.06          45.56            6.2            130
            230           11.4         976.74          +6.26          44.97            6.2            129
            240           11.9         976.37          +6.47          44.36            6.1            128
            250           12.4         976.01          +6.64          43.86            6.0            128
            260           12.9         975.65          +6.80          43.37            5.9            128
            270           13.5         975.29          +6.86          43.07            5.8            129
            280           14.0         974.92          +6.91          42.79            5.8            130
            290           14.5         974.56          +6.90          42.81            5.8            131
            300           15.0         974.20          +6.89          42.83            5.9            131
            310           15.6         973.84          +6.87          42.74            5.9            131
            320           16.1         973.48          +6.86          42.71            5.9            132
            330           16.6         973.11          +6.85          42.88            6.0            131
            340           17.2         972.75          +6.84          42.98            6.0            131
            350           17.7         972.39          +6.84          42.93            6.1            130
            360           18.2         972.03          +6.84          42.88            6.1            129
            370           18.7         971.67          +6.82          42.82            6.1            128
            380           19.3         971.31          +6.81          42.85            6.1            127
            390           19.8         970.95          +6.80          42.96            6.0            126
            400           20.3         970.59          +6.80          42.94            5.9            126
            410           20.9         970.23          +6.79          42.84            5.9            126
            420           21.4         969.87          +6.79          42.86            5.8            126
            430           21.9         969.51          +6.80          42.92            5.7            127
            440           22.5         969.15          +6.80          42.91            5.6            127
            450           23.0         968.79          +6.81          42.89            5.6            127
            460           23.6         968.43          +6.80          42.78            5.6            126
            470           24.1         968.07          +6.80          42.71            5.6            125
            480           24.7         967.71          +6.78          42.80            5.7            125
            490           25.2         967.35          +6.77          42.88            5.7            125
            500           25.7         966.99          +6.76          42.94            5.8            125
            510           26.3         966.63          +6.76          43.00            5.8            125
            520           26.8         966.27          +6.78          43.08            5.9            125
            530           27.4         965.91          +6.78          43.19            5.9            124
            540           28.0         965.55          +6.79          43.30            5.9            123
            550           28.5         965.19          +6.79          43.24            5.9            122
            560           29.1         964.84          +6.79          43.18            5.9            121
            570           29.6         964.48          +6.77          43.25            5.9            121
            580           30.1         964.12          +6.76          43.33            5.9            121
            590           30.7         963.76          +6.75          43.46            5.8            121
            600           31.2         963.40          +6.75          43.55            5.8            121
            610           31.7         963.04          +6.74          43.56            5.6            120
            620           32.3         962.69          +6.73          43.57            5.5            119
