        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         986.40          +6.50          66.00            7.0            250
            656           37.2         964.90          +7.59          48.94           24.5            278
           1313           71.7         941.89          +6.41          44.77           22.2            292
           2625          138.7         895.98          +3.27          44.62           22.2            296
           3938          206.9         852.44          -0.54          53.49           25.7            295
           5250          286.1         810.15          -4.14          63.50           30.0            283
           6562          373.8         769.62          -7.45          67.70           42.1            271
           7875          467.7         730.75          -8.96          53.95           49.2            263
           9842          579.9         676.57          -9.53          51.75           43.7            245
          13121          747.7         593.69         -14.15          50.14           30.8            228
          16399          895.6         519.24         -21.67          62.51           28.4            235
          19675         1051.1         452.18         -29.57          69.35           41.2            248
          26225         1458.0         337.52         -47.15          57.43           38.3            267
          32771         1897.6         246.20         -64.06          50.03           50.9            273
          39313         2344.8         177.68         -58.79          23.64           74.7            252
          45851         2728.1         129.57         -57.37           6.89           62.7            272
          58914         3469.4          67.40         -66.58           3.47           90.6            266
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
