2018-08-20,07:46:11.380,Created. (UTC = 2018-08-20,10:46:11)
2018-08-20,07:46:12.653,Open Select/Confirm Radiosonde
2018-08-20,07:46:22.423,Sonde selected IMET-4-AB
2018-08-20,07:46:22.434,Close Select/Confirm Radiosonde
2018-08-20,07:46:23.593,Open Balloon Train
2018-08-20,07:46:24.954,Close Balloon Train
2018-08-20,07:46:25.930,Open Station Details
2018-08-20,07:46:27.756,Close Station Details
2018-08-20,07:46:28.718,Open Message Setup
2018-08-20,07:46:35.083,Close Message Setup
2018-08-20,07:46:36.474,Open Current Weather
2018-08-20,07:46:37.680,Close Current Weather
2018-08-20,07:55:35.182,Real PC/UTC Offset confirmed as -3.00 hours (03:00:12.834)
2018-08-20,08:04:18.400,Open Current Weather
2018-08-20,08:04:20.907,Use radiosonde for current weather
2018-08-20,08:04:45.625,Close Current Weather
2018-08-20,08:04:47.474,Attempt Ready To Launch
2018-08-20,08:04:47.513,Passed Ready To Launch
2018-08-20,08:06:23.296,Launch detected (156.7m/s)
2018-08-20,08:06:43.199,Launch site Lat:-50.283436 Long:-72.047417
2018-08-20,08:07:09.839,Graph : PTU
2018-08-20,08:11:18.722,Graph : Winds
2018-08-20,08:48:30.202,Graph : SkewT-LogP
2018-08-20,08:49:39.345,Graph : PTU
2018-08-20,09:23:32.489,Graph : SkewT-LogP
2018-08-20,09:48:26.617,Graph : PTU
2018-08-20,09:48:37.536,Graph : Winds
2018-08-20,09:48:38.089,Graph : Density
2018-08-20,09:48:38.881,Graph : Flight Path
2018-08-20,09:48:39.513,Graph : SkewT-LogP
2018-08-20,09:48:40.641,Graph : PTU
2018-08-20,09:49:12.137,Graph : Winds
2018-08-20,09:49:19.906,Graph : Density
2018-08-20,09:49:23.432,Graph : Flight Path
2018-08-20,09:49:27.688,Graph : SkewT-LogP
