SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL       UTC_Date       UTC_Time          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          584.0         673.52          -4.28           3.66           64.2            281          10124          10790          10124  071°56'01.9"W   50°18'34.4"S         -1.583          4.394          -4.26          -41.5          872.6           0.16            955           9623           10.1           -6.4         675.73          882.4          -4.04         686.70          888.9           -5.4         689.03          896.5          +2.09          -2.21           -9.8          -4.51          -2.33            2.1          -12.0           63.1          4.671          4.959          109.8           19.6            0.2           4.45          10790     2018-08-20       11:15:56         +37.20           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:09:44          -10.5           62.3           63.2            280          -1.62           29.3            289   T
          593.0         669.76          -3.58           2.43           65.0            281          10269          10935          10268  071°55'46.3"W   50°18'36.3"S         -1.615          4.561          -3.56          -44.8          865.5           0.11            929          10196           70.8           -6.7         671.91          878.4          -3.86         671.63          868.8           -6.5         673.82          880.4          +3.08          -2.16          -12.9          -4.47          -2.18            1.9          -12.1           63.9          4.838          5.125          109.5           19.3            0.1           4.69          10934     2018-08-20       11:16:05         +41.27           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:09:53          -13.0           66.6           67.9            281          -1.84           29.8            289   H
          619.0         659.84          -2.41          23.52           67.1            280          10656          11322          10655  071°55'02.1"W   50°18'41.8"S         -1.707          5.032          -2.22          -20.5          848.5           1.21            888          10462           27.5           -7.4         661.82          867.7          -3.20         664.77          857.8           -7.0         666.85          873.0          +5.02          -1.98          -19.2          -4.30          -2.08            1.3          -11.9           66.1          5.313          5.595          108.7           18.3            1.1           5.12          11321     2018-08-20       11:16:31         +18.07           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:19          -12.7           65.2           66.4            281          -2.44           31.1            288   H
          626.0         657.25          -2.23           2.64           67.1            280          10759          11425          10758  071°54'49.8"W   50°18'42.8"S         -1.722          5.164          -2.21          -43.1          845.1           0.14            937          10707          105.2           -7.6         659.17          864.9          -2.26         658.54          846.6           -7.5         660.49          866.3          +5.40          -1.92          -19.8          -4.25          -1.95            1.1          -11.5           66.1          5.443          5.724          108.4           18.0            0.1           5.19          11424     2018-08-20       11:16:38         +40.89           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:26           -7.8           67.9           68.4            277          -2.60           31.5            288   T
          627.0         656.87          -2.26           3.26           67.1            280          10774          11440          10773  071°54'48.0"W   50°18'43.0"S         -1.727          5.183          -2.24          -41.2          844.7           0.17            941          10765          714.2           -7.7         658.78          864.5          -2.25         657.06          844.9           -7.6         658.97          864.7          +5.40          -1.91          -19.8          -4.24          -1.91            1.0          -11.4           66.1          5.463          5.743          108.4           18.0            0.2           5.18          11439     2018-08-20       11:16:39         +38.89           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:27          -17.3           68.4           70.5            284          -2.62           31.5            288   H
          634.0         653.88          -2.58          33.68           67.1            279          10892          11558          10891  071°54'36.3"W   50°18'44.2"S         -1.747          5.308          -2.32          -16.4          841.1           1.70            986          10832           91.8           -7.9         655.72          861.2          -2.40         655.37          843.0           -7.8         657.25          862.8          +5.31          -1.84          -20.1          -4.19          -1.87            0.8          -10.9           66.2          5.588          5.868          108.2           17.8            1.6           5.06          11557     2018-08-20       11:16:46         +13.83           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:34          -10.3           64.3           65.1            279          -2.81           31.9            288   H
          651.0         646.66          -3.42          49.89           66.9            279          11181          11847          11180  071°54'06.2"W   50°18'47.6"S         -1.802          5.628          -3.05          -12.4          834.1           2.37           1063          11036           38.7           -8.5         648.32          853.3          -2.98         650.26          837.6           -8.2         652.01          857.3          +5.05          -1.67          -19.3          -4.08          -1.75            0.3          -10.5           66.1          5.909          6.189          107.8           17.3            2.3           4.75          11846     2018-08-20       11:17:03          +8.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:51          -11.8           67.8           68.8            280          -3.25           32.8            287   H
          696.0         627.46          -5.21          51.35           64.1            279          11961          12627          11959  071°52'50.2"W   50°18'54.8"S         -1.922          6.439          -4.87          -13.7          814.8           2.13           1118          11570           15.4          -10.0         628.70          832.4          -4.35         637.00          824.5           -9.2         638.45          842.8          +4.80          -1.24          -17.6          -3.84          -1.45           -0.9           -9.8           63.3          6.720          7.002          106.6           16.3            2.1           4.15          12625     2018-08-20       11:17:48          +8.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:11:36           -9.6           64.9           65.6            278          -4.45           34.9            286   H
          848.0         556.47         -12.09          46.61           58.9            286          15021          15687          15017  071°48'56.1"W   50°19'24.9"S         -2.424          8.934         -11.89          -21.2          742.0           1.13           1301          13488            4.9          -16.1         556.26          753.8          -8.10         591.14          776.4          -13.0         591.58          792.4          +3.98           0.20          -11.8          -3.46          -0.44           -4.0          -16.2           56.6          9.257          9.582          105.2           15.0            1.3           2.43          15683     2018-08-20       11:20:20          +9.12           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:08          -11.9           59.1           60.3            281          -9.91           40.0            285   H
          853.0         554.23         -12.34          45.10           58.3            287          15122          15788          15118  071°48'48.1"W   50°19'26.0"S         -2.443          9.020         -12.15          -21.8          739.8           1.07           1179          15067          149.8          -16.3         553.99          751.3         -12.20         555.35          740.9          -16.2         555.13          752.6          +3.93           0.24          -11.6          -3.45           0.22           -4.0          -17.1           55.7          9.345          9.671          105.2           14.9            1.2           2.38          15784     2018-08-20       11:20:25          +9.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:13          -13.5           62.0           63.4            282         -10.10           40.2            285   T
          880.0         542.82         -12.58          20.03           55.6            287          15644          16310          15639  071°48'09.8"W   50°19'33.3"S         -2.564          9.429         -12.50          -30.9          725.5           0.47           1264          15378           30.0          -17.3         542.39          738.6         -12.48         548.50          732.6          -16.8         548.17          744.9          +4.72           0.43          -13.0          -3.38           0.33           -4.3          -16.7           53.0          9.771         10.104          105.2           14.8            0.5           2.33          16305     2018-08-20       11:20:52         +18.35           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:40          -16.2           54.4           56.8            287         -11.11           40.7            285   H
          930.0         523.93         -14.98          36.94           56.3            289          16528          17194          16522  071°47'02.8"W   50°19'47.8"S         -2.807         10.142         -14.85          -26.5          706.6           0.71           1071          16080           18.7          -19.1         523.18          717.3         -13.77         533.31          716.0          -18.2         532.72          727.9          +4.07           0.74          -10.7          -3.31           0.60           -4.7          -18.7           53.1         10.523         10.869          105.5           14.5            0.8           1.92          17188     2018-08-20       11:21:42         +11.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:15:30          -17.5           51.4           54.3            289         -12.81           41.5            285   H
          959.0         513.37         -15.14           0.17           58.4            291          17033          17699          17026  071°46'22.3"W   50°19'56.9"S         -2.958         10.574         -15.14          -60.2          693.2           0.00           1010          16774           33.7          -20.1         512.45          705.4         -15.06         518.62          699.8          -19.6         517.79          711.3          +4.91           0.92          -12.2          -3.25           0.83           -4.9          -20.7           54.6         10.980         11.333          105.6           14.3            0.0           1.89          17692     2018-08-20       11:22:11         +45.09           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:15:59          -18.7           53.7           56.8            289         -13.79           41.9            285   H
         1000.0         499.26         -16.44           1.46           58.7            295          17722          18388          17715  071°45'24.2"W   50°20'13.0"S         -3.225         11.193         -16.44          -58.1          677.5           0.02           1043          17371           25.7          -21.4         498.10          689.3         -15.81         506.27          685.4          -20.7         505.23          697.3          +4.97           1.16          -11.8          -3.18           1.04           -5.2          -24.9           53.1         11.649         12.008          106.1           14.1            0.0           1.70          18381     2018-08-20       11:22:52         +41.61           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:16:40          -23.5           54.3           59.2            293         -15.12           42.6            286   T
         1821.0         263.65         -55.07          22.26           54.6            303          32314          32980          32278  071°31'31.4"W   50°27'21.5"S        -10.367         20.048         -55.06          -66.9          421.2           0.01           1112          24997            2.2          -50.3         262.70          410.6         -34.58         367.58          536.8          -35.8         365.27          536.2          -4.80           0.95           10.5          -8.50           2.31           -2.6          -29.7           45.8         22.569         23.187          117.3           13.3            0.0           0.04          32944     2018-08-20       11:36:33         +11.83           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:30:21          -31.3           38.8           49.9            309         -40.10           44.9            297   T
         1968.0         229.77         -62.24          35.52           54.4            300          35153          35819          35110  071°28'30.8"W   50°28'30.2"S        -11.512         21.967         -62.24          -70.0          379.5           0.01           1364          33694           12.4          -55.9         229.76          368.4         -58.82         246.27          400.3          -53.1         245.78          389.1          -6.37           0.01           11.1          -9.25           0.49           -1.5          -27.1           47.2         24.801         25.467          117.7           13.1            0.0           0.01          35776     2018-08-20       11:39:00          +7.73           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:32:48          -28.0           47.0           54.7            301         -44.38           45.7            297   H
         2249.0         176.73         -76.09          28.37           67.2            296          40304          40970          40244  071°22'01.6"W   50°30'48.3"S        -13.812         26.100         -76.09          -84.2          312.4           0.00            862          37677            7.8          -56.5         179.53          288.7         -69.62         201.97          345.7          -56.5         203.11          326.6         -19.59          -2.80           23.7         -11.33          -1.14            1.1          -29.0           60.7         29.530         30.266          117.9           12.7            0.0           0.00          40910     2018-08-20       11:43:41          +8.09           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:37:29          -29.5           53.0           60.6            299         -50.53           47.6            298   T
         2291.0         170.86         -72.99          30.47           72.5            292          40951          41617          40889  071°20'51.5"W   50°31'08.1"S        -14.143         26.845         -72.99          -80.9          297.4           0.00            939          40566           63.4          -56.5         174.06          279.9         -73.63         173.76          303.4          -56.5         176.77          284.3         -16.49          -3.19           17.5         -11.51          -3.02            1.4          -26.7           67.4         30.342         31.082          117.8           12.5            0.0           0.00          41555     2018-08-20       11:44:23          +7.91           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:38:11          -28.3           63.8           69.8            294         -50.64           48.0            298   T
         2331.0         164.45         -73.82          30.24           71.1            292          41687          42353          41622  071°19'41.0"W   50°31'25.1"S        -14.425         27.594         -73.82          -81.7          287.4           0.00            923          41255           56.7          -56.5         168.02          270.2         -73.46         167.63          292.5          -56.5         171.01          275.0         -17.32          -3.58           17.2         -11.71          -3.38            1.7          -26.4           66.0         31.137         31.883          117.6           12.4            0.0           0.00          42288     2018-08-20       11:45:03          +7.88           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:38:51          -25.4           67.4           72.0            291         -50.77           48.4            297   T
         2420.0         154.67         -66.91          29.44           77.4            290          42885          43551          42815  071°17'01.5"W   50°32'06.1"S        -15.108         29.288         -66.91          -75.6          261.3           0.00            801          42219           35.9          -56.5         158.66          255.1         -70.86         159.45          274.6          -56.5         163.28          262.6         -10.41          -3.99            6.1         -11.83          -3.83            2.0          -27.0           72.6         32.955         33.702          117.3           12.1            0.0           0.01          43481     2018-08-20       11:46:32          +8.65           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:40:20          -27.6           68.5           73.9            292         -50.98           49.1            297   T
         2516.0         144.32         -62.74          30.02           81.3            285          44275          44941          44201  071°13'52.0"W   50°32'43.1"S        -15.725         31.300         -62.74          -71.6          239.0           0.00            955          43508           31.9          -56.5         148.44          238.7         -65.02         149.38          250.0          -56.5         153.47          246.8          -6.24          -4.12            0.3         -11.82          -4.09            2.0          -20.4           78.7         35.028         35.778          116.7           11.8            0.0           0.01          44867     2018-08-20       11:48:08          +8.89           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:56          -23.1           75.5           78.9            287         -51.21           50.0            297   T
         2761.0         117.84         -58.66           8.71           82.7            272          48421          49087          48330  071°04'55.6"W   50°33'25.0"S        -16.423         37.003         -58.66          -76.6          191.4           0.00           1290          46266           11.7          -56.5         121.72          195.7         -61.01         130.34          214.0          -56.5         134.42          216.1          -2.16          -3.87           -4.3         -11.42          -4.08            1.7           -3.5           82.7         40.484         41.261          113.9           11.1            0.0           0.02          48996     2018-08-20       11:52:13         +17.92           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:46:01          -10.3           83.8           84.4            277         -51.50           52.5            294   T
         2844.0         107.93         -61.07           7.26           74.3            274          50233          50899          50134  071°02'01.8"W   50°33'31.3"S        -16.529         38.851         -61.06          -79.8          177.3           0.00           1331          49232           27.8          -56.5         111.61          179.5         -59.05         112.79          183.5          -56.5         116.55          187.4          -4.57          -3.68           -2.2         -11.35          -3.76            1.5           -4.6           74.2         42.221         43.023          113.0           11.1            0.0           0.02          50800     2018-08-20       11:53:36         +18.69           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:47:24           -4.6           80.2           80.3            273         -51.50           53.4            293   H
         2900.0         101.55         -62.49           9.94           70.4            284          51475          52141          51371  071°00'19.1"W   50°33'40.8"S        -16.686         39.943         -62.49          -78.9          167.9           0.00           1313          50753           41.5          -56.5         105.17          169.1         -61.55         104.70          172.4          -56.5         108.34          174.2          -5.99          -3.62           -1.2         -11.34          -3.64            1.4          -17.1           68.2         43.288         44.110          112.7           11.1            0.0           0.01          52037     2018-08-20       11:54:32         +16.41           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:20          -10.1           70.2           70.9            278         -51.50           53.7            292   T
         3066.0          86.82         -66.78          11.30           74.7            274          54627          55293          54508  070°54'56.6"W   50°34'23.8"S        -17.404         43.368         -66.78          -81.7          146.6           0.00            772          52939           17.4          -56.5          90.45          145.4         -64.82          93.94          157.1          -56.5          97.53          156.8         -10.28          -3.63            1.1         -11.57          -3.59            1.3           -5.6           74.5         46.730         47.587          111.9           10.9            0.0           0.01          55174     2018-08-20       11:57:18         +14.92           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:06          -15.6           74.3           75.9            282         -51.50           54.9            292   T
         3240.0          80.77         -62.86           9.46           76.7            282          56075          56741          55949  070°49'24.0"W   50°34'58.6"S        -17.983         46.901         -62.86          -79.5          133.8           0.00            778          55228           38.8          -56.5          84.40          135.7         -65.67          83.73          140.6          -56.5          87.37          140.5          -6.36          -3.63           -1.9         -11.56          -3.64            1.3          -16.1           75.0         50.231         51.072          111.0           10.4            0.0           0.01          56615     2018-08-20       12:00:12         +16.67           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:54:00          -12.0           73.1           74.1            279         -51.50           55.4            291   T
         3471.0          58.88         -74.98          12.21           85.4            277          62321          62987          62163  070°41'48.5"W   50°35'50.5"S        -18.848         51.738         -74.98          -88.2          103.5           0.00           1394          59056           10.0          -56.5          62.61          100.7         -68.13          69.13          117.5          -56.5          72.69          116.9         -18.48          -3.72            2.8         -12.76          -3.56            1.2          -10.7           84.7         55.064         56.011          110.0           10.6            0.0           0.00          62829     2018-08-20       12:04:03         +13.27           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:51          -13.5           75.4           76.6            280         -51.50           57.4            290   T
         3528.0          56.10         -74.59          11.16           93.5            273          63249          63915          63086  070°39'32.7"W   50°35'58.2"S        -18.977         53.180         -74.59          -88.4           98.4           0.00            537          62624           68.3          -56.5          59.89           96.3         -74.52          57.48          100.8          -56.5          61.23           98.5         -18.09          -3.79            2.1         -12.91          -3.76            1.2           -4.9           93.4         56.465         57.416          109.6           10.4            0.0           0.00          63752     2018-08-20       12:05:00         +13.86           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:58:48           -8.1           91.1           91.5            275         -51.50           57.8            289   T
