        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         964.40          +3.70          76.00           15.0            230
             10            0.5         964.29          +3.61          77.54           20.1            252
             20            1.2         964.13          +3.57          79.20           25.9            263
             30            2.4         963.68          +3.79          80.20           25.7            264
             40            3.4         963.30          +3.89          79.72           25.7            264
             50            4.2         962.95          +3.87          79.64           25.7            264
             60            4.9         962.60          +3.82          79.54           25.8            265
             70            5.5         962.28          +3.81          79.55           25.8            265
             80            6.1         961.96          +3.82          79.55           25.9            265
             90            6.6         961.64          +3.83          79.39           26.0            265
            100            7.2         961.32          +3.88          79.18           26.1            265
            110            7.8         961.00          +4.00          78.88           26.2            265
            120            8.4         960.68          +4.10          78.57           26.3            266
            130            8.9         960.37          +4.17          78.25           26.4            266
            140            9.5         960.05          +4.18          77.88           26.5            266
            150           10.1         959.74          +4.16          77.53           26.6            266
            160           10.6         959.42          +4.11          77.42           26.7            266
            170           11.2         959.10          +4.10          77.27           26.8            266
            180           11.8         958.77          +4.14          77.08           26.9            266
            190           12.4         958.45          +4.13          76.85           27.0            266
            200           13.0         958.13          +4.11          76.60           27.1            266
            210           13.6         957.80          +4.10          76.37           27.1            266
            220           14.2         957.47          +4.08          76.20           27.2            265
            230           14.8         957.14          +4.04          76.17           27.2            265
            240           15.4         956.82          +4.07          76.05           27.2            265
            250           16.0         956.49          +4.14          75.89           27.2            265
            260           16.6         956.17          +4.23          75.67           27.2            265
            270           17.2         955.84          +4.31          75.41           27.2            265
            280           17.8         955.51          +4.36          75.07           27.2            265
            290           18.4         955.17          +4.41          74.78           27.2            265
            300           19.0         954.83          +4.48          74.53           27.2            265
            310           19.7         954.51          +4.49          74.47           27.3            265
            320           20.3         954.17          +4.50          74.36           27.4            265
            330           20.9         953.84          +4.49          74.20           27.4            265
            340           21.6         953.49          +4.49          74.03           27.5            265
            350           22.2         953.15          +4.49          73.86           27.5            266
            360           22.9         952.81          +4.49          73.68           27.6            266
            370           23.5         952.47          +4.45          73.60           27.6            266
            380           24.1         952.14          +4.40          73.53           27.7            266
            390           24.7         951.80          +4.39          73.40           27.8            266
            400           25.4         951.47          +4.36          73.28           27.9            266
            410           26.0         951.14          +4.31          73.16           27.9            266
            420           26.6         950.81          +4.31          73.06           28.0            266
            430           27.2         950.47          +4.30          72.96           28.0            265
            440           27.8         950.14          +4.28          72.86           28.0            265
            450           28.4         949.81          +4.27          72.82           28.0            265
            460           29.0         949.48          +4.27          72.79           28.0            265
            470           29.6         949.14          +4.22          72.71           28.1            265
            480           30.3         948.81          +4.19          72.63           28.2            265
            490           30.9         948.48          +4.17          72.53           28.5            265
            500           31.5         948.14          +4.16          72.47           28.7            264
            510           32.1         947.81          +4.16          72.42           28.8            264
            520           32.8         947.47          +4.14          72.41           28.8            264
            530           33.4         947.14          +4.12          72.37           28.8            264
            540           34.0         946.80          +4.10          72.32           28.8            264
            550           34.7         946.47          +4.05          72.28           28.9            264
            560           35.3         946.14          +4.03          72.25           29.0            264
            570           36.0         945.80          +4.02          72.22           29.1            263
            580           36.6         945.45          +3.98          72.20           29.2            263
            590           37.3         945.11          +3.96          72.21           29.2            263
            600           37.9         944.76          +3.95          72.26           29.2            263
            610           38.6         944.41          +3.94          72.27           29.1            263
            620           39.3         944.06          +3.92          72.28           29.1            263
