        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         964.40          +3.70          76.00           15.0            230
            656           41.7         942.77          +3.79          72.32           29.2            264
           1313           84.9         919.04          +2.34          73.59           28.3            258
           2625          162.7         873.93          -0.11          61.20           35.8            263
           3938          243.8         831.15          -3.00          59.11           39.9            257
           5250          320.5         789.79          -5.78          53.52           47.1            264
           6562          393.4         750.39          -8.50          51.96           48.7            266
           7875          461.3         712.33         -11.67          56.71           40.6            265
           9842          572.7         658.06         -16.33          62.41           33.3            271
          13121          770.2         574.75         -24.16          74.28           34.1            298
          16399         1006.0         500.01         -31.36          64.44           34.6            317
          19675         1169.1         433.22         -39.76          66.36           25.0            343
          26225         1532.5         319.27         -54.79          24.30           38.6            327
          32771         2001.4         232.09         -59.34          21.72           42.7            307
          39313         2447.0         168.35         -60.21          19.53           68.8            283
          45851         2923.8         122.27         -57.95          15.77           82.8            277
          58914         3704.8          63.95         -65.17          10.83          101.8            279
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
