"TOA5","CR6PerlanScience","CR6","3222","CR6.Std.03.41","CPU:perlan.CR6","39859","Table2"
"TIMESTAMP","RECORD","BattV_Min","BattV_Avg","PTemp_C_Avg","Temp_C_Avg"
"TS","RN","Volts","Volts","Deg C","Deg C"
"","","Min","Avg","Avg","Avg"
"2018-09-02 19:28:00",453,12.7,12.74,-12.73,-5.121
"2018-09-02 19:29:00",454,12.7,12.74,-12.34,-4.893
"2018-09-02 19:30:00",455,12.72,12.75,-11.97,-4.713
"2018-09-02 19:31:00",456,12.65,12.74,-11.61,-4.53
"2018-09-02 19:32:00",457,12.72,12.74,-11.26,-4.346
"2018-09-02 19:33:00",458,12.68,12.74,-10.91,-4.168
"2018-09-02 19:34:00",459,12.69,12.74,-10.58,-3.991
"2018-09-02 19:35:00",460,12.65,12.74,-10.26,-3.806
"2018-09-02 19:36:00",461,12.69,12.74,-9.94,-3.616
"2018-09-02 19:37:00",462,12.71,12.77,-9.63,-3.423
"2018-09-02 19:38:00",463,12.68,12.77,-9.33,-3.239
"2018-09-02 19:39:00",464,12.76,12.79,-9.03,-3.059
"2018-09-02 19:40:00",465,12.69,12.78,-8.74,-2.879
"2018-09-02 19:41:00",466,12.72,12.79,-8.46,-2.696
"2018-09-02 19:42:00",467,12.73,12.79,-8.19,-2.514
"2018-09-02 19:43:00",468,12.75,12.79,-7.919,-2.332
"2018-09-02 19:44:00",469,12.76,12.79,-7.657,-2.14
"2018-09-02 19:45:00",470,12.76,12.8,-7.399,-1.963
"2018-09-02 19:46:00",471,12.73,12.79,-7.147,-1.784
"2018-09-02 19:47:00",472,12.73,12.79,-6.9,-1.602
"2018-09-02 19:48:00",473,12.76,12.79,-6.658,-1.436
"2018-09-02 19:49:00",474,12.76,12.79,-6.421,-1.267
"2018-09-02 19:50:00",475,12.73,12.79,-6.188,-1.122
"2018-09-02 19:51:00",476,12.73,12.8,-5.96,-0.971
"2018-09-02 19:52:00",477,12.73,12.79,-5.736,-0.836
"2018-09-02 19:53:00",478,12.76,12.8,-5.518,-0.713
"2018-09-02 19:54:00",479,12.76,12.8,-5.303,-0.579
"2018-09-02 19:55:00",480,12.73,12.79,-5.093,-0.451
"2018-09-02 19:56:00",481,12.73,12.8,-4.888,-0.32
"2018-09-02 19:57:00",482,12.75,12.79,-4.687,-0.198
"2018-09-02 19:58:00",483,12.76,12.8,-4.49,-0.076
"2018-09-02 19:59:00",484,12.74,12.8,-4.297,0.037
"2018-09-02 20:00:00",485,12.73,12.8,-4.101,0.152
