        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         989.10         +13.70           0.00            3.0             90
            656           42.3         964.66          -1.27          85.99            1.0            320
           1313           79.9         940.69          -2.88          90.13            1.6            174
           2626          170.7         894.19          -5.06          90.91            3.0            253
           3938          259.7         849.61          -7.22          90.24            1.4            279
           5250          345.5         807.04          -8.03          84.25           10.5            252
           6563          432.8         766.44          -9.59          78.07           12.7            248
           7875          518.0         727.70         -11.26          77.61           25.5            281
           9843          644.3         672.68         -14.07          62.79           36.7            274
          13121          850.4         588.57         -20.82          66.40           33.7            262
          16398         1056.7         513.26         -26.88          57.93           42.6            275
          19675         1268.0         446.26         -32.07          36.44           44.7            257
          26226         1732.6         333.06         -47.69          27.99           39.9            271
          32771         2203.5         243.46         -62.33          28.56           49.1            275
          39313         2703.0         177.03         -57.87           3.78           69.8            271
          45851         3162.5         129.26         -55.88           3.17           77.6            267
          58914         4035.6          68.60         -60.58           6.78           83.6            269
          71961         4828.2          36.01         -63.18          10.24          116.3            273
          84992         5562.4          18.69         -70.01          10.45          147.8            270
          98006         6275.7           9.59         -66.18          14.50          169.6            271
