        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         989.10         +13.70           0.00            3.0             90
             10            1.4         988.73          +1.09           7.75            2.3             25
             20            2.2         988.36          +0.59          12.00            2.2             27
             30            3.2         987.98          +0.24          16.25            2.2             30
             40            3.8         987.61          +0.14          19.05            2.1             33
             50            4.4         987.23          +0.07          21.74            2.1             35
             60            5.0         986.85          +0.01          24.37            2.1             37
             70            5.6         986.48          -0.01          27.00            2.0             39
             80            6.1         986.10          -0.02          29.56            1.9             40
             90            6.7         985.72          -0.01          31.92            1.9             41
            100            7.2         985.35          -0.02          34.26            1.8             41
            110            7.7         984.97          -0.05          36.54            1.7             41
            120            8.2         984.60          -0.09          38.86            1.7             40
            130            8.7         984.22          -0.14          41.22            1.5             38
            140            9.3         983.85          -0.18          43.68            1.4             35
            150            9.8         983.47          -0.20          46.22            1.4             32
            160           10.4         983.10          -0.23          48.91            1.3             28
            170           11.0         982.72          -0.25          51.67            1.2             23
            180           11.7         982.35          -0.26          54.64            1.2             17
            190           12.4         981.97          -0.28          57.78            1.3             12
            200           13.1         981.60          -0.29          61.01            1.4              8
            210           13.8         981.23          -0.28          64.12            1.5              7
            220           14.5         980.85          -0.32          67.24            1.6              7
            230           15.2         980.48          -0.36          70.31            1.7              9
            240           15.9         980.10          -0.38          73.29            1.7             12
            250           16.5         979.73          -0.40          75.89            1.7             14
            260           17.2         979.36          -0.42          78.14            1.7             15
            270           17.8         978.98          -0.42          79.74            1.6             17
            280           18.4         978.61          -0.41          80.57            1.5             18
            290           19.1         978.24          -0.40          80.91            1.5             20
            300           19.7         977.86          -0.39          80.09            1.4             20
            310           20.3         977.49          -0.39          79.60            1.3             18
            320           20.9         977.12          -0.41          79.44            1.2             15
            330           21.5         976.75          -0.44          79.41            1.2             10
            340           22.0         976.37          -0.48          79.44            1.2              6
            350           22.7         976.00          -0.49          79.66            1.3              3
            360           23.3         975.63          -0.51          79.92            1.3              2
            370           23.9         975.26          -0.55          80.24            1.4              2
            380           24.5         974.89          -0.58          80.70            1.4              3
            390           25.2         974.51          -0.61          81.23            1.5              4
            400           25.9         974.14          -0.59          81.90            1.5              6
            410           26.6         973.77          -0.61          82.32            1.5              9
            420           27.3         973.40          -0.63          82.62            1.4             12
            430           28.1         973.03          -0.65          82.82            1.4             14
            440           28.8         972.66          -0.67          82.99            1.3             13
            450           29.4         972.29          -0.71          83.14            1.2             10
            460           30.1         971.92          -0.76          83.27            1.1              7
            470           30.8         971.54          -0.78          83.42            1.2             10
            480           31.4         971.17          -0.80          83.57            1.2              7
            490           32.1         970.80          -0.81          83.73            1.2            360
            500           32.7         970.43          -0.83          83.90            1.2            355
            510           33.4         970.06          -0.87          84.03            1.2            349
            520           34.0         969.69          -0.92          84.14            1.3            342
            530           34.7         969.32          -0.94          84.20            1.3            339
            540           35.3         968.95          -0.97          84.23            1.4            337
            550           35.9         968.58          -1.02          84.23            1.5            338
            560           36.5         968.21          -1.03          84.36            1.6            339
            570           37.1         967.84          -1.05          84.53            1.6            341
            580           37.7         967.47          -1.07          84.77            1.6            342
            590           38.2         967.10          -1.09          85.00            1.5            342
            600           38.9         966.73          -1.10          85.21            1.5            341
            610           39.5         966.36          -1.12          85.45            1.4            339
            620           40.1         965.99          -1.14          85.69            1.3            336
