SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL       UTC_Date       UTC_Time          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          637.0         675.64         -13.86          62.41           36.2            274           9734          10400           9733  071°59'47.5"W   50°16'59.4"S          0.000          1.989         -13.67          -19.5          907.1           1.31            949           8499            3.9           -5.6         686.08          893.4         -12.26         709.83          946.9           -3.2         719.68          928.6          -8.26         -10.44           13.8         -14.29          -9.86           35.8           -2.4           36.2          1.989          2.554           90.0           38.8            1.2           2.10          10399     2018-08-04       17:17:23          +5.64           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:10:37           -4.7           29.7           30.0            279          -1.01           11.1            270   H
          765.0         622.69         -18.63          79.89           39.1            270          11750          12416          11749  071°57'43.0"W   50°17'05.2"S         -0.097          3.317         -18.46          -21.2          851.8           1.13           1053          10741            5.8           -9.6         633.95          838.0         -16.15         648.75          878.7           -7.6         659.60          865.3          -9.04         -11.26           13.8         -14.30         -10.86           32.0            0.2           39.1          3.318          3.841           91.7           30.2            1.1           1.41          12415     2018-08-04       17:19:31          +2.61           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:12:45           -2.7           37.3           37.4            274          -4.13           15.6            272   H
         1031.0         521.62         -26.51          57.39           42.3            278          16021          16687          16016  071°53'27.8"W   50°17'15.6"S         -0.269          6.039         -26.43          -32.4          736.6           0.40            921          13882            3.8          -18.0         534.12          729.4         -22.42         570.31          792.1          -13.8         582.31          782.3          -8.46         -12.50            7.1         -14.38         -11.99           26.0           -5.6           42.0          6.045          6.595           92.6           23.6            0.5           0.71          16682     2018-08-04       17:23:57          +5.92           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:17:11           -2.3           36.8           36.9            274         -11.84           21.3            273   T
         1101.0         499.33         -28.10          61.48           44.5            270          17054          17720          17048  071°52'10.1"W   50°17'19.4"S         -0.334          6.868         -28.03          -33.2          709.7           0.37            866          16532           16.5          -20.1         512.00          704.9         -27.12         510.37          722.5          -19.1         522.96          717.1          -8.01         -12.67            4.8         -14.37         -12.59           24.8           -0.3           44.5          6.877          7.427           92.8           22.2            0.5           0.61          17714     2018-08-04       17:25:07          +5.13           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:18:21           -3.3           42.7           42.8            274         -13.83           22.6            273   H
         1146.0         485.69         -28.97           0.10           46.2            266          17705          18371          17698  071°51'16.2"W   50°17'18.1"S         -0.311          7.443         -28.97          -69.4          693.0           0.00            878          17373           27.2          -21.4         498.45          689.7         -28.54         492.47          701.3          -20.7         505.18          697.3          -7.59         -12.75            3.3         -14.35         -12.71           24.0            3.3           46.1          7.449          7.999           92.4           21.4            0.0           0.56          18364     2018-08-04       17:25:52         +40.45           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:19:06            1.8           46.0           46.0            268         -15.09           23.4            273   H
         1186.0         471.83         -29.06           0.10           45.6            263          18385          19051          18377  071°50'27.6"W   50°17'15.5"S         -0.268          7.961         -29.06          -69.5          673.4           0.00           1047          18038           27.1          -22.7         484.61          674.2         -29.06         478.72          683.3          -22.1         491.49          681.9          -6.33         -12.78           -0.8         -14.29         -12.77           23.2            5.2           45.3          7.966          8.521           91.9           20.8            0.0           0.56          19043     2018-08-04       17:26:32         +40.42           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:19:46            3.9           46.7           46.8            265         -16.40           24.3            272   T
         1241.0         454.56         -31.10           5.42           43.0            258          19257          19923          19247  071°49'27.3"W   50°17'08.9"S         -0.159          8.605         -31.10          -58.0          654.3           0.02           1110          18812           22.1          -24.5         467.33          654.6         -30.07         463.13          663.8          -23.6         475.91          664.4          -6.65         -12.77           -0.4         -14.23         -12.77           22.1            8.8           42.1          8.607          9.172           91.1           20.2            0.0           0.46          19913     2018-08-04       17:27:27         +26.92           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:20:41            7.2           42.1           42.7            260         -18.08           25.1            271   H
         1269.0         446.00         -32.15          36.71           44.7            258          19699          20365          19689  071°48'56.1"W   50°17'04.3"S         -0.081          8.939         -32.11          -42.1          644.6           0.15            965          19468           44.6          -25.3         458.75          644.9         -31.43         450.26          648.9          -24.9         463.03          649.8          -6.82         -12.76           -0.3         -14.21         -12.76           21.6            9.7           43.7          8.939          9.509           90.5           19.9            0.2           0.42          20355     2018-08-04       17:27:55          +9.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:21:09           10.0           42.9           44.1            257         -18.92           25.5            271   H
         1362.0         420.33         -36.09          18.33           47.4            258          21062          21728          21050  071°47'06.5"W   50°16'49.2"S          0.169         10.108         -36.08          -51.9          617.7           0.05            797          20369           15.5          -28.0         433.12          615.6         -34.14         433.02          631.1          -26.7         445.79          630.1          -8.07         -12.79            2.1         -14.27         -12.76           20.3           10.2           46.3         10.110         10.687           89.0           18.9            0.1           0.28          21716     2018-08-04       17:29:28         +15.79           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:22:42            9.7           45.3           46.3            258         -20.90           26.8            269   H
         1378.0         416.56         -36.67          37.56           46.8            257          21267          21933          21255  071°46'47.1"W   50°16'46.5"S          0.214         10.316         -36.65          -46.0          613.6           0.10            793          21152          103.7          -28.4         429.36          611.2         -36.31         418.44          615.5          -28.2         431.24          613.4          -8.25         -12.81            2.4         -14.28         -12.80           20.1           10.3           45.7         10.318         10.895           88.8           18.7            0.1           0.27          21921     2018-08-04       17:29:44          +9.36           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:22:58           10.1           46.7           47.8            258         -21.19           27.0            269   T
         1389.0         413.81         -36.86          48.32           46.2            257          21417          22083          21405  071°46'34.1"W   50°16'44.5"S          0.249         10.454         -36.83          -43.9          610.0           0.13            813          21330          142.7          -28.7         426.63          608.1         -36.78         415.18          611.9          -28.6         428.00          609.7          -8.13         -12.82            2.0         -14.29         -12.81           20.0           10.3           45.1         10.457         11.035           88.6           18.6            0.2           0.26          22071     2018-08-04       17:29:55          +7.02           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:23:09           11.3           45.4           46.8            256         -21.41           27.1            269   H
         1443.0         399.16         -37.47          21.82           42.1            264          22236          22902          22222  071°45'32.7"W   50°16'37.3"S          0.368         11.110         -37.46          -51.6          590.0           0.05            961          21814           27.2          -30.3         411.98          591.1         -37.10         406.43          599.8          -29.5         419.25          599.6          -7.13         -12.82           -1.1         -14.31         -12.83           19.2            4.6           41.8         11.116         11.703           88.1           18.2            0.1           0.25          22888     2018-08-04       17:30:49         +14.10           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:24:03            7.9           43.7           44.4            260         -22.59           27.7            268   T
         1444.0         398.90         -37.51          21.59           41.9            264          22251          22917          22237  071°45'31.8"W   50°16'37.3"S          0.368         11.119         -37.50          -51.7          589.7           0.05            939          22230         1543.0          -30.4         411.72          590.8         -37.49         399.03          589.9          -30.4         411.85          591.0          -7.14         -12.82           -1.1         -14.31         -12.82           19.2            4.5           41.7         11.125         11.712           88.1           18.2            0.1           0.25          22903     2018-08-04       17:30:50         +14.19           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:24:04            0.8           32.0           32.0            269         -22.62           27.7            268   H
         1631.0         357.79         -44.36          45.46           41.8            271          24680          25346          24662  071°42'12.7"W   50°16'35.4"S          0.400         13.244         -44.34          -51.4          544.8           0.05            781          23449           10.2          -35.2         370.66          542.6         -40.93         377.94          567.0          -32.8         390.76          566.3          -9.18         -12.87            2.1         -14.69         -12.82           17.4           -0.5           41.8         13.250         13.858           88.3           17.0            0.1           0.12          25328     2018-08-04       17:33:57          +7.07           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:27:11            0.6           40.9           40.9            269         -26.13           29.0            268   H
         1656.0         351.90         -45.41          43.32           44.5            269          25045          25711          25026  071°41'45.4"W   50°16'35.9"S          0.392         13.535         -45.40          -52.8          538.3           0.05           1020          24844           68.7          -35.9         364.79          535.7         -44.94         354.83          541.6          -35.5         367.72          539.1          -9.51         -12.90            2.6         -14.75         -12.88           17.2            0.4           44.5         13.540         14.154           88.3           16.9            0.1           0.11          25692     2018-08-04       17:34:22          +7.42           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:27:36           -1.1           41.9           41.9            272         -26.66           29.2            268   T
         1748.0         329.23         -48.12          28.17           39.0            269          26497          27163          26475  071°39'59.8"W   50°16'35.1"S          0.405         14.662         -48.11          -58.9          509.7           0.02            811          25751           18.3          -38.8         342.18          508.6         -46.41         340.42          523.0          -37.3         353.34          522.0          -9.35         -12.95            1.1         -15.00         -12.92           16.3            0.4           39.0         14.667         15.302           88.4           16.6            0.0           0.08          27141     2018-08-04       17:35:54         +10.76           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:29:08            0.5           44.1           44.1            269         -28.88           30.0            269   H
         1835.0         312.66         -51.23          53.10           36.2            264          27608          28274          27584  071°38'34.6"W   50°16'32.5"S          0.449         15.571         -51.22          -56.6          490.8           0.03            780          27030           24.9          -41.0         325.66          488.6         -49.66         320.87          500.2          -39.9         333.84          498.6         -10.26         -13.01            2.2         -15.21         -12.97           15.7            3.5           36.0         15.577         16.227           88.3           16.3            0.1           0.06          28250     2018-08-04       17:37:21          +5.36           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:30:35            1.8           37.6           37.7            267         -31.02           30.3            268   H
         1952.0         290.31         -54.21          23.06           37.9            264          29180          29846          29152  071°36'45.0"W   50°16'27.7"S          0.528         16.740         -54.20          -65.9          461.9           0.01            837          28368           18.6          -44.1         303.40          461.4         -52.89         301.32          476.6          -42.5         314.37          474.9         -10.13         -13.09            0.5         -15.47         -13.05           15.0            3.9           37.7         16.748         17.423           88.2           16.0            0.0           0.04          29818     2018-08-04       17:39:18         +11.66           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:32:32            2.4           36.0           36.0            266         -34.05           30.6            268   H
         2153.0         251.81         -62.25          27.20           42.7            276          32124          32790          32089  071°33'23.4"W   50°16'33.5"S          0.432         18.890         -62.25          -71.9          416.0           0.00            793          30621           10.9          -49.9         265.03          413.6         -58.21         270.56          438.5          -47.0         283.69          437.0         -12.36         -13.22            2.4         -16.12         -13.13           13.7           -4.3           42.5         18.895         19.621           88.7           15.6            0.0           0.01          32755     2018-08-04       17:42:39          +9.63           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:35:53           -1.7           38.5           38.6            273         -39.73           31.3            269   T
         2225.0         239.55         -62.81          31.42           54.5            275          33136          33802          33098  071°31'56.6"W   50°16'38.5"S          0.348         19.817         -62.80          -71.4          396.7           0.00            821          32594           32.8          -51.9         252.79          398.0         -62.49         245.60          406.2          -50.9         258.85          405.7         -10.92         -13.24           -1.3         -16.27         -13.25           13.3           -4.4           54.3         19.820         20.557           89.0           15.4            0.0           0.01          33764     2018-08-04       17:43:51          +8.56           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:37:05           -4.2           46.3           46.5            275         -41.52           31.8            269   H
         2258.0         234.45         -63.72          18.22           58.4            274          33572          34238          33532  071°31'06.6"W   50°16'40.8"S          0.310         20.350         -63.72          -75.9          390.0           0.00            685          33315           77.3          -52.8         247.67          391.5         -63.26         236.98          393.3          -52.3         250.22          394.7         -10.97         -13.22           -1.5         -16.34         -13.23           13.1           -3.6           58.3         20.352         21.089           89.1           15.2            0.0           0.01          34198     2018-08-04       17:44:24         +12.22           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:37:38           -4.1           58.1           58.3            274         -42.14           32.1            269   T
         2322.0         226.15         -60.54          10.05           63.8            268          34303          34969          34261  071°29'26.4"W   50°16'42.1"S          0.288         21.419         -60.54          -77.2          370.6           0.00            713          33897           47.0          -54.2         239.26          380.7         -62.29         230.25          380.4          -53.5         243.43          386.1          -6.35         -13.11          -10.1         -16.37         -13.18           12.7            1.9           63.8         21.421         22.153           89.2           14.8            0.0           0.02          34927     2018-08-04       17:45:28         +16.65           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:38:42           -1.3           60.2           60.2            271         -43.17           32.7            269   T
         2410.0         213.66         -58.39           3.17           61.8            267          35471          36137          35426  071°27'01.7"W   50°16'36.2"S          0.386         22.964         -58.39          -82.9          346.6           0.00            852          34844           30.4          -56.5         226.31          363.9         -59.40         219.80          358.2          -55.3         232.70          372.2          -1.89         -12.65          -17.3         -16.27         -12.90           11.9            3.3           61.7         22.967         23.697           89.0           14.3            0.0           0.02          36092     2018-08-04       17:46:56         +24.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:40:10            4.0           63.2           63.3            266         -44.83           33.7            269   H
         2420.0         212.18         -58.09           4.08           61.6            267          35615          36281          35570  071°26'46.0"W   50°16'35.7"S          0.394         23.131         -58.09          -81.1          343.7           0.00            888          35498          248.3          -56.5         224.75          361.4         -58.25         212.91          345.2          -56.5         225.53          362.7          -1.59         -12.58          -17.7         -16.26         -12.61           11.7            2.9           61.6         23.134         23.865           89.0           14.2            0.0           0.02          36236     2018-08-04       17:47:06         +22.97           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:40:20            2.9           60.1           60.2            267         -45.04           33.8            269   T
         2697.0         177.78         -58.12           3.48           69.4            271          39282          39948          39226  071°18'52.8"W   50°16'34.7"S          0.411         28.180         -58.12          -82.1          288.0           0.00            846          37398           10.7          -56.5         188.54          303.2         -57.71         194.20          314.0          -56.5         205.85          331.0          -1.62         -10.76          -15.1         -15.48         -11.65            9.1           -1.4           69.4         28.183         28.915           89.2           12.9            0.0           0.02          39892     2018-08-04       17:51:43         +23.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:44:57            0.2           65.6           65.6            270         -50.25           36.8            269   T
         2888.0         156.24         -56.25           3.53           77.1            269          41970          42636          41904  071°12'43.9"W   50°16'35.9"S          0.392         32.116         -56.25          -80.6          251.0           0.00            793          40565           15.6          -56.5         165.76          266.6         -57.15         166.65          268.8          -56.5         176.78          284.3          +0.25          -9.52          -15.6         -14.84         -10.13            7.5            1.3           77.1         32.118         32.852           89.3           12.1            0.0           0.03          42570     2018-08-04       17:54:54         +24.31           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:08           -0.4           74.2           74.2            270         -50.82           39.2            269   T
         3050.0         139.79         -56.95           3.78           77.5            271          44293          44959          44218  071°07'15.2"W   50°16'31.7"S          0.461         35.623         -56.95          -80.7          225.3           0.00            864          43061           19.1          -56.5         148.31          238.5         -56.53         147.78          237.7          -56.5         156.80          252.1          -0.45          -8.52          -13.2         -14.36          -9.01            6.3           -1.5           77.5         35.626         36.365           89.3           11.6            0.0           0.03          44884     2018-08-04       17:57:36         +23.71           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:50:50            1.5           78.0           78.0            269         -51.22           41.2            269   T
         3129.0         132.43         -55.51           3.73           76.1            266          45424          46090          45345  071°04'37.7"W   50°16'30.4"S          0.483         37.304         -55.51          -79.6          212.0           0.00            864          44782           40.2          -56.5         140.50          225.9         -56.15         136.06          218.4          -56.5         144.35          232.1          +0.99          -8.06          -13.9         -14.10          -8.30            5.8            4.7           75.9         37.307         38.048           89.3           11.3            0.0           0.03          46011     2018-08-04       17:58:55         +24.12           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:52:09            1.0           76.6           76.6            269         -51.41           42.1            269   T
