        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.00          -5.70           0.00            2.0            140
            656           36.0         955.57          -0.27          74.12            1.2              2
           1313           76.1         932.08          +1.07          58.96            3.4              5
           2626          155.5         886.68          -0.24          57.26            4.1              5
           3938          235.3         843.30          -1.75          52.52           13.6            301
           5250          313.8         801.70          -5.18          59.85           14.7            289
           6563          388.8         761.62          -8.45          66.33           20.5            272
           7875          461.9         723.11         -11.67          79.81           31.6            270
           9843          587.5         668.38         -14.43          44.76           25.1            262
          13121          785.0         584.66         -22.22          26.81           20.1            288
          16398          956.8         509.26         -30.11          50.18           21.5            304
          19675         1141.8         441.73         -37.02          30.67           40.5            306
          26226         1540.3         327.37         -53.57          55.35           72.7            307
          32771         1959.7         237.62         -63.63          21.96           68.3            304
          39313         2424.0         172.39         -60.15           7.71           72.5            298
          45851         2837.7         125.72         -57.82           4.69           60.7            290
          58914         3531.8          66.61         -61.79           2.83           82.0            286
          71961         4236.7          35.17         -60.04           1.19          113.7            282
          84992         4927.7          18.42         -64.33           1.91          137.4            274
          98006         5560.9           9.63         -61.06           1.28          140.5            281
