        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.00          -5.70           0.00            2.0            140
             10            0.3         979.62          -5.74           7.32            1.0            115
             20            0.5         979.24          -5.77          14.65            0.9             43
             30            0.8         978.86          -5.81          21.97            1.8              9
             40            1.1         978.47          -5.80          29.57            2.5            360
             50            1.5         978.09          -5.69          37.95            2.6            357
             60            2.0         977.71          -5.58          46.32            2.6            354
             70            2.5         977.33          -5.37          48.33            2.6            352
             80            3.0         976.95          -5.15          50.04            2.5            351
             90            3.5         976.57          -4.91          51.78            2.5            352
            100            4.0         976.19          -4.67          53.52            2.5            353
            110            4.6         975.82          -4.48          55.45            2.4            356
            120            5.1         975.44          -4.32          57.45            2.3            359
            130            5.7         975.06          -4.25          59.77            2.3              2
            140            6.3         974.68          -4.19          62.24            2.4              4
            150            6.8         974.31          -4.15          64.88            2.4              5
            160            7.4         973.93          -4.13          67.49            2.4              6
            170            8.0         973.55          -4.11          70.10            2.4              7
            180            8.6         973.18          -4.02          72.54            2.4              6
            190            9.1         972.80          -3.89          74.92            2.4              6
            200            9.7         972.43          -3.62          77.06            2.3              3
            210           10.3         972.05          -3.40          79.18            2.3              0
            220           10.8         971.68          -3.25          81.27            2.3            358
            230           11.4         971.30          -3.13          83.51            2.4            356
            240           11.9         970.93          -3.02          85.81            2.5            355
            250           12.5         970.55          -2.98          88.42            2.5            354
            260           13.0         970.18          -2.94          91.09            2.6            353
            270           13.6         969.81          -2.91          93.65            2.6            354
            280           14.2         969.43          -2.89          95.97            2.6            355
            290           14.8         969.06          -2.89          97.86            2.6            357
            300           15.4         968.69          -2.89          99.09            2.5            359
            310           16.0         968.32          -2.89          99.98            2.4              1
            320           16.6         967.94          -2.88         100.00            2.2              2
            330           17.2         967.57          -2.84         100.00            2.1              2
            340           17.8         967.20          -2.70         100.00            2.0              2
            350           18.4         966.83          -2.48          99.47            1.8              2
            360           18.9         966.46          -2.19          98.57            1.7              1
            370           19.5         966.09          -1.96          96.81            1.6            359
            380           20.1         965.72          -1.75          94.77            1.6            357
            390           20.7         965.35          -1.63          91.93            1.5            354
            400           21.3         964.98          -1.55          88.70            1.5            352
            410           21.9         964.61          -1.51          85.06            1.5            350
            420           22.5         964.24          -1.48          84.19            1.6            350
            430           23.1         963.87          -1.45          84.06            1.6            351
            440           23.6         963.50          -1.46          84.09            1.6            353
            450           24.2         963.13          -1.47          84.05            1.6            356
            460           24.8         962.76          -1.47          83.92            1.6            359
            470           25.4         962.39          -1.45          83.25            1.6              2
            480           25.9         962.03          -1.43          82.29            1.5              4
            490           26.5         961.66          -1.42          82.03            1.4              5
            500           27.0         961.29          -1.42          81.91            1.4              6
            510           27.6         960.92          -1.43          82.05            1.3              4
            520           28.2         960.55          -1.45          82.41            1.3              2
            530           28.7         960.19          -1.47          83.30            1.3              0
            540           29.3         959.82          -1.48          83.43            1.3            358
            550           29.9         959.45          -1.47          82.91            1.3            356
            560           30.4         959.08          -1.47          81.93            1.4            352
            570           31.0         958.72          -1.48          80.87            1.6            349
            580           31.6         958.35          -1.49          81.41            1.7            347
            590           32.2         957.98          -1.49          81.67            1.8            346
            600           32.8         957.62          -1.46          81.30            1.8            345
            610           33.3         957.25          -1.32          80.47            1.7            346
            620           33.9         956.89          -1.08          79.32            1.6            347
