        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.50          +7.90          54.00           15.0            320
             15            1.3         980.12          +7.78          48.18           36.2            270
             30            2.2         979.77          +7.94          46.54           36.4            270
             45            3.0         979.40          +7.99          48.20           36.7            270
             60            3.8         979.01          +8.01          48.64           36.9            270
             75            4.5         978.60          +8.00          49.10           37.1            270
             90            5.3         978.17          +7.97          49.54           37.2            270
            105            6.0         977.74          +7.93          49.94           37.3            270
            120            6.7         977.31          +7.92          50.25           37.5            270
            135            7.5         976.85          +7.91          50.51           37.7            270
            150            8.3         976.36          +7.91          50.71           37.9            270
            165            9.2         975.86          +7.92          50.82           38.1            270
            180           10.1         975.36          +7.92          50.89           38.2            270
            195           10.9         974.85          +7.90          50.93           38.3            270
            210           11.7         974.35          +7.91          50.99           38.5            270
            225           12.5         973.85          +7.90          51.03           38.7            270
            240           13.3         973.35          +7.85          51.04           38.8            270
            255           14.1         972.86          +7.77          51.04           38.9            270
            270           14.9         972.36          +7.86          50.95           39.0            270
            285           15.7         971.85          +7.92          50.76           39.2            270
            300           16.5         971.34          +7.94          50.48           39.3            270
            315           17.3         970.83          +7.94          50.28           39.4            270
            330           18.1         970.31          +7.95          50.28           39.6            270
            345           18.9         969.79          +7.93          50.21           39.7            270
            360           19.7         969.30          +7.85          50.11           39.7            270
            375           20.5         968.80          +7.81          49.92           39.7            270
            390           21.3         968.30          +7.86          49.62           39.7            270
            405           22.1         967.80          +7.98          49.21           39.7            270
            420           22.9         967.29          +7.99          48.69           39.8            270
            435           23.7         966.78          +8.00          48.37           39.9            270
            450           24.5         966.27          +7.95          48.24           40.0            270
            465           25.3         965.75          +7.86          48.19           40.1            270
            480           26.1         965.23          +7.78          48.12           40.3            270
            495           26.9         964.71          +7.77          48.03           40.3            270
            510           27.7         964.18          +7.76          47.88           40.3            270
            525           28.5         963.66          +7.75          47.66           40.4            270
            540           29.3         963.13          +7.72          47.43           40.4            270
            555           30.1         962.61          +7.65          47.24           40.6            270
            570           30.9         962.08          +7.67          47.24           40.8            270
            585           31.7         961.55          +7.64          47.21           40.9            270
            600           32.5         961.03          +7.62          47.16           41.1            271
            615           33.3         960.50          +7.61          47.09           41.3            271
            630           34.1         959.97          +7.61          46.97           41.7            271
            645           35.0         959.44          +7.64          46.75           42.1            271
            660           35.8         958.91          +7.65          46.56           42.4            271
            675           36.6         958.38          +7.64          46.46           42.6            271
            690           37.4         957.85          +7.59          46.40           42.8            271
            705           38.2         957.32          +7.51          46.37           42.9            271
            720           39.0         956.79          +7.50          46.35           43.0            271
            735           39.7         956.27          +7.50          46.31           43.2            271
            750           40.5         955.74          +7.44          46.31           43.4            271
            765           41.3         955.21          +7.37          46.33           43.6            270
            780           42.1         954.68          +7.35          46.33           43.7            270
            795           42.9         954.16          +7.26          46.30           43.8            270
            810           43.6         953.63          +7.29          46.25           43.7            270
            825           44.4         953.10          +7.34          46.17           43.7            270
            840           45.2         952.57          +7.36          46.08           43.6            270
            855           46.0         952.04          +7.33          45.99           43.7            271
            870           46.8         951.51          +7.29          45.91           43.6            271
            885           47.6         950.98          +7.25          45.86           43.7            271
            900           48.3         950.44          +7.23          45.85           43.8            271
            915           49.1         949.91          +7.21          45.87           43.8            271
            930           49.9         949.38          +7.13          45.91           43.9            271
