        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.50          +7.90          54.00           15.0            320
            656           35.6         959.04          +7.65          46.61           42.3            271
           1313           69.4         935.85          +6.37          45.58           44.5            273
           2625          134.2         890.50          +3.98          44.41           49.8            278
           3938          214.8         846.42          +0.42          52.55           52.1            276
           5250          315.7         804.35          -3.04          62.00           53.2            279
           6562          403.7         764.66          -5.98          66.53           60.0            277
           7875          487.5         726.36          -6.95          58.20           59.4            266
           9842          602.2         672.57          -9.97          45.95           54.7            259
          13121          771.0         589.72         -14.25           4.98           38.4            252
          16399          947.7         515.69         -22.98           7.03           40.6            241
          19675         1132.2         448.72         -31.82           8.54           38.4            251
          26225         1469.2         334.54         -49.01           4.81           56.1            257
          32771         1782.6         243.61         -63.76          19.16           69.2            260
          39313         2269.0         176.19         -62.53           5.01           73.6            270
          45851         2705.7         127.33         -62.94           2.93           85.3            266
          58914         3547.5          67.26         -61.33           1.75           74.5            263
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
