        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         987.90          -0.40          67.00           15.0            320
            656           41.4         966.52          +3.52          57.47            8.8            343
           1313           79.7         941.67          +3.46          46.00           10.8            336
           2625          170.0         895.24          +0.78          47.17           12.4            271
           3938          256.2         851.64          -0.94          35.48           22.7            280
           5250          347.4         809.70          -3.60          34.39           23.1            283
           6562          435.0         769.48          -5.95          31.50           33.5            274
           7875          525.9         730.86          -6.91          30.77           39.6            263
           9842          657.2         676.66         -10.12          18.23           41.9            255
          13121          885.2         593.61         -14.42           0.10           35.6            258
          16399         1125.4         519.16         -21.94           0.98           35.6            265
          19675         1360.0         452.12         -29.17          47.12           53.5            271
          26225         1908.2         338.20         -45.34          57.89           68.7            268
          32771         2371.0         247.75         -61.98          46.91          100.4            256
          39313         2878.0         177.75         -66.83          13.67           82.6            258
          45851         3352.2         127.38         -68.82           2.94           92.8            264
          58914         4228.0          65.11         -69.29           5.10          107.8            266
          71961         5009.5          32.70         -76.50           3.96          118.9            263
          84992         5755.0          15.89         -70.99           3.46          175.0            265
          98006         6408.8           7.78         -54.93           1.59          165.7            268
