        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         987.90          -0.40          67.00           15.0            320
             15            1.7         987.95          +0.25          63.65            3.6             51
             30            2.7         987.80          +0.30          63.73            3.8             46
             45            3.7         987.55          +0.36          63.99            3.9             41
             60            4.7         987.21          +0.58          64.05            3.9             37
             75            5.6         986.84          +1.25          64.14            3.9             33
             90            6.4         986.45          +2.06          64.30            3.8             31
            105            7.3         986.02          +2.68          64.57            3.7             29
            120            8.2         985.58          +2.93          64.90            3.5             27
            135            9.1         985.14          +2.97          65.23            3.4             25
            150           10.0         984.67          +3.01          65.15            3.4             22
            165           10.9         984.19          +2.97          64.88            3.5             17
            180           11.8         983.69          +2.96          64.44            3.7             12
            195           12.8         983.17          +2.87          63.92            3.8              7
            210           13.8         982.65          +2.88          63.46            3.8              4
            225           14.7         982.13          +2.88          63.07            3.8              1
            240           15.6         981.62          +2.83          62.90            4.0            359
            255           16.5         981.09          +2.79          62.71            4.2            359
            270           17.5         980.56          +2.83          62.48            4.5            359
            285           18.4         980.02          +2.88          62.35            4.6            359
            300           19.4         979.50          +2.86          62.28            4.7              1
            315           20.3         979.01          +2.81          62.18            4.8              2
            330           21.3         978.50          +2.78          61.93            4.9              3
            345           22.3         977.98          +2.74          61.64            5.0              3
            360           23.2         977.46          +2.73          61.33            5.1              3
            375           24.1         976.94          +2.75          61.05            5.3              3
            390           25.1         976.40          +2.75          61.02            5.4              1
            405           26.0         975.86          +2.73          60.99            5.5            359
            420           26.9         975.32          +2.75          61.02            5.6            357
            435           27.9         974.77          +2.76          61.04            5.8            356
            450           28.8         974.22          +2.73          61.04            6.0            355
            465           29.7         973.66          +2.70          60.97            6.2            355
            480           30.6         973.11          +2.64          60.85            6.5            355
            495           31.6         972.55          +2.63          60.78            6.7            354
            510           32.5         971.98          +2.65          60.75            7.0            354
            525           33.5         971.42          +2.69          60.76            7.3            354
            540           34.4         970.87          +2.76          60.76            7.5            352
            555           35.3         970.31          +2.83          60.69            7.8            350
            570           36.2         969.76          +2.82          60.62            8.0            347
            585           37.1         969.20          +2.64          60.51            8.2            345
            600           38.0         968.64          +2.73          60.48            8.3            344
            615           38.9         968.07          +2.77          60.08            8.5            344
            630           39.8         967.50          +3.13          59.36            8.6            344
            645           40.7         966.94          +3.40          58.37            8.7            344
            660           41.6         966.37          +3.54          57.13            8.9            343
            675           42.5         965.81          +3.56          56.47            9.0            342
            690           43.4         965.24          +3.49          56.29            9.2            340
            705           44.2         964.67          +3.42          55.99            9.4            339
            720           45.1         964.10          +3.41          55.69            9.8            338
            735           46.0         963.54          +3.43          55.37           10.1            339
            750           46.9         962.97          +3.33          54.98           10.4            339
            765           47.8         962.40          +3.47          54.72           10.5            340
            780           48.6         961.83          +3.56          54.38           10.6            340
            795           49.5         961.26          +3.52          53.99           10.6            339
            810           50.4         960.70          +3.42          53.67           10.8            339
            825           51.2         960.13          +3.36          53.49           10.9            338
            840           52.1         959.56          +3.37          53.38           11.0            338
            855           52.9         959.00          +3.52          53.04           11.0            338
            870           53.8         958.44          +3.49          52.61           11.0            339
            885           54.6         957.88          +3.50          52.14           11.0            339
            900           55.5         957.31          +3.53          51.62           10.9            340
            915           56.3         956.75          +3.62          51.13           10.9            340
            930           57.1         956.18          +3.71          50.81           10.8            340
