2017-08-04,08:03:52,Created. (UTC = 2017-08-04,15:03:52)
2017-08-04,08:03:53,Open Select/Confirm Radiosonde
2017-08-04,08:04:21,Sonde selected IMET-1-ABx
2017-08-04,08:04:21,Close Select/Confirm Radiosonde
2017-08-04,08:05:05,Open Balloon Train
2017-08-04,08:05:21,Close Balloon Train
2017-08-04,08:05:23,Open Balloon Train
2017-08-04,08:05:26,Close Balloon Train
2017-08-04,08:05:34,Open Station Details
2017-08-04,08:05:37,Close Station Details
2017-08-04,08:05:39,Open Message Setup
2017-08-04,08:05:58,Close Message Setup
2017-08-04,08:06:09,Open Current Weather
2017-08-04,08:14:21,Real PC/UTC Offset confirmed as -2.99 hours (02:59:40.407)
2017-08-04,08:25:40,Use radiosonde for current weather
2017-08-04,08:25:42,Close Current Weather
2017-08-04,08:25:44,Attempt Ready To Launch
2017-08-04,08:25:44,Passed Ready To Launch
2017-08-04,08:30:56,Launch detected (150.5m/s)
2017-08-04,08:31:17,Graph : PTU
2017-08-04,08:32:20,Graph : PTU
2017-08-04,08:32:20,Graph : PTU
2017-08-04,08:32:24,Graph : Winds
2017-08-04,08:40:39,Graph : Winds
2017-08-04,08:48:41,Graph : SkewT-LogP
2017-08-04,08:48:49,Graph : PTU
2017-08-04,08:48:55,Graph : Winds
2017-08-04,09:00:18,Graph : Winds
2017-08-04,09:07:20,Graph : SkewT-LogP
2017-08-04,09:07:29,Graph : Winds
2017-08-04,09:14:31,Graph : SkewT-LogP
2017-08-04,09:19:52,Graph : SkewT-LogP
2017-08-04,09:21:18,Graph : Winds
2017-08-04,09:23:22,Graph : SkewT-LogP
2017-08-04,09:23:26,Graph : Winds
2017-08-04,09:25:45,Graph : Winds
2017-08-04,09:26:14,Graph : SkewT-LogP
2017-08-04,09:26:38,Graph : Winds
2017-08-04,09:34:31,Graph : SkewT-LogP
2017-08-04,09:39:03,Graph : SkewT-LogP
2017-08-04,09:39:13,Graph : Density
2017-08-04,09:39:25,Graph : Winds
2017-08-04,09:41:03,Graph : Winds
2017-08-04,09:44:18,Graph : Winds
2017-08-04,10:00:25,Graph : Winds
2017-08-04,10:15:16,Graph : SkewT-LogP
2017-08-04,10:15:23,Graph : Winds
2017-08-04,10:15:30,Graph : PTU
2017-08-04,10:15:35,Graph : Winds
2017-08-04,10:17:26,Graph : Winds
2017-08-04,10:18:09,Graph : Winds
2017-08-04,10:23:55,Graph : Winds
2017-08-04,10:23:59,Graph : PTU
2017-08-04,10:26:53,Graph : Winds
2017-08-04,10:26:59,Graph : Density
2017-08-04,10:27:03,Graph : Flight Path
2017-08-04,10:27:09,Graph : SkewT-LogP
2017-08-11,15:40:24,Reloaded. (UTC = 2017-08-11,22:40:24)
2017-08-11,15:40:27,Graph : PTU
2017-08-11,15:40:41,Graph : Winds
2017-08-11,15:40:42,Graph : Density
2017-08-11,15:40:43,Graph : SkewT-LogP
