2018-08-19,07:08:45.418,Created. (UTC = 2018-08-19,10:08:45)
2018-08-19,07:08:50.125,Open Select/Confirm Radiosonde
2018-08-19,07:09:00.942,Sonde selected IMET-4-AB
2018-08-19,07:09:00.952,Close Select/Confirm Radiosonde
2018-08-19,07:09:02.164,Open Balloon Train
2018-08-19,07:09:13.031,Close Balloon Train
2018-08-19,07:09:20.831,Open Station Details
2018-08-19,07:09:22.294,Close Station Details
2018-08-19,07:09:24.816,Open Message Setup
2018-08-19,07:09:30.687,Close Message Setup
2018-08-19,07:11:52.494,Real PC/UTC Offset confirmed as -3.00 hours (03:00:14.516)
2018-08-19,07:17:59.758,Open Current Weather
2018-08-19,07:18:01.580,Use radiosonde for current weather
2018-08-19,07:18:11.431,Close Current Weather
2018-08-19,07:18:12.924,Attempt Ready To Launch
2018-08-19,07:18:13.183,Passed Ready To Launch
2018-08-19,07:20:28.530,Launch detected (165.4m/s)
2018-08-19,07:20:48.549,Launch site Lat:-50.283356 Long:-72.047379
2018-08-19,07:20:52.338,Graph : PTU
2018-08-19,07:38:35.601,Graph : Winds
2018-08-19,07:57:47.107,Graph : SkewT-LogP
2018-08-19,08:22:16.640,Graph : Winds
2018-08-19,09:15:36.357,Graph : PTU
2018-08-19,09:16:31.006,Graph : Winds
2018-08-19,09:16:35.717,Graph : Density
2018-08-19,09:16:40.254,Graph : Flight Path
2018-08-19,09:16:45.398,Graph : Density
2018-08-19,09:16:45.982,Graph : Winds
2018-08-19,09:16:46.614,Graph : PTU
