        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         997.60          +6.50          49.00            3.0            270
            656           25.7         973.63          +6.79          40.77           18.6            306
           1313           59.0         950.10          +4.73          47.47           21.8            295
           2626          128.9         904.21          +0.45          63.95           15.6            276
           3938          218.7         859.97          -2.06          54.12           29.6            274
           5250          320.3         817.58          -4.47          52.56           40.5            276
           6563          431.0         776.89          -5.47          36.39           51.9            268
           7875          483.4         738.24          -6.23          21.05           59.3            259
           9843          558.5         683.82          -6.22           6.97           64.2            246
          13121          780.1         601.35          -7.67           4.23           61.4            229
          16398          947.4         527.67         -16.26          22.56           59.6            230
          19675         1085.3         460.99         -24.92          35.37           58.9            233
          26226         1376.5         347.14         -41.06          34.75           49.4            235
          32771         1857.4         255.96         -57.52          33.86           55.4            232
          39313         2283.0         184.15         -74.88          29.31           58.1            216
          45851         2628.9         131.11         -68.73          21.37           65.1            239
          58914         3459.1          68.73         -62.21           6.26           74.0            270
          71961         4156.0          35.24         -72.83           8.61          116.4            269
          84992         4908.9          18.05         -64.93           5.80          160.7            267
          98006         5559.0           9.50         -65.14           1.25          147.6            286
