           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         974.00          +0.50          72.00            6.0             90              0
            1.0         973.83          +0.78          65.17            2.5            275             13
            2.0         973.62          +0.66          61.06            2.9            274             28
            3.0         973.28          +0.60          62.83            3.3            276             45
            4.0         972.86          +0.88          62.67            3.8            278             62
            5.0         972.40          +1.39          62.36            4.3            278             80
            6.0         971.90          +1.85          62.11            4.8            277             99
            7.0         971.37          +2.08          61.92            5.2            275            118
            8.0         970.80          +2.32          61.82            5.3            273            137
            9.0         970.21          +2.89          61.69            5.4            270            155
           10.0         969.61          +3.37          61.66            5.4            269            174
           11.0         969.00          +4.46          61.62            5.4            268            191
           12.0         968.38          +4.94          61.53            5.5            268            209
           13.0         967.75          +5.11          61.50            5.9            268            228
           14.0         967.11          +5.13          61.14            6.3            267            246
           15.0         966.46          +5.04          60.68            6.6            265            265
           16.0         965.80          +5.07          60.45            6.9            264            284
           17.0         965.13          +5.33          60.35            7.1            264            302
           18.0         964.47          +5.46          60.74            7.3            264            321
           19.0         963.80          +5.45          60.55            7.4            265            339
           20.0         963.21          +5.37          60.18            7.4            265            357
           21.0         962.60          +5.37          59.71            7.4            264            375
           22.0         961.98          +5.31          59.28            7.4            263            393
           23.0         961.34          +5.37          59.12            7.5            262            411
           24.0         960.70          +5.39          58.90            7.7            261            429
           25.0         960.04          +5.40          58.75            7.9            261            447
           26.0         959.39          +5.37          58.45            8.2            261            465
           27.0         958.73          +5.34          58.18            8.3            262            483
           28.0         958.08          +5.41          58.15            8.3            261            501
           29.0         957.43          +5.52          58.08            8.3            261            518
           30.0         956.77          +5.56          58.09            8.4            260            536
           31.0         956.11          +5.88          58.00            8.6            260            553
           32.0         955.45          +5.81          57.96            8.8            261            571
           33.0         954.79          +5.71          57.76            9.1            260            588
           34.0         954.13          +5.77          57.61            9.4            260            605
           35.0         953.47          +5.96          57.43            9.7            258            623
           36.0         952.81          +6.03          57.20            9.9            258            640
           37.0         952.15          +6.35          56.99           10.0            258            657
           38.0         951.50          +6.39          56.66           10.2            259            674
           39.0         950.85          +6.40          56.33           10.6            260            691
           40.0         950.20          +6.39          56.01           10.8            260            709
           41.0         949.54          +6.28          55.86           11.0            260            726
           42.0         948.89          +6.24          55.60           11.2            260            743
           43.0         948.24          +6.16          55.32           11.5            260            761
           44.0         947.58          +6.12          55.08           11.8            260            779
           45.0         946.92          +6.05          54.88           12.2            260            796
           46.0         946.26          +6.12          54.89           12.5            260            814
           47.0         945.60          +6.04          54.83           12.6            260            832
           48.0         944.94          +6.02          54.75           12.5            260            850
           49.0         944.28          +5.98          54.67           12.4            259            867
           50.0         943.63          +5.89          54.71           12.6            259            885
           51.0         942.97          +5.88          54.60           12.9            260            903
           52.0         942.31          +5.87          54.57           13.2            260            921
           53.0         941.65          +5.76          54.53           13.5            259            940
           54.0         941.00          +5.66          54.46           13.7            259            958
           55.0         940.34          +5.66          54.52           14.0            260            975
           56.0         939.69          +5.58          54.56           14.0            260            993
           57.0         939.03          +5.49          54.61           14.1            261           1011
           58.0         938.39          +5.52          54.60           14.2            261           1029
           59.0         937.74          +5.43          54.66           14.5            261           1047
           60.0         937.09          +5.41          54.70           14.9            261           1064
           61.0         936.45          +5.29          54.74           15.2            261           1082
           62.0         935.80          +5.22          54.81           15.4            261           1100
           63.0         935.16          +5.15          54.91           15.3            260           1118
           64.0         934.51          +5.05          55.00           15.2            260           1136
           65.0         933.87          +5.01          55.07           15.0            259           1154
           66.0         933.22          +5.00          55.22           14.9            259           1172
           67.0         932.58          +4.89          55.34           14.9            260           1190
           68.0         931.94          +4.86          55.46           15.0            260           1208
           69.0         931.30          +4.77          55.54           15.3            261           1226
           70.0         930.65          +4.72          55.70           15.6            262           1244
           71.0         930.01          +4.69          55.89           15.9            262           1262
           72.0         929.36          +4.62          56.06           15.9            262           1281
           73.0         928.72          +4.53          56.21           15.9            263           1299
           74.0         928.08          +4.48          56.33           15.8            264           1318
           75.0         927.44          +4.49          56.46           15.8            264           1336
           76.0         926.79          +4.37          56.65           16.0            264           1354
           77.0         926.14          +4.28          56.87           16.2            264           1373
           78.0         925.49          +4.23          57.07           16.5            264           1392
           79.0         924.83          +4.23          57.23           16.7            265           1411
           80.0         924.17          +4.15          57.35           17.0            265           1430
           81.0         923.52          +4.15          57.45           17.4            266           1449
           82.0         922.86          +4.09          57.62           17.8            266           1468
           83.0         922.20          +4.11          57.82           18.2            266           1487
           84.0         921.54          +4.03          58.06           18.4            266           1505
           85.0         920.89          +3.98          58.29           18.4            267           1524
           86.0         920.23          +3.88          58.37           18.4            267           1543
           87.0         919.58          +3.86          58.44           18.6            267           1561
           88.0         918.93          +3.78          58.53           19.0            267           1580
           89.0         918.28          +3.75          58.63           19.5            267           1598
           90.0         917.64          +3.72          58.69           19.8            267           1617
           91.0         917.00          +3.66          58.83           19.9            267           1635
           92.0         916.37          +3.62          58.95           19.9            267           1652
           93.0         915.75          +3.59          59.10           20.0            268           1670
           94.0         915.12          +3.52          59.23           20.1            268           1688
           95.0         914.50          +3.45          59.43           20.4            269           1705
           96.0         913.89          +3.41          59.56           20.8            269           1723
           97.0         913.27          +3.31          59.69           21.2            269           1741
           98.0         912.65          +3.29          59.90           21.5            269           1758
           99.0         912.04          +3.17          60.19           21.9            269           1776
          100.0         911.42          +3.13          60.40           22.3            269           1794
          101.0         910.81          +3.11          60.56           22.7            269           1812
          102.0         910.20          +3.01          60.68           23.0            269           1829
          103.0         909.59          +2.98          60.79           23.1            269           1847
          104.0         908.98          +2.87          60.90           23.2            269           1864
          105.0         908.37          +2.89          61.01           23.3            269           1882
          106.0         907.76          +2.92          61.08           23.6            269           1899
          107.0         907.16          +2.74          61.18           24.0            269           1917
          108.0         906.55          +2.95          61.26           24.3            268           1935
          109.0         905.94          +2.95          61.26           24.6            268           1952
          110.0         905.33          +2.96          61.26           24.8            268           1970
          111.0         904.72          +2.95          61.31           24.9            268           1988
          112.0         904.11          +2.93          61.36           25.1            268           2006
          113.0         903.50          +2.90          61.42           25.3            268           2023
          114.0         902.89          +2.82          61.53           25.4            268           2041
          115.0         902.29          +2.81          61.62           25.6            268           2058
          116.0         901.69          +2.76          61.72           25.9            267           2075
          117.0         901.10          +2.67          61.83           26.3            267           2092
          118.0         900.52          +2.64          61.92           26.6            267           2109
          119.0         899.94          +2.54          61.98           26.7            267           2125
          120.0         899.38          +2.54          62.05           26.6            267           2141
          121.0         898.82          +2.50          62.09           26.6            267           2157
          122.0         898.26          +2.42          62.16           26.8            267           2173
          123.0         897.70          +2.41          62.32           27.2            266           2189
          124.0         897.15          +2.37          62.43           27.6            266           2205
          125.0         896.60          +2.31          62.59           27.9            267           2221
          126.0         896.06          +2.22          62.79           28.2            267           2237
          127.0         895.52          +2.20          62.98           28.3            267           2253
          128.0         894.98          +2.19          63.07           28.3            266           2269
          129.0         894.44          +2.11          63.17           28.2            266           2284
          130.0         893.91          +2.07          63.23           28.2            266           2300
          131.0         893.37          +2.02          63.28           28.3            266           2316
          132.0         892.84          +1.97          63.40           28.5            265           2332
          133.0         892.30          +1.93          63.54           28.7            265           2348
          134.0         891.76          +1.89          63.68           28.8            264           2363
          135.0         891.23          +1.88          63.80           28.9            264           2379
          136.0         890.70          +1.93          63.89           28.8            265           2395
          137.0         890.16          +1.85          63.94           28.7            265           2410
          138.0         889.63          +1.89          64.03           28.5            264           2426
          139.0         889.10          +1.78          64.17           28.5            264           2441
          140.0         888.58          +1.67          64.28           28.6            263           2457
          141.0         888.05          +1.59          64.50           28.5            263           2472
          142.0         887.52          +1.61          64.70           28.3            263           2488
          143.0         886.99          +1.51          64.95           28.2            264           2503
          144.0         886.46          +1.50          65.16           28.1            264           2519
          145.0         885.93          +1.41          65.35           28.2            264           2535
          146.0         885.40          +1.42          65.48           28.2            264           2550
          147.0         884.87          +1.35          65.63           28.2            264           2566
          148.0         884.34          +1.35          65.74           28.1            264           2582
          149.0         883.81          +1.34          65.75           27.9            264           2597
          150.0         883.28          +1.36          65.69           27.7            264           2613
          151.0         882.76          +1.43          65.67           27.6            264           2629
          152.0         882.23          +1.32          65.60           27.6            264           2644
          153.0         881.70          +1.24          65.63           27.7            264           2660
          154.0         881.18          +1.26          65.63           27.7            264           2675
          155.0         880.66          +1.24          65.58           27.6            264           2690
          156.0         880.15          +1.21          65.57           27.5            263           2705
          157.0         879.63          +1.13          65.58           27.3            263           2721
          158.0         879.10          +1.10          65.61           27.1            263           2736
          159.0         878.58          +1.09          65.63           26.9            263           2752
          160.0         878.06          +1.11          65.57           26.7            263           2767
          161.0         877.54          +1.09          65.58           26.6            263           2782
          162.0         877.02          +0.98          65.69           26.5            263           2797
          163.0         876.51          +0.87          65.95           26.4            263           2812
          164.0         876.00          +0.89          66.19           26.3            263           2827
          165.0         875.49          +0.80          66.31           26.1            262           2842
          166.0         874.99          +0.78          66.44           25.8            262           2856
          167.0         874.49          +0.74          66.52           25.5            263           2871
          168.0         873.99          +0.63          66.61           25.4            263           2885
          169.0         873.50          +0.58          66.69           25.4            263           2899
          170.0         873.01          +0.53          66.82           25.2            264           2914
          171.0         872.52          +0.41          67.02           25.0            264           2928
          172.0         872.04          +0.40          67.29           24.8            264           2942
          173.0         871.57          +0.38          67.40           24.7            264           2956
          174.0         871.09          +0.31          67.52           24.5            265           2969
          175.0         870.62          +0.32          67.65           24.4            265           2983
          176.0         870.15          +0.27          67.78           24.3            265           2997
