Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2017-07-30 11:08:51,42946.4644850,999999999.0000000,999999999.000,999999999.000,1001.070,-0.750,81.520,-50.283173,-72.047333,198.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.75
1,2017-07-30 11:08:52,42946.4644965,999999999.0000000,999999999.000,999999999.000,1001.050,-0.820,81.470,-50.283173,-72.047333,198.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.82
2,2017-07-30 11:08:53,42946.4645081,999999999.0000000,999999999.000,999999999.000,1001.130,-0.830,81.470,-50.283173,-72.047333,197.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.83
3,2017-07-30 11:08:54,42946.4645197,999999999.0000000,999999999.000,999999999.000,1001.160,-0.950,81.450,-50.283173,-72.047333,197.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.95
4,2017-07-30 11:08:55,42946.4645313,999999999.0000000,999999999.000,999999999.000,1001.170,-0.870,81.420,-50.283176,-72.047333,197.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.87
5,2017-07-30 11:08:56,42946.4645428,999999999.0000000,999999999.000,999999999.000,1001.200,-0.820,81.500,-50.283176,-72.047333,196.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.82
6,2017-07-30 11:08:57,42946.4645544,999999999.0000000,999999999.000,999999999.000,1001.180,-0.790,81.550,-50.283176,-72.047333,196.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.79
7,2017-07-30 11:08:58,42946.4645660,999999999.0000000,999999999.000,999999999.000,1001.210,-0.740,81.470,-50.283176,-72.047333,197.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.74
8,2017-07-30 11:08:59,42946.4645775,999999999.0000000,999999999.000,999999999.000,1001.210,-0.770,81.590,-50.283176,-72.047333,197.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.77
9,2017-07-30 11:09:00,42946.4645891,999999999.0000000,999999999.000,999999999.000,1001.240,-0.840,81.490,-50.283176,-72.047333,196.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-0.84
