           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0        1001.20          -0.90          82.00            4.0            140              0
            1.0        1000.93          -1.92          85.64            4.0            126              3
            2.0        1000.60          -1.49          87.96            3.6            124             19
            3.0        1000.17          -0.60          87.33            3.2            121             37
            4.0         999.70          +0.02          87.80            3.0            117             53
            5.0         999.20          +1.25          88.03            2.8            112             69
            6.0         998.67          +2.65          88.09            2.7            105             85
            7.0         998.13          +3.07          87.88            2.6             99            102
            8.0         997.57          +3.19          86.79            2.5             95            119
            9.0         997.03          +3.28          85.43            2.3             92            135
           10.0         996.48          +3.30          84.40            2.2             89            151
           11.0         995.94          +3.22          82.94            2.0             89            167
           12.0         995.39          +3.30          81.31            1.8             88            182
           13.0         994.84          +3.28          79.66            1.6             84            198
           14.0         994.29          +3.23          78.90            1.4             75            214
           15.0         993.73          +3.17          77.86            1.3             57            229
           16.0         993.17          +3.33          76.85            1.4             39            245
           17.0         992.61          +3.36          75.93            1.6             30            260
           18.0         992.05          +3.36          75.16            1.7             26            276
           19.0         991.48          +3.32          74.78            1.9             26            292
           20.0         990.95          +3.31          74.16            2.0             25            308
           21.0         990.40          +3.26          73.55            2.0             24            324
           22.0         989.84          +3.24          72.85            2.1             21            340
           23.0         989.27          +3.18          72.60            2.0             17            356
           24.0         988.70          +3.17          72.31            2.0             12            372
           25.0         988.13          +3.17          72.11            2.1              7            388
           26.0         987.56          +3.16          71.95            2.1              1            403
           27.0         986.98          +3.06          71.75            2.2            357            419
           28.0         986.41          +3.07          71.52            2.3            353            435
           29.0         985.84          +3.05          71.45            2.5            349            450
           30.0         985.27          +2.96          71.40            2.7            348            466
           31.0         984.70          +2.96          71.41            2.9            342            481
           32.0         984.13          +3.16          71.86            3.2            340            497
           33.0         983.57          +3.54          72.31            3.4            339            512
           34.0         983.00          +3.56          72.79            3.6            338            527
           35.0         982.44          +3.71          72.91            3.8            337            543
           36.0         981.88          +3.64          72.89            4.0            336            558
           37.0         981.32          +3.62          72.74            4.2            333            573
           38.0         980.76          +3.53          72.49            4.5            331            588
           39.0         980.20          +3.44          72.23            4.8            330            604
           40.0         979.63          +3.54          71.97            5.0            328            619
           41.0         979.06          +3.67          71.66            5.2            327            634
           42.0         978.49          +3.71          71.40            5.4            326            650
           43.0         977.92          +3.61          70.94            5.6            326            665
           44.0         977.34          +3.58          70.72            5.8            327            681
           45.0         976.77          +3.51          70.55            5.9            327            696
           46.0         976.20          +3.61          70.23            6.1            328            711
           47.0         975.64          +3.55          69.84            6.2            327            727
           48.0         975.07          +3.56          69.43            6.4            326            742
           49.0         974.51          +3.58          69.06            6.6            324            757
           50.0         973.94          +3.64          68.63            6.9            323            772
           51.0         973.39          +3.69          68.37            7.2            321            787
           52.0         972.83          +3.61          68.06            7.5            319            802
           53.0         972.27          +3.60          67.90            7.9            317            818
           54.0         971.71          +3.51          67.85            8.1            316            833
           55.0         971.15          +3.52          67.73            8.3            316            848
           56.0         970.58          +3.54          67.36            8.3            316            863
           57.0         970.02          +3.54          67.04            8.2            315            878
           58.0         969.46          +3.47          66.79            8.1            315            893
           59.0         968.91          +3.41          66.63            8.0            313            908
           60.0         968.36          +3.43          66.00            8.0            312            922
           61.0         967.82          +3.47          64.58            7.9            310            937
           62.0         967.28          +3.61          62.68            7.9            308            951
           63.0         966.73          +3.73          60.43            8.0            305            966
           64.0         966.20          +3.86          59.80            8.1            304            981
           65.0         965.66          +3.89          59.44            8.3            302            995
           66.0         965.13          +3.88          59.52            8.5            300           1010
           67.0         964.59          +3.90          59.76            8.6            299           1025
           68.0         964.06          +3.95          60.27            8.7            298           1040
           69.0         963.52          +3.95          60.47            8.8            297           1054
           70.0         962.98          +4.00          60.36            8.8            297           1069
           71.0         962.44          +4.15          59.92            8.8            297           1084
           72.0         961.90          +4.15          59.24            8.9            296           1099
           73.0         961.36          +4.16          59.06            8.9            295           1114
           74.0         960.82          +4.22          58.62            9.0            293           1129
           75.0         960.28          +4.21          58.11            9.1            291           1144
           76.0         959.74          +4.19          57.75            9.3            289           1158
           77.0         959.20          +4.23          57.44            9.6            287           1173
           78.0         958.66          +4.20          57.25            9.9            286           1188
           79.0         958.13          +4.23          57.05           10.2            285           1202
           80.0         957.59          +4.14          56.91           10.6            285           1217
           81.0         957.06          +4.11          56.76           10.9            284           1232
           82.0         956.53          +4.03          56.77           11.2            284           1246
           83.0         956.00          +4.01          56.66           11.4            285           1261
           84.0         955.47          +3.93          56.53           11.5            285           1276
           85.0         954.93          +3.92          56.52           11.5            284           1291
           86.0         954.40          +3.80          56.49           11.4            283           1306
           87.0         953.85          +3.76          56.63           11.4            283           1321
           88.0         953.31          +3.75          56.65           11.5            283           1337
           89.0         952.76          +3.65          56.58           11.6            283           1352
           90.0         952.20          +3.66          56.48           11.7            282           1368
           91.0         951.64          +3.77          56.35           11.9            281           1384
           92.0         951.08          +3.88          56.09           12.3            280           1400
           93.0         950.51          +3.93          55.81           12.7            279           1416
           94.0         949.94          +3.95          55.54           13.0            279           1432
           95.0         949.38          +3.95          55.30           13.4            278           1448
           96.0         948.80          +3.93          55.26           13.6            278           1464
           97.0         948.23          +3.87          55.14           13.7            278           1480
           98.0         947.66          +3.89          55.03           13.7            278           1497
           99.0         947.08          +3.87          54.86           13.8            279           1513
          100.0         946.50          +3.86          54.87           13.9            278           1530
          101.0         945.91          +3.80          54.67           14.0            277           1546
          102.0         945.32          +3.72          54.26           14.1            276           1563
          103.0         944.73          +4.29          53.57           14.3            274           1580
          104.0         944.14          +4.63          52.57           14.6            273           1597
          105.0         943.54          +4.58          52.05           15.0            272           1613
          106.0         942.95          +4.61          51.74           15.5            272           1630
          107.0         942.35          +4.64          51.40           15.9            272           1647
          108.0         941.75          +4.56          51.01           16.1            273           1664
          109.0         941.15          +4.50          50.94           16.3            273           1681
          110.0         940.56          +4.43          50.81           16.4            273           1698
          111.0         939.96          +4.30          50.71           16.4            273           1715
          112.0         939.36          +4.30          50.62           16.4            273           1731
          113.0         938.76          +4.19          50.51           16.4            272           1748
          114.0         938.16          +4.13          50.48           16.6            272           1766
          115.0         937.56          +4.10          50.38           16.8            271           1783
          116.0         936.95          +4.16          50.26           17.2            270           1800
          117.0         936.34          +4.08          50.14           17.7            270           1818
          118.0         935.72          +4.04          50.15           18.1            270           1836
          119.0         935.10          +3.92          50.23           18.3            271           1853
          120.0         934.48          +3.91          50.26           18.4            271           1871
          121.0         933.85          +3.88          50.26           18.5            272           1889
          122.0         933.23          +3.80          50.25           18.7            272           1907
          123.0         932.60          +3.73          50.28           19.0            272           1925
          124.0         931.97          +3.68          50.30           19.3            272           1943
          125.0         931.34          +3.67          50.39           19.6            272           1961
          126.0         930.71          +3.56          50.51           19.9            272           1979
          127.0         930.09          +3.39          50.73           20.1            271           1996
          128.0         929.46          +3.26          51.01           20.4            272           2014
          129.0         928.83          +3.24          51.17           20.6            272           2032
          130.0         928.19          +3.23          51.27           20.9            272           2051
          131.0         927.56          +3.12          51.37           21.3            272           2069
          132.0         926.93          +3.10          51.53           21.5            272           2087
          133.0         926.30          +3.07          51.66           21.6            273           2105
          134.0         925.67          +2.97          51.77           21.6            273           2123
          135.0         925.05          +2.95          51.91           21.6            273           2141
          136.0         924.42          +2.85          52.10           21.6            273           2158
          137.0         923.79          +2.80          52.25           21.7            272           2176
          138.0         923.17          +2.79          52.38           21.8            272           2194
          139.0         922.55          +2.70          52.52           22.0            271           2211
          140.0         921.94          +2.64          52.65           22.2            271           2229
          141.0         921.33          +2.63          52.82           22.5            270           2246
          142.0         920.73          +2.53          52.94           22.7            270           2263
          143.0         920.12          +2.51          53.07           23.1            269           2280
          144.0         919.53          +2.42          53.18           23.4            269           2297
          145.0         918.93          +2.39          53.31           23.8            270           2313
          146.0         918.34          +2.31          53.39           24.2            270           2330
          147.0         917.76          +2.28          53.53           24.5            270           2346
          148.0         917.17          +2.24          53.58           24.8            270           2363
          149.0         916.59          +2.28          53.57           25.0            270           2379
          150.0         916.02          +2.38          53.45           25.0            270           2395
          151.0         915.44          +2.38          53.21           25.1            270           2412
          152.0         914.86          +2.44          53.06           25.1            270           2428
          153.0         914.29          +2.59          52.81           25.1            270           2444
          154.0         913.73          +2.57          52.50           25.1            270           2460
          155.0         913.16          +2.64          52.48           25.2            270           2475
          156.0         912.60          +2.73          52.28           25.4            270           2491
          157.0         912.05          +2.82          52.06           25.4            270           2506
          158.0         911.50          +2.95          51.84           25.5            270           2522
          159.0         910.95          +3.07          51.93           25.6            270           2537
          160.0         910.41          +3.08          51.91           25.8            270           2552
          161.0         909.88          +3.08          51.91           25.9            270           2567
          162.0         909.35          +3.10          51.93           25.9            271           2581
          163.0         908.83          +3.11          51.89           25.9            271           2596
          164.0         908.31          +3.08          51.94           26.1            271           2611
          165.0         907.79          +3.07          51.86           26.2            271           2626
          166.0         907.27          +3.07          51.72           26.4            271           2640
          167.0         906.76          +2.97          51.56           26.5            271           2655
          168.0         906.26          +2.96          51.50           26.6            271           2669
          169.0         905.77          +2.96          51.37           26.7            271           2682
          170.0         905.29          +2.95          51.30           26.9            271           2696
          171.0         904.81          +2.86          51.25           27.2            271           2709
          172.0         904.35          +2.83          51.24           27.3            272           2722
          173.0         903.90          +2.84          51.30           27.6            272           2734
          174.0         903.46          +2.76          51.29           27.7            271           2747
          175.0         903.02          +2.73          51.27           27.9            271           2759
          176.0         902.58          +2.65          51.19           28.0            271           2772
