        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         978.50          +8.50          56.00           14.6            250
              7            1.0         978.40          +8.01          58.08           17.3            255
             13            1.7         978.28          +8.23          58.87           17.3            255
             20            2.2         978.16          +8.44          59.19           17.3            255
             26            2.7         978.02          +8.62          58.96           17.4            254
             33            3.1         977.87          +8.79          58.75           17.4            254
             39            3.5         977.72          +8.92          58.63           17.5            254
             46            3.9         977.56          +9.04          58.51           17.6            254
             53            4.3         977.39          +9.09          58.34           17.7            254
             59            4.6         977.21          +9.11          58.16           17.8            254
             66            5.0         977.03          +9.12          57.98           17.9            254
             72            5.4         976.84          +9.19          57.88           18.0            255
             79            5.8         976.64          +9.26          57.77           18.1            255
             85            6.2         976.44          +9.29          57.63           18.2            255
             92            6.5         976.24          +9.27          57.47           18.3            256
             98            6.9         976.04          +9.25          57.31           18.3            256
            105            7.2         975.84          +9.27          57.14           18.4            256
            112            7.6         975.63          +9.31          56.96           18.5            256
            118            7.9         975.43          +9.35          56.78           18.6            257
            125            8.3         975.23          +9.38          56.59           18.7            257
            131            8.7         975.02          +9.39          56.40           18.8            257
            138            9.0         974.82          +9.41          56.21           18.9            257
            144            9.4         974.61          +9.45          56.02           19.0            257
            151            9.7         974.40          +9.49          55.82           19.1            257
            158           10.1         974.19          +9.52          55.65           19.2            257
            164           10.4         973.98          +9.50          55.57           19.3            256
            171           10.8         973.77          +9.49          55.48           19.3            256
            177           11.1         973.56          +9.48          55.38           19.4            256
            184           11.5         973.35          +9.47          55.25           19.4            256
            190           11.9         973.14          +9.47          55.13           19.4            256
            197           12.2         972.93          +9.47          54.99           19.4            256
            203           12.6         972.71          +9.47          54.84           19.4            256
            210           13.0         972.50          +9.47          54.70           19.4            256
            217           13.3         972.28          +9.48          54.55           19.4            256
            223           13.7         972.06          +9.49          54.40           19.4            257
            230           14.1         971.84          +9.51          54.26           19.4            257
            236           14.5         971.62          +9.54          54.17           19.4            257
            243           14.9         971.40          +9.58          54.07           19.4            257
            249           15.2         971.18          +9.60          53.96           19.4            258
            256           15.6         970.96          +9.62          53.83           19.4            258
            263           16.0         970.74          +9.63          53.70           19.4            258
            269           16.4         970.53          +9.65          53.58           19.4            258
            276           16.8         970.31          +9.66          53.45           19.5            258
            282           17.2         970.09          +9.65          53.33           19.5            259
            289           17.5         969.87          +9.62          53.22           19.5            259
            295           17.9         969.65          +9.58          53.10           19.6            259
            302           18.3         969.43          +9.56          53.00           19.6            259
            309           18.7         969.21          +9.55          52.90           19.7            259
            315           19.0         968.99          +9.54          52.80           19.7            259
            322           19.4         968.79          +9.54          52.78           19.8            259
            328           19.8         968.59          +9.54          52.75           19.9            259
            335           20.2         968.39          +9.54          52.71           20.0            259
            341           20.5         968.18          +9.55          52.64           20.1            259
            348           20.9         967.97          +9.56          52.56           20.1            259
            354           21.3         967.75          +9.55          52.49           20.2            259
            361           21.7         967.53          +9.54          52.41           20.2            259
            368           22.1         967.31          +9.53          52.34           20.2            259
            374           22.4         967.09          +9.52          52.27           20.2            259
            381           22.8         966.87          +9.51          52.20           20.2            259
            387           23.2         966.65          +9.51          52.16           20.2            259
            394           23.5         966.43          +9.52          52.14           20.2            259
            400           23.9         966.21          +9.52          52.13           20.1            259
            407           24.3         965.99          +9.51          52.09           20.1            259
