        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.10          +6.00          57.00            3.0            270
            656           44.3         956.20          +2.19          63.07            6.5            292
           1313           86.3         932.75          +1.11          64.11            5.3            304
           2626          163.6         887.22          -1.66          72.74           15.0             10
           3938          248.9         843.75          -1.41          44.15           15.5            320
           5250          338.2         802.29          -3.10          34.38           23.0            312
           6563          422.9         762.57          -5.30          28.44           20.7            318
           7875          520.5         724.50          -7.98          25.84           22.5            304
           9843          657.9         670.20         -11.84          23.93           31.2            312
          13121          874.2         587.33         -17.90          51.85           33.0            332
          16398         1085.3         513.06         -24.64          65.84           37.4            320
          19675         1323.4         446.42         -31.95          58.04           45.8            341
          26226         1788.4         332.83         -50.05          36.55           39.0            334
          32771         2253.9         242.10         -62.92          19.63           53.7            335
          39313         2734.1         175.46         -60.33           2.69           70.5            311
          45851         3204.1         127.45         -60.32           2.02           68.0            301
          58914         4103.3          66.27         -68.07           3.72          100.0            290
          71961         5006.7          34.30         -66.04           2.61          107.8            287
          84992         5759.7          17.64         -71.51           4.81          138.0            278
          98006         6567.1           9.13         -58.89           0.87          173.9            282
