        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.10          +6.00          57.00            3.0            270
             10            1.5         979.73          +4.23          60.33            4.2            293
             20            2.3         979.37          +4.12          60.83            4.2            292
             30            3.1         979.00          +4.02          59.96            4.3            290
             40            3.6         978.63          +3.96          59.66            4.3            289
             50            4.1         978.26          +3.91          59.37            4.3            288
             60            4.7         977.90          +3.91          59.10            4.3            286
             70            5.2         977.53          +3.89          58.86            4.4            285
             80            5.8         977.16          +3.84          58.65            4.5            285
             90            6.4         976.80          +3.78          58.61            4.6            284
            100            7.0         976.43          +3.73          58.65            4.7            284
            110            7.6         976.06          +3.73          58.67            4.8            284
            120            8.2         975.70          +3.73          58.70            4.8            285
            130            8.8         975.33          +3.67          58.75            4.9            285
            140            9.4         974.96          +3.63          58.81            4.8            285
            150            9.9         974.60          +3.59          58.87            4.8            285
            160           10.6         974.23          +3.57          58.93            4.7            285
            170           11.2         973.87          +3.56          59.00            4.6            285
            180           11.9         973.50          +3.54          59.06            4.4            285
            190           12.6         973.13          +3.52          59.11            4.3            284
            200           13.4         972.77          +3.50          59.18            4.3            283
            210           14.2         972.40          +3.48          59.29            4.4            281
            220           14.9         972.04          +3.44          59.40            4.4            281
            230           15.7         971.67          +3.40          59.52            4.5            280
            240           16.4         971.31          +3.37          59.64            4.6            280
            250           17.1         970.94          +3.36          59.75            4.7            281
            260           17.8         970.58          +3.34          59.85            4.8            281
            270           18.5         970.21          +3.33          59.95            4.7            282
            280           19.2         969.85          +3.32          60.05            4.7            283
            290           20.1         969.48          +3.27          60.16            4.6            284
            300           20.9         969.12          +3.24          60.25            4.6            284
            310           21.7         968.75          +3.22          60.33            4.6            284
            320           22.5         968.39          +3.19          60.42            4.7            284
            330           23.2         968.02          +3.16          60.51            4.8            285
            340           23.9         967.66          +3.15          60.63            4.8            286
            350           24.6         967.30          +3.10          60.73            4.8            287
            360           25.3         966.93          +3.05          60.83            4.8            289
            370           25.9         966.57          +3.03          60.93            4.8            290
            380           26.6         966.20          +3.02          61.05            4.7            290
            390           27.3         965.84          +2.99          61.15            4.7            291
            400           28.0         965.48          +2.91          61.25            4.6            291
            410           28.7         965.11          +2.90          61.32            4.6            290
            420           29.4         964.75          +2.89          61.40            4.6            290
            430           30.0         964.39          +2.86          61.48            4.6            289
            440           30.7         964.02          +2.85          61.53            4.8            287
            450           31.3         963.66          +2.81          61.58            4.9            287
            460           31.9         963.30          +2.76          61.63            4.9            287
            470           32.5         962.93          +2.78          61.69            4.9            288
            480           33.1         962.57          +2.79          61.74            4.9            289
            490           33.7         962.21          +2.75          61.80            4.9            289
            500           34.2         961.85          +2.70          61.86            5.0            290
            510           34.8         961.48          +2.66          61.94            5.1            290
            520           35.5         961.12          +2.64          62.00            5.3            291
            530           36.1         960.76          +2.63          62.06            5.4            291
            540           36.7         960.40          +2.59          62.15            5.6            292
            550           37.4         960.03          +2.57          62.23            5.7            293
            560           38.0         959.67          +2.56          62.30            5.8            293
            570           38.7         959.31          +2.49          62.37            5.9            293
            580           39.3         958.95          +2.45          62.44            6.0            293
            590           39.9         958.59          +2.42          62.51            6.1            293
            600           40.5         958.23          +2.38          62.59            6.2            293
            610           41.2         957.86          +2.33          62.67            6.3            293
            620           41.8         957.50          +2.31          62.76            6.3            293
