        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
              m              s            hPa             °C              %            m/s              °
---------------------------------------------------------------------------------------------------------
            0.0            0.0         972.50          -1.20          57.00            2.0             90
          200.1           41.6         951.20          -0.21          50.00            7.2            263
          400.2           90.8         927.36          -1.48          47.73            9.4            264
          800.3          185.8         881.04          -5.09          49.78           10.5            258
         1200.3          274.8         836.70          -8.28          51.47           12.5            255
         1600.3          367.8         794.34         -11.84          65.46           13.4            270
         2000.2          466.3         753.53         -15.13          70.68           13.5            262
         2400.1          578.5         714.08         -18.85          85.25           15.6            248
         2999.9          840.8         658.43         -22.69          56.43           15.7            248
         3999.2         1105.1         573.26         -31.43          52.23           12.8            238
         4998.3         1336.3         496.31         -40.30          65.78           12.2            213
         5997.0         1530.2         427.12         -49.97          59.99            9.7            208
         7993.5         2039.0         311.26         -58.95          40.50           17.7            249
         9988.7         2655.3         226.27         -58.32          28.87           17.4            258
        11982.7         3155.4         164.22         -57.21          25.03           25.5            261
        13975.4         3683.9         119.77         -55.39          19.77           26.1            276
        17957.1         4637.9          63.14         -58.06          13.91           41.5            280
        21933.8         5552.4          32.81         -62.51          15.44           57.3            275
        25905.5         6369.8          16.64         -61.67          16.17           68.3            274
        29872.3         7145.2           8.12         -63.44          15.66           77.5            276
