        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         977.00          +2.40          51.00            8.0            250
             10            0.3         976.97          +2.56          51.91            9.6            261
             20            0.7         976.94          +2.72          52.81           11.5            269
             30            1.0         976.91          +2.87          53.71           13.4            274
             40            1.5         976.71          +2.96          54.37           13.5            274
             50            2.0         976.51          +3.06          55.04           13.6            273
             60            2.6         976.21          +3.13          54.19           13.9            272
             70            3.3         975.89          +3.15          53.58           14.2            272
             80            4.0         975.55          +3.12          53.40           14.5            271
             90            4.8         975.19          +3.17          53.18           14.8            271
            100            5.6         974.81          +3.14          53.13           15.1            271
            110            6.5         974.43          +3.09          53.19           15.3            270
            120            7.2         974.07          +3.04          53.32           15.4            269
            130            7.9         973.73          +2.98          53.52           15.6            268
            140            8.6         973.40          +2.99          53.60           15.8            268
            150            9.3         973.06          +2.98          53.63           16.0            267
            160           10.0         972.72          +2.96          53.62           16.2            267
            170           10.6         972.38          +2.96          53.63           16.4            267
            180           11.3         972.05          +2.95          53.62           16.5            267
            190           12.0         971.71          +2.94          53.60           16.6            267
            200           12.7         971.35          +2.89          53.45           16.7            267
            210           13.4         971.00          +2.87          53.15           16.7            267
            220           14.1         970.64          +2.89          52.70           16.9            266
            230           14.8         970.29          +2.94          52.13           17.2            266
            240           15.5         969.94          +2.94          51.55           17.4            266
            250           16.2         969.59          +2.94          50.99           17.7            266
            260           16.9         969.24          +2.94          50.51           17.9            266
            270           17.5         968.90          +2.89          50.36           18.0            266
            280           18.2         968.55          +2.85          50.23           18.0            267
            290           18.8         968.20          +2.87          50.02           18.1            267
            300           19.5         967.88          +2.83          49.86           18.2            267
            310           20.1         967.56          +2.78          49.72           18.4            267
            320           20.7         967.23          +2.80          49.62           18.6            266
            330           21.4         966.89          +2.78          49.60           18.7            266
            340           22.0         966.55          +2.72          49.65           18.9            266
            350           22.6         966.21          +2.68          49.58           19.1            265
            360           23.3         965.86          +2.65          49.47           19.3            265
            370           23.9         965.52          +2.63          49.30           19.5            265
            380           24.5         965.17          +2.63          49.18           19.8            265
            390           25.1         964.83          +2.64          49.04           20.0            265
            400           25.8         964.48          +2.66          48.80           20.2            265
            410           26.4         964.14          +2.68          48.43           20.3            265
            420           27.0         963.80          +2.71          47.96           20.4            265
            430           27.6         963.45          +2.66          47.76           20.5            265
            440           28.2         963.11          +2.63          47.60           20.5            265
            450           28.8         962.76          +2.64          47.51           20.6            264
            460           29.4         962.42          +2.62          47.48           20.7            264
            470           30.0         962.08          +2.58          47.47           20.8            264
            480           30.5         961.73          +2.54          47.51           21.0            264
            490           31.1         961.39          +2.51          47.50           21.2            264
            500           31.7         961.05          +2.53          47.31           21.4            263
            510           32.3         960.70          +2.51          47.10           21.5            263
            520           32.8         960.36          +2.46          46.87           21.6            263
            530           33.4         960.01          +2.43          46.74           21.8            262
            540           34.0         959.66          +2.41          46.65           22.1            262
            550           34.6         959.32          +2.39          46.66           22.3            262
            560           35.1         958.97          +2.37          46.68           22.6            261
            570           35.7         958.62          +2.34          46.75           22.8            261
            580           36.3         958.27          +2.30          46.81           23.1            261
            590           36.8         957.92          +2.25          46.86           23.2            261
            600           37.4         957.57          +2.21          46.92           23.4            260
            610           38.0         957.22          +2.17          46.99           23.6            260
            620           38.5         956.87          +2.14          47.03           23.8            260
