SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
         3913.0          92.47         -53.55         100.00           55.8            269          52784          53450          52674  070°54'06.3"W   49°25'32.4"S         51.441         44.433         -53.51          -53.5          146.7           0.04            789          51860           32.4          -56.5          98.79          158.9         -54.36          96.15          153.1          -56.5         102.72          165.2          +2.95          -6.32          -12.2         -10.93          -6.57           -5.5            0.8           55.8         67.974         68.527           40.8            7.3            0.3           0.04          53340            1.8         654.62          100.0         -53.22         -53.22     2017-08-15       12:04:59         -53.22          -0.33          92.49          53448           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:05:13            2.1           55.7           55.7            268         -51.50           60.8            222   T
         4217.0          65.45         -63.98         100.00           74.7            267          59699          60365          59555  070°45'38.7"W   49°25'38.9"S         51.333         49.897         -63.96          -64.0          109.0           0.01            658          56114            8.7          -56.5          70.97          114.1         -59.90          78.17          127.7          -56.5          83.73          134.6          -7.48          -5.52           -5.1         -11.11          -5.56           -5.6            3.8           74.6         71.587         72.258           44.2            7.8            0.1           0.01          60221            2.7         655.22          100.0         -63.56         -63.56     2017-08-15       12:10:03         -63.56          -0.42          65.40          60377           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:10:17           -1.3           64.7           64.7            271         -51.50           58.9            227   T
         4269.0          64.45         -62.85         100.00           79.7            271          59979          60645          59833  070°43'55.7"W   49°25'38.2"S         51.344         51.005         -62.83          -62.8          106.8           0.01             44          59694          214.8          -56.5          70.02          112.6         -63.47          64.96          107.9          -56.5          70.49          113.4          -6.35          -5.57           -5.8         -11.11          -5.53           -5.6           -1.2           79.7         72.372         73.042           44.8            7.8            0.1           0.01          60499            2.8         655.02          100.0         -62.42         -62.42     2017-08-15       12:10:55         -62.42          -0.43          64.44          60653           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:11:09            0.8           76.7           76.7            269         -51.50           58.9            227   T
         4342.0          64.83         -59.47         100.00           82.5            267          59873          60539          59728  070°41'24.6"W   49°25'32.5"S         51.439         52.632         -59.44          -59.5          105.7           0.02             52          59781         -568.9          -56.5          70.38          113.2         -63.36          64.66          107.4          -56.5          70.20          112.9          -2.97          -5.55           -7.5         -11.11          -5.54           -5.6            4.8           82.4         73.594         74.251           45.7            7.6            0.2           0.02          60394            3.0         654.97          100.0         -59.04         -59.04     2017-08-15       12:12:08         -59.04          -0.43          64.89          60522           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:12:22            4.7           80.3           80.4            267         -51.50           58.9            227   T
         4397.0          63.76         -57.43         100.00           85.9            268          60238          60904          60091  070°39'23.4"W   49°25'31.4"S         51.459         53.938         -57.40          -57.4          103.0           0.03            758          59910          165.7          -56.5          69.16          111.2         -58.37          64.29          104.3          -56.5          69.77          112.2          -0.93          -5.40           -8.3         -11.08          -5.48           -5.7            3.6           85.8         74.547         75.204           46.3            7.6            0.3           0.03          60757            3.2         654.94          100.0         -57.00         -57.00     2017-08-15       12:13:03         -57.00          -0.43          63.85          60883           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:13:17            1.3           85.4           85.5            269         -51.50           58.9            228   T
         4475.0          58.63         -59.08         100.00           87.0            260          61995          62661          61839  070°36'31.8"W   49°25'17.4"S         51.691         55.787         -59.05          -59.1           95.4           0.02           1925          60965           35.4          -56.5          63.59          102.3         -57.92          61.15           99.0          -56.5          66.32          106.6          -2.58          -4.96           -6.8         -10.98          -5.17           -5.7           15.1           85.7         76.054         76.735           47.2            7.6            0.2           0.02          62505            3.4         655.19          100.0         -58.63         -58.63     2017-08-15       12:14:21         -58.63          -0.46          58.70          62648           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:14:35           10.7           85.4           86.0            263         -51.50           59.3            229   H
         4489.0          57.31         -60.24          56.22           86.3            259          62460          63126          62301  070°36'01.2"W   49°25'13.9"S         51.749         56.117         -60.22          -64.7           93.8           0.01           2032          62070          135.0          -56.5          62.19          100.0         -59.71          57.97           94.6          -56.5          62.89          101.1          -3.74          -4.88           -6.2         -10.97          -4.92           -5.7           16.1           84.8         76.336         77.025           47.3            7.7            0.1           0.02          62967            3.4         655.34          100.0         -59.78         -59.78     2017-08-15       12:14:35         -59.78          -0.46          57.38          63123          +4.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:14:49           15.0           84.8           86.1            260         -51.50           59.4            229   H
         4521.0          54.20         -62.19           1.38           84.0            259          63560          64226          63395  070°34'52.7"W   49°25'04.9"S         51.900         56.856         -62.19          -90.7           89.5           0.00           2018          62848           57.9          -56.5          59.01           94.9         -61.36          55.75           91.7          -56.5          60.58           97.4          -5.69          -4.80           -5.4         -10.96          -4.83           -5.7           16.0           82.5         76.982         77.689           47.6            7.7            0.0           0.01          64061            3.5           0.08            0.1         -61.72         -61.72     2017-08-15       12:15:07         -61.72          -0.48          54.19          64229         +28.51           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:15:21           17.0           83.1           84.8            258         -51.50           59.6            230   H
         4597.0          48.85         -65.13           0.19           85.4            261          65540          66206          65363  070°32'11.5"W   49°24'46.6"S         52.204         58.594         -65.13          -94.6           81.8           0.00            942          64379           33.2          -56.4          53.68           86.3         -63.39          51.50           85.5          -56.5          56.28           90.5          -8.75          -4.83           -4.5         -11.04          -4.78           -5.7           13.6           84.3         78.476         79.214           48.3            7.8            0.0           0.01          66029            3.7           0.32            0.3         -64.63         -64.63     2017-08-15       12:16:23         -64.63          -0.50          48.80          66230         +29.49           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:16:37           14.4           82.3           83.6            260         -51.50           60.0            231   T
         4620.0          48.12         -63.94           0.10           88.3            260          65816          66482          65638  070°31'20.5"W   49°24'41.6"S         52.287         59.144         -63.94          -93.8           80.1           0.00            489          65501          238.9          -56.3          52.98           85.1         -64.74          48.50           81.1          -56.3          53.33           85.7          -7.64          -4.86           -5.0         -11.05          -4.83           -5.7           15.1           87.0         78.943         79.682           48.5            7.8            0.0           0.01          66304            3.8           0.11            0.1         -63.43         -63.43     2017-08-15       12:16:46         -63.43          -0.51          48.05          66506         +29.82           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:00           13.1           86.1           87.1            261         -51.50           60.1            231   H
         4636.0          47.87         -63.50          22.66           90.5            259          65905          66571          65726  070°30'43.6"W   49°24'37.4"S         52.359         59.542         -63.49          -74.3           79.5           0.00            186          65682          745.6          -56.3          52.76           84.7         -63.63          48.00           79.8          -56.3          52.87           84.9          -7.23          -4.89           -5.2         -11.05          -4.86           -5.7           17.1           88.9         79.288         80.027           48.7            7.8            0.0           0.01          66392            3.8           0.01            0.0         -62.99         -62.99     2017-08-15       12:17:02         -62.99          -0.51          47.81          66588         +10.77           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:16           16.0           89.5           90.9            260         -51.50           60.1            231   H
         4647.0          47.81         -63.29          40.78           91.4            259          65922          66588          65743  070°30'17.9"W   49°24'33.9"S         52.416         59.819         -63.28          -70.0           79.4           0.01             20          65735         3985.6          -56.3          52.71           84.7         -63.40          47.84           79.5          -56.3          52.74           84.7          -7.03          -4.90           -5.3         -11.05          -4.89           -5.7           18.1           89.5         79.535         80.271           48.8            7.8            0.1           0.01          66409            3.9           0.00            0.0         -62.78         -62.78     2017-08-15       12:17:13         -62.78          -0.51          47.74          66604          +6.66           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:27           18.9           90.7           92.7            258         -51.50           60.1            231   H
         4648.0          47.81         -63.29          42.43           91.1            259          65922          66588          65743  070°30'15.9"W   49°24'33.6"S         52.422         59.842         -63.28          -69.7           79.4           0.01              6          65743       204207.0          -56.3          52.71           84.7         -63.29          47.81           79.4          -56.3          52.71           84.7          -7.03          -4.90           -5.3         -11.05          -4.90           -5.7           17.8           89.3         79.555         80.292           48.8            7.8            0.1           0.01          66409            3.9           0.04            0.0         -62.78         -62.78     2017-08-15       12:17:14         -62.78          -0.51          47.73          66601          +6.38           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:28           20.3           81.3           83.8            256         -51.50           60.1            231   T
         4656.0          47.82         -62.20          56.69           91.4            258          65916          66582          65737  070°29'57.4"W   49°24'31.2"S         52.461         60.041         -62.19          -66.5           79.0           0.01            -84          65740       -10686.0          -56.3          52.73           84.7         -63.40          47.83           79.4          -56.3          52.72           84.7          -5.94          -4.91           -5.7         -11.05          -4.90           -5.7           18.6           89.5         79.731         80.466           48.9            7.7            0.1           0.01          66403            3.9         655.32            3.5         -61.69         -61.69     2017-08-15       12:17:22         -61.69          -0.51          47.82          66594          +4.32           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:36           17.7           89.6           91.3            259         -51.50           60.1            231   H
         4678.0          47.96         -61.07         100.00           90.2            257          65853          66519          65675  070°29'07.0"W   49°24'24.1"S         52.580         60.584         -61.04          -61.1           78.8           0.02           -221          65706        -1054.7          -56.3          52.89           85.0         -63.58          47.93           79.7          -56.3          52.81           84.8          -4.79          -4.93           -6.2         -11.05          -4.88           -5.7           20.0           87.9         80.219         80.948           49.0            7.7            0.2           0.02          66341            4.0         655.24           18.5         -60.56         -60.56     2017-08-15       12:17:44         -60.56          -0.51          47.90          66526           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:17:58           19.4           89.0           91.0            258         -51.50           60.1            231   H
         4715.0          48.26         -59.51         100.00           90.0            256          65757          66423          65579  070°27'44.9"W   49°24'11.1"S         52.797         61.471         -59.48          -59.5           78.7           0.02             35          65627         -686.4          -56.3          53.13           85.4         -64.12          48.15           80.3          -56.3          53.01           85.2          -3.20          -4.87           -6.7         -11.06          -4.86           -5.7           22.4           87.2         81.032         81.751           49.3            7.6            0.3           0.02          66245            4.1         655.28           43.9         -59.00         -59.00     2017-08-15       12:18:21         -59.00          -0.51          48.27          66407           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:18:35           21.1           86.3           88.8            256         -51.50           60.1            231   H
         4730.0          48.20         -58.66         100.00           90.4            256          65795          66461          65617  070°27'10.2"W   49°24'05.4"S         52.892         61.846         -58.62          -58.7           78.3           0.02            273          65598         1714.4          -56.3          53.03           85.2         -64.33          48.23           80.5          -56.3          53.08           85.3          -2.36          -4.84           -6.9         -11.05          -4.85           -5.7           22.4           87.6         81.378         82.096           49.5            7.6            0.3           0.02          66283            4.1         655.07           54.1         -58.15         -58.15     2017-08-15       12:18:36         -58.15          -0.51          48.27          66440           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:18:50           22.8           90.0           92.8            256         -51.50           60.1            231   T
         4776.0          47.11         -57.94         100.00           94.4            256          66277          66943          66097  070°25'24.6"W   49°23'47.4"S         53.192         62.986         -57.89          -57.9           76.2           0.03            950          65857          137.9          -56.2          51.83           83.2         -58.20          47.66           77.2          -56.2          52.43           84.2          -1.78          -4.72           -7.0         -11.02          -4.76           -5.7           22.4           91.7         82.441         83.160           49.8            7.5            0.3           0.03          66763            4.2         655.13           85.6         -57.42         -57.42     2017-08-15       12:19:22         -57.42          -0.52          47.19          66926           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:19:36           23.5           89.2           92.3            255         -51.50           60.3            232   T
         4954.0          39.41         -61.01         100.00           89.5            276          69836          70502          69634  070°18'18.2"W   49°23'13.4"S         53.757         67.583         -60.98          -61.0           64.7           0.02           1338          67865           19.7          -55.1          43.75           69.9         -60.16          43.10           70.5          -55.6          47.62           76.3          -5.94          -4.34           -5.2         -10.94          -4.51           -5.7           -8.7           89.1         86.356         87.117           51.5            7.6            0.3           0.02          70300            4.7         655.24          100.0         -60.45         -60.45     2017-08-15       12:22:20         -60.45          -0.57          39.42          70499           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:22:34           11.4           93.0           93.7            263         -51.50           61.3            234   H
         5001.0          37.31         -62.53           0.10           92.6            282          70902          71568          70693  070°16'28.7"W   49°23'25.9"S         53.550         68.761         -62.53          -92.8           61.7           0.00           1355          70163           66.8          -54.8          41.60           66.4         -61.62          38.35           63.2          -54.9          42.66           68.1          -7.78          -4.29           -4.6         -10.94          -4.32           -5.7          -19.2           90.6         87.153         87.930           52.1            7.6            0.0           0.01          71359            4.9           0.17            0.2         -61.96         -61.96     2017-08-15       12:23:07         -61.96          -0.58          37.34          71565         +30.22           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:23:21          -15.9           90.2           91.6            280         -51.50           61.4            235   H
         5112.0          32.45         -66.97           1.45           95.1            269          73627          74293          73400  070°12'05.6"W   49°23'45.7"S         53.220         71.589         -66.97          -94.0           54.8           0.00           1424          72046           27.1          -53.9          36.57           58.1         -64.49          34.83           58.2          -54.3          39.00           62.1         -13.04          -4.12           -3.3         -11.11          -4.17           -5.6            2.1           95.1         89.204         90.023           53.4            7.7            0.0           0.01          74066            5.2           0.30            0.3         -66.36         -66.36     2017-08-15       12:24:58         -66.36          -0.61          32.43          74295         +26.98           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:25:12          -10.7           91.7           92.4            277         -51.50           61.7            237   T
         5245.0          29.42         -67.89           1.04           96.2            271          75422          76088          75184  070°06'38.3"W   49°23'40.4"S         53.308         75.115         -67.89          -96.4           49.9           0.00            318          74292           42.2          -53.4          33.60           53.3         -67.00          30.90           52.2          -53.7          35.05           55.6         -14.50          -4.18           -3.3         -11.23          -4.15           -5.6           -0.9           96.2         92.109         92.941           54.6            7.7            0.0           0.01          75850            5.5           0.42            0.4         -67.25         -67.25     2017-08-15       12:27:11         -67.25          -0.64          29.40          76099         +28.50           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:27:25            2.4           95.4           95.5            269         -51.50           62.2            238   T
         5355.0          28.25         -64.64           2.14           92.3            272          76251          76917          76007  070°02'02.0"W   49°23'52.1"S         53.112         78.088         -64.63          -90.0           47.2           0.00            943          75595           92.3          -53.1          32.32           51.2         -65.08          28.81           48.2          -53.3          32.95           52.2         -11.50          -4.07           -4.0         -11.25          -4.15           -5.6           -3.2           92.3         94.438         95.269           55.8            7.6            0.0           0.01          76673            5.8           0.30            0.3         -63.99         -63.99     2017-08-15       12:29:01         -63.99          -0.65          28.28          76893         +25.36           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:29:15           -6.4           97.3           97.5            274         -51.50           62.3            239   T
         5538.0          22.63         -69.63           2.02          109.4            264          80427          81093          80154  069°54'05.8"W   49°23'50.1"S         53.146         83.216         -69.63          -94.1           38.7           0.00           1068          78080           19.3          -51.9          26.57           41.8         -67.33          25.36           42.9          -52.5          29.30           46.3         -17.76          -3.94           -3.1         -11.61          -3.95           -5.4           12.2          108.8         98.739         99.623           57.4            7.6            0.0           0.01          80820            6.3           0.74            0.7         -68.93         -68.93     2017-08-15       12:32:04         -68.93          -0.70          22.60          81106         +24.48           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:32:18            0.7          100.9          100.9            270         -51.50           63.6            241   T
         5781.0          17.82         -69.90           0.89          131.8            266          84877          85543          84570  069°41'44.3"W   49°23'01.8"S         53.952         91.213         -69.90          -98.1           30.5           0.00           1246          82362           19.1          -50.5          21.60           33.8         -68.58          20.06           34.2          -51.2          23.96           37.6         -19.38          -3.78           -3.3         -11.96          -3.89           -5.3            8.3          131.6        105.974        106.891           59.4            7.5            0.0           0.01          85236            7.0           0.81            0.8         -69.14         -69.14     2017-08-15       12:36:07         -69.14          -0.76          17.84          85548         +28.17           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:36:21           11.9          118.5          119.1            264         -51.50           66.1            243   T
         6024.0          15.16         -65.22           1.68          128.5            263          87981          88647          87650  069°27'53.4"W   49°21'55.7"S         55.053        100.181         -65.22          -91.8           25.4           0.00           1441          86110           28.5          -49.6          18.71           29.2         -67.39          16.36           27.7          -50.1          20.10           31.4         -15.64          -3.55           -3.8         -12.03          -3.74           -5.3           15.0          127.6        114.311        115.225           61.2            7.2            0.0           0.01          88316            7.7           0.51            0.5         -64.42         -64.42     2017-08-15       12:40:10         -64.42          -0.81          15.13          88632         +26.59           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:40:24           16.3          132.9          133.9            263         -51.50           68.2            245   T
         6178.0          11.98         -69.98           2.96          132.7            267          92306          92972          91940  069°19'32.7"W   49°21'38.7"S         55.335        105.579         -69.98          -92.3           20.5           0.00           1126          89795           21.4          -48.3          15.33           23.7         -67.89          13.51           22.9          -48.9          16.93           26.3         -21.71          -3.35           -3.2         -12.33          -3.42           -5.2            7.2          132.5        119.201        120.166           62.3            7.3            0.0           0.01          92606            8.1           1.60            1.6         -69.12         -69.12     2017-08-15       12:42:44         -69.12          -0.87          11.97          92999         +22.30           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:42:58            6.6          126.2          126.4            267         -51.50           70.5            246   T
         6314.0          11.08         -65.93           2.42          142.9            268          93591          94257          93214  069°11'37.4"W   49°21'36.0"S         55.381        110.700         -65.93          -90.3           18.6           0.00            744          92577           73.2          -47.9          14.45           22.4         -68.94          11.47           19.6          -48.1          14.88           23.0         -18.04          -3.37           -3.7         -12.36          -3.41           -5.2            4.4          142.8        123.780        124.735           63.4            7.1            0.0           0.01          93880            8.5           1.02            1.0         -65.04         -65.04     2017-08-15       12:45:00         -65.04          -0.89          11.10          94236         +24.34           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:45:14            1.2          135.5          135.6            269         -51.50           71.3            247   T
         6426.0           9.62         -67.00           1.34          152.3            265          96130          96796          95732  069°04'25.0"W   49°21'10.5"S         55.806        115.366         -67.00          -94.4           16.3           0.00           1135          94473           38.0          -47.1          12.87           19.8         -66.62          10.33           17.4          -47.5          13.64           21.1         -19.88          -3.24           -3.6         -12.44          -3.31           -5.1           14.3          151.7        128.155        129.128           64.2            7.0            0.0           0.01          96398            8.8           1.52            1.5         -66.08         -66.08     2017-08-15       12:46:52         -66.08          -0.93           9.60          96827         +27.37           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:47:06           13.7          150.0          150.6            265         -51.50           73.2            248   T
         6557.0           8.93         -60.81           1.30          134.6            274          97569          98235          97157  068°56'31.9"W   49°20'58.1"S         56.013        120.468         -60.81          -90.0           14.7           0.00           1069          96445           68.1          -46.7          12.05           18.5         -64.03           9.24           15.4          -46.9          12.45           19.2         -14.13          -3.12           -3.9         -12.39          -3.21           -5.1           -8.8          134.3        132.853        133.820           65.1            6.9            0.0           0.02          97823            9.2           0.85            0.9         -59.87         -59.87     2017-08-15       12:49:03         -59.87          -0.95           8.92          98215         +29.22           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:49:17            5.7          140.2          140.3            268         -51.50           74.0            248   T
         6733.0           7.11         -64.05           0.62          145.5            266         101670         102336         101222  068°46'11.5"W   49°21'03.1"S         55.928        127.149         -64.05          -93.8           11.8           0.00           -383          99190           24.9          -45.4          10.00           15.3         -63.31           8.00           13.3          -46.1          10.98           16.8         -18.60          -2.89           -3.5         -12.40          -2.98           -5.0            9.8          145.2        138.906        139.910           66.3            6.9            0.0           0.01         101888            9.7           1.31            1.3         -63.07         -63.07     2017-08-15       12:51:59         -63.07          -0.98           7.09         102372         +29.79           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:52:13           -1.7          136.7          136.7            271         -51.50           76.2            250   T+H

SIGNIFICANT WIND SPEED AND DIRECTION LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
              s             mB             °C              %            kts              °             ft             ft             ft                                            M              M             °C             °C           g/m³             mB         ft/min             ft                            °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³            kts            kts              M              M              °              °                            mB             ft              °              %              %             °C             °C                      hr:min:s             °C             °C             mB             ft             °C             nb                                                                                                                                    hr:min:s            kts            kts            kts              °             °C            kts              °
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
            0.0         977.00          +2.40          51.00            8.0            250              0            666              0  072°02'50.1"W   50°16'59.5"S         -0.002          0.041          +2.80           -6.7         1233.5           3.70              0     1640419946            0.0          +13.7         989.09         1201.3           ////           ////           ////           ////           ////           ////         -11.28         -12.09           32.1         -13.10           0.00            0.0            2.7            7.5          0.041          0.041           92.8            0.0            2.4           7.26            666           -9.1          51.00           51.0          +2.40          +2.72     2017-08-15       10:59:46          +2.40           0.00         977.00            666          +9.10           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:00:00            2.7            7.5            8.0            250         +15.90            8.0            250   S+D
