        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         977.00          +2.40          51.00            8.0            250
            656           40.5         955.61          +2.06          47.20           24.8            260
           1313           76.7         931.83          +0.74          46.84           35.6            254
           2625          161.5         885.80          -2.64          50.42           38.7            257
           3938          252.1         841.79          -6.20          59.06           39.3            258
           5250          363.0         799.38          -9.00          59.50           38.2            250
           6562          483.0         758.81          -9.90          31.26           48.1            229
           7875          590.0         720.85          -9.03           6.39           52.6            210
           9842          714.1         667.12         -12.17           4.54           60.4            206
          13121          895.0         583.44         -20.46          18.18           58.9            208
          16399         1096.4         508.48         -28.05          35.40           66.5            210
          19675         1322.8         441.25         -35.41          51.37           77.1            207
          26225         2004.4         328.40         -46.90          18.72           94.2            207
          32771         2482.4         240.81         -55.97           7.55           84.7            207
          39313         2974.6         175.24         -51.09           0.10           60.2            242
          45851         3415.9         128.04         -50.57         100.00           58.1            249
          58914         4175.8          67.74         -63.20         100.00           73.9            268
          71961         5055.2          34.99         -64.36           0.11           92.5            277
          84992         5802.2          17.41         -69.28           0.69          132.4            268
          98006         6595.7           8.55         -62.01           2.19          130.5            272
