SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL       UTC_Date       UTC_Time          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          932.0         551.34         -23.98          47.74           31.3            268          14806          15472          14802  071°53'27.5"W   50°16'58.3"S          0.018          6.043         -23.90          -32.0          770.6           0.42            805          14742          123.4          -15.6         561.12          759.2         -24.17         552.72          773.2          -15.5         562.49          760.6          -8.33          -9.78           11.5         -12.27          -9.76           15.4            1.3           31.3          6.043          6.516           89.8           22.0            0.5           0.89          15468     2018-09-07       18:35:09          +8.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:15:32           -1.7           31.4           31.4            273          -9.49           23.4            269   T
         1117.0         495.41         -29.91          58.49           30.4            271          17340          18006          17333  071°51'02.8"W   50°16'53.2"S          0.103          7.586         -29.86          -35.5          709.4           0.30            884          16067            6.8          -20.7         506.02          698.2         -26.58         522.78          738.5          -18.2         532.99          728.2          -9.25         -10.61           11.2         -12.74         -10.21           14.6           -0.4           30.4          7.587          8.106           89.2           20.6            0.4           0.51          17999     2018-09-07       18:38:14          +5.56           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:18:37            1.6           30.0           30.1            267         -14.38           24.3            269   H
         1330.0         434.86         -35.62          46.47           43.7            289          20354          21020          20343  071°47'50.7"W   50°17'17.4"S         -0.300          9.636         -35.59          -43.1          637.7           0.14            888          18838            6.8          -26.6         446.28          630.7         -32.71         464.33          672.7          -23.6         475.39          663.8          -9.00         -11.41            7.1         -13.18         -11.06           13.8          -14.4           41.3          9.641         10.206           91.8           19.2            0.2           0.30          21009     2018-09-07       18:41:47          +7.46           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:22:10           -6.8           34.6           35.3            281         -19.87           25.9            271   T
         1885.0         271.39         -61.88          51.00           61.9            312          30516          31182          30485  071°37'44.0"W   50°21'00.9"S         -4.024         16.097         -61.87          -67.0          447.5           0.01           1196          25414            3.0          -46.7         285.46          439.2         -48.78         345.91          537.1          -36.7         358.62          528.3         -15.16         -14.08            8.3         -17.19         -12.71           12.1          -41.2           46.2         16.593         17.336          104.0           16.8            0.0           0.02          31151     2018-09-07       18:51:02          +5.12           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:31:25          -24.2           41.9           48.4            300         -36.63           32.3            285   H
         1945.0         257.26         -64.44           6.48           60.0            301          31597          32263          31563  071°36'28.2"W   50°21'37.1"S         -4.628         16.904         -64.44          -83.2          429.4           0.00           1014          31024           29.3          -48.8         271.59          421.8         -63.21         264.25          438.5          -47.8         278.46          430.4         -15.60         -14.33            7.6         -17.49         -14.21           12.0          -31.3           51.2         17.526         18.281          105.3           16.5            0.0           0.01          32229     2018-09-07       18:52:02         +18.80           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:32:25          -36.3           48.4           60.5            307         -38.72           33.1            286   T
         1955.0         254.99         -64.00           0.10           60.7            299          31775          32441          31741  071°36'15.0"W   50°21'42.1"S         -4.710         17.044         -64.00          -93.8          424.7           0.00           1044          31652          179.0          -49.2         269.36          419.0         -64.32         256.12          427.3          -49.0         270.48          420.4         -14.80         -14.37            5.7         -17.53         -14.35           11.9          -29.8           53.0         17.683         18.440          105.4           16.5            0.0           0.01          32407     2018-09-07       18:52:12         +29.81           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:32:35          -29.6           50.6           58.6            300         -39.06           33.3            287   H
         1983.0         248.34         -62.85           2.43           63.0            293          32308          32974          32272  071°35'34.9"W   50°21'54.9"S         -4.924         17.471         -62.85          -87.9          411.4           0.00           1333          32006           60.7          -50.3         262.77          410.7         -63.96         251.64          419.1          -49.7         266.05          414.9         -12.60         -14.43            0.7         -17.61         -14.41           11.8          -25.0           57.8         18.152         18.914          105.7           16.3            0.0           0.01          32938     2018-09-07       18:52:40         +25.07           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:33:03          -27.5           54.8           61.4            297         -40.09           33.7            287   T
         2065.0         231.58         -63.14           3.81           68.4            291          33720          34386          33681  071°33'23.3"W   50°22'25.5"S         -5.433         18.873         -63.14          -85.4          384.2           0.00            799          32976           23.9          -53.0         245.94          389.3         -63.69         239.81          398.9          -51.6         254.24          399.9         -10.10         -14.36           -5.1         -17.75         -14.43           11.3          -24.6           63.9         19.639         20.408          106.1           15.8            0.0           0.01          34347     2018-09-07       18:54:02         +22.30           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:25          -22.3           61.5           65.5            290         -42.35           35.0            287   T
         2260.0         202.87         -54.72           2.09           66.7            281          36453          37119          36406  071°27'42.4"W   50°23'17.5"S         -6.300         22.502         -54.72          -82.7          323.6           0.00           1181          35043           13.4          -56.5         215.90          347.2         -58.39         216.61          351.4          -55.7         230.49          369.4          +1.78         -13.03          -23.6         -17.05         -13.88            9.1          -12.9           65.5         23.368         24.126          105.6           14.4            0.0           0.04          37072     2018-09-07       18:57:17         +27.98           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:37:40          -16.0           67.0           68.9            283         -46.23           37.6            287   T
         2363.0         184.77         -53.74           2.25           69.5            281          38422          39088          38368  071°24'42.3"W   50°23'38.6"S         -6.653         24.421         -53.74          -81.5          293.4           0.00           1002          37387           19.6          -56.5         196.47          315.9         -54.13         193.60          308.0          -56.5         205.96          331.2          +2.76         -11.70          -22.6         -16.42         -12.36            7.4          -13.5           68.1         25.311         26.089          105.2           14.0            0.0           0.04          39034     2018-09-07       18:59:00         +27.76           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:39:23          -12.3           67.0           68.2            280         -49.02           39.1            286   T
         2413.0         177.60         -55.27           2.11           68.4            279          39255          39921          39199  071°23'15.7"W   50°23'49.8"S         -6.838         25.343         -55.27          -83.1          284.0           0.00            923          38783           47.2          -56.5         188.78          303.6         -54.45         181.16          288.6          -56.5         192.59          309.7          +1.23         -11.18          -19.6         -16.18         -11.43            6.8          -11.0           67.5         26.249         27.032          105.1           13.8            0.0           0.03          39865     2018-09-07       18:59:50         +27.79           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:40:13          -13.4           66.4           67.7            281         -50.21           39.7            286   T
         2476.0         169.75         -53.67           2.34           67.8            277          40209          40875          40149  071°21'22.4"W   50°24'00.1"S         -7.010         26.550         -53.66          -81.2          269.4           0.00            909          39674           42.3          -56.5         180.35          290.0         -54.14         173.63          276.2          -56.5         184.52          296.7          +2.83         -10.60          -20.6         -15.87         -10.89            6.2           -8.2           67.3         27.459         28.246          104.8           13.5            0.0           0.04          40815     2018-09-07       19:00:53         +27.54           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:16           -9.8           69.0           69.7            278         -50.51           40.4            286   T
         2713.0         146.28         -55.29           1.90           71.1            278          43343          44009          43272  071°14'18.2"W   50°24'32.5"S         -7.550         31.066         -55.29          -83.7          233.9           0.00            624          41710           13.9          -56.5         155.22          249.6         -54.26         157.58          250.8          -56.5         167.31          269.0          +1.21          -8.94          -15.7         -15.03          -9.73            4.4          -10.3           70.4         31.970         32.756          103.7           12.6            0.0           0.03          43938     2018-09-07       19:04:50         +28.41           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:45:13           -8.2           68.6           69.1            277         -51.05           42.4            285   T
         3026.0         125.16         -52.10           1.36           73.0            283          46646          47312          46562  071°04'36.6"W   50°25'52.5"S         -8.883         37.255         -52.10          -83.5          197.3           0.00            791          44917           14.2          -56.5         132.51          213.1         -53.59         135.28          214.7          -56.5         143.42          230.6          +4.40          -7.36          -15.8         -14.01          -8.14            3.0          -16.2           71.2         38.299         39.061          103.4           11.3            0.0           0.05          47228     2018-09-07       19:10:03         +31.35           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:50:26          -15.3           71.2           72.8            282         -51.50           44.6            284   T
         3104.0         116.43         -53.07           1.81           75.1            283          48182          48848          48092  071°02'12.1"W   50°26'12.0"S         -9.207         38.792         -53.07          -82.4          184.3           0.00           1549          47327           31.4          -56.5         123.12          198.0         -52.56         120.72          190.7          -56.5         127.73          205.4          +3.43          -6.69          -13.7         -13.62          -7.01            2.4          -16.9           73.2         39.870         40.651          103.4           11.2            0.0           0.05          48758     2018-09-07       19:11:21         +29.32           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:44          -15.0           71.0           72.5            282         -51.50           45.5            284   T
         3219.0         100.27         -58.69           1.88           81.2            288          51313          51979          51210  070°58'21.9"W   50°26'49.3"S         -9.830         41.240         -58.69          -86.3          162.9           0.00           1358          49651           16.4          -56.5         105.99          170.4         -56.23         108.10          173.6          -56.5         114.23          183.7          -2.19          -5.72           -7.6         -13.23          -6.13            1.7          -24.7           77.3         42.395         43.228          103.4           11.3            0.0           0.02          51876     2018-09-07       19:13:16         +27.63           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:53:39          -19.5           76.6           79.1            284         -51.50           47.5            284   T
         3311.0          93.21         -59.66           1.71           84.6            285          52817          53483          52707  070°55'10.9"W   50°27'25.7"S        -10.436         43.269         -59.66          -87.6          152.1           0.00            644          51958           35.2          -56.5          98.63          158.6         -59.68          96.68          157.8          -56.5         102.24          164.4          -3.16          -5.42           -6.5         -13.08          -5.56            1.4          -22.4           81.6         44.510         45.351          103.6           11.1            0.0           0.02          53373     2018-09-07       19:14:48         +27.91           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:55:11          -23.7           79.4           82.9            287         -51.50           48.5            284   T
         3428.0          89.47         -55.49           1.58           84.1            284          53668          54334          53554  070°50'55.5"W   50°28'09.3"S        -11.162         45.983         -55.49          -85.0          143.2           0.00            518          53130           63.2          -56.5          94.69          152.3         -57.89          91.32          147.8          -56.5          96.64          155.4          +1.01          -5.22           -9.1         -12.94          -5.33            1.3          -19.9           81.7         47.318         48.136          103.6           10.6            0.0           0.03          54220     2018-09-07       19:16:45         +29.50           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:08          -22.3           83.5           86.4            285         -51.50           49.1            284   T
         3502.0          85.69         -55.25           1.89           79.1            289          54577          55243          54458  070°48'26.9"W   50°28'35.2"S        -11.595         47.562         -55.25          -83.7          137.0           0.00            933          54006           60.2          -56.5          90.67          145.8         -55.63          87.56          140.2          -56.5          92.66          149.0          +1.25          -4.98           -8.8         -12.79          -5.10            1.1          -25.1           75.0         48.955         49.772          103.7           10.4            0.0           0.03          55124     2018-09-07       19:17:59         +28.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:58:22          -21.0           76.8           79.6            285         -51.50           49.6            284   T
         3703.0          71.18         -60.95           1.96           98.9            285          58433          59099          58295  070°40'43.4"W   50°30'14.0"S        -13.240         52.482         -60.95          -87.7          116.9           0.00            754          56377           15.2          -56.5          75.40          121.2         -57.43          78.14          126.2          -56.5          82.68          133.0          -4.45          -4.22           -4.4         -12.57          -4.53            0.6          -25.6           95.6         54.126         54.974          104.2           10.1            0.0           0.02          58961     2018-09-07       19:21:20         +26.78           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:01:43          -29.5           88.1           92.9            288         -51.50           52.5            285   T
         3848.0          66.30         -58.64           2.02           92.8            286          59895          60561          59750  070°34'54.3"W   50°31'20.0"S        -14.340         56.186         -58.64          -85.8          107.7           0.00            821          59023           41.1          -56.5          70.31          113.1         -59.36          68.69          111.9          -56.5          72.81          117.1          -2.14          -4.00           -5.4         -12.43          -4.12            0.5          -26.3           89.0         57.987         58.819          104.3            9.6            0.0           0.02          60416     2018-09-07       19:23:45         +27.18           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:04:08          -27.3           92.0           95.9            287         -51.50           53.5            285   T
         4006.0          56.45         -62.96           1.37          107.4            284          63189          63855          63026  070°28'03.6"W   50°32'16.3"S        -15.278         60.547         -62.96          -91.3           93.6           0.00           1024          61388           19.2          -56.5          60.06           96.6         -61.41          61.20          100.7          -56.5          64.98          104.5          -6.46          -3.61           -3.0         -12.38          -3.78            0.2          -25.7          104.3         62.445         63.305          104.2            9.5            0.0           0.01          63692     2018-09-07       19:26:23         +28.33           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:06:46          -21.4           99.4          101.6            282         -51.50           56.0            285   T
         4197.0          52.17         -57.29           1.21          106.3            276          64812          65478          64639  070°19'15.0"W   50°33'22.2"S        -16.377         66.159         -57.29          -87.9           84.2           0.00            801          63833           40.1          -56.5          55.58           89.4         -59.61          54.25           88.5          -56.5          57.78           92.9          -0.79          -3.41           -5.2         -12.22          -3.53            0.1          -10.3          105.8         68.156         68.985          103.9            8.9            0.0           0.03          65305     2018-09-07       19:29:34         +30.62           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:09:57          -20.7          105.8          107.8            281         -51.50           57.3            284   T
         4496.0          42.22         -53.51           1.66          105.6            278          69249          69915          69050  070°05'15.0"W   50°34'42.5"S        -17.715         75.077         -53.50          -83.2           67.0           0.00           1125          66845           15.7          -55.3          44.99           71.9         -56.81          46.90           75.5          -55.9          50.00           80.2          +1.75          -2.78           -5.0         -11.57          -3.10           -0.2          -14.7          104.6         77.139         77.976          103.3            8.4            0.0           0.04          69716     2018-09-07       19:34:33         +29.72           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:14:56          -16.1          107.4          108.6            279         -51.50           60.5            284   T
         4962.0          28.29         -61.40           2.58           97.5            278          77585          78251          77332  069°46'23.5"W   50°36'01.0"S        -19.023         87.092         -61.40          -86.5           46.5           0.00           1254          73191            9.3          -52.7          30.36           48.0         -57.82          34.60           56.0          -54.0          36.94           58.7          -8.67          -2.07           -1.4         -11.39          -2.34           -0.5          -13.8           96.5         89.145         90.055          102.3            8.2            0.0           0.02          77998     2018-09-07       19:42:19         +25.06           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:22:42          -10.1           92.8           93.4            276         -51.50           64.0            283   T
         5220.0          23.55         -57.90           3.32           94.0            283          81362          82028          81082  069°35'19.2"W   50°37'20.4"S        -20.346         94.134         -57.89          -82.2           38.1           0.00           1272          79207           21.6          -51.6          25.44           40.0         -60.46          25.80           42.3          -52.2          27.79           43.8          -6.31          -1.89           -1.9         -11.16          -1.99           -0.5          -21.6           91.5         96.308         97.234          102.2            7.9            0.0           0.03          81748     2018-09-07       19:46:37         +24.31           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:27:00          -18.5           98.3          100.0            281         -51.50           65.6            282   T
         5420.0          17.96         -68.73           4.66          106.2            275          86860          87526          86537  069°26'45.8"W   50°37'59.4"S        -20.996         99.580         -68.73          -88.7           30.6           0.00           1237          83810           15.9          -49.9          19.70           30.8         -63.79          20.60           34.3          -50.8          22.38           35.1         -18.81          -1.75           -0.2         -11.54          -1.79           -0.5           -9.2          105.8        101.770        102.769          101.9            8.0            0.0           0.01          87203     2018-09-07       19:49:57         +19.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:30:20          -11.7           98.0           98.7            277         -51.50           67.7            282   T
         5674.0          14.30         -71.51           6.61          130.9            268          91355          92021          90997  069°13'54.2"W   50°38'15.1"S        -21.257        107.777         -71.50          -88.9           24.7           0.00           1634          88767           20.4          -48.6          16.01           24.8         -68.56          16.03           27.3          -49.2          17.76           27.6         -22.94          -1.71           -0.1         -11.95          -1.73           -0.5            5.7          130.7        109.854        110.878          101.2            7.8            0.0           0.00          91663     2018-09-07       19:54:11         +17.41           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:34:34           -3.7          116.2          116.2            272         -51.50           70.0            281   T
