Sample#,Date+Time,DateTime,Fl Sec,Az,El,Press,TAir,Hum,Lat,Long,Alt,Freq,RSSI,F Offs,Az Tr Offs,El Tr Offs,Sys V,Sys I,Az I,El I,MCU Stat,Rx Stat,SCA Stat,POST,SAA BIT,Rx BIT,MCU BIT,SCA BIT,CDU1 BIT,CDU2 BIT,State,Flags,THum
0,2018-08-31 11:32:23,43343.4808275,999999999.0000000,999999999.000,999999999.000,183.580,-57.750,17.910,-50.312393,-71.722427,11996.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,0,2098952,-57.75
1,2018-08-31 11:32:24,43343.4808391,999999999.0000000,999999999.000,999999999.000,183.480,-57.700,17.820,-50.312351,-71.722099,12001.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.70
2,2018-08-31 11:32:25,43343.4808507,999999999.0000000,999999999.000,999999999.000,183.380,-57.810,17.580,-50.312286,-71.721817,12006.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.81
3,2018-08-31 11:32:26,43343.4808623,999999999.0000000,999999999.000,999999999.000,183.270,-57.750,17.590,-50.312241,-71.721611,12010.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.75
4,2018-08-31 11:32:27,43343.4808738,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,0,999999999.00
5,2018-08-31 11:32:28,43343.4808854,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,0,999999999.00
6,2018-08-31 11:32:29,43343.4808970,999999999.0000000,999999999.000,999999999.000,182.810,-57.730,17.240,-50.312061,-71.720772,12022.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.73
7,2018-08-31 11:32:30,43343.4809086,999999999.0000000,999999999.000,999999999.000,182.670,-57.750,17.210,-50.312035,-71.720558,12026.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.75
8,2018-08-31 11:32:31,43343.4809201,999999999.0000000,999999999.000,999999999.000,182.590,-57.750,17.180,-50.312016,-71.720306,12030.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.75
9,2018-08-31 11:32:32,43343.4809317,999999999.0000000,999999999.000,999999999.000,182.440,-57.740,17.070,-50.311954,-71.719986,12035.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.74
10,2018-08-31 11:32:33,43343.4809433,999999999.0000000,999999999.000,999999999.000,182.320,-57.740,17.000,-50.311855,-71.719711,12040.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.74
11,2018-08-31 11:32:34,43343.4809549,999999999.0000000,999999999.000,999999999.000,182.200,-57.790,16.740,-50.311810,-71.719498,12044.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.79
12,2018-08-31 11:32:35,43343.4809664,999999999.0000000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000,999999999.000000,999999999.000000,999999999.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,0,999999999.00
13,2018-08-31 11:32:36,43343.4809780,999999999.0000000,999999999.000,999999999.000,181.970,-57.710,16.650,-50.311714,-71.718971,12053.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.71
14,2018-08-31 11:32:37,43343.4809896,999999999.0000000,999999999.000,999999999.000,181.830,-57.700,16.570,-50.311626,-71.718704,12057.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.70
15,2018-08-31 11:32:38,43343.4810012,999999999.0000000,999999999.000,999999999.000,181.640,-57.730,16.520,-50.311577,-71.718452,12062.00,999999999.000,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9999999999,999999999,999999999,999999999,999999999,999999999,999999999,1,2098952,-57.73
