        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         989.10         +13.70          16.00           30.0            270
             10            0.6         988.74         +13.57          16.07           32.8            259
             20            1.3         988.38         +13.49          16.13           35.0            253
             30            1.9         988.02         +13.47          16.18           35.0            253
             40            2.5         987.66         +13.45          16.18           35.0            253
             50            3.2         987.31         +13.43          16.18           35.0            253
             60            3.8         986.95         +13.42          16.18           35.0            253
             70            4.5         986.59         +13.40          16.18           35.0            253
             80            5.1         986.23         +13.38          16.19           35.0            253
             90            5.7         985.87         +13.36          16.19           35.0            253
            100            6.4         985.51         +13.34          16.19           35.0            253
            110            7.0         985.16         +13.32          16.19           35.0            253
            120            7.6         984.80         +13.31          16.19           35.0            253
            130            8.3         984.44         +13.29          16.19           35.0            253
            140            8.9         984.08         +13.27          16.19           35.0            253
            150            9.5         983.73         +13.25          16.19           35.0            253
            160           10.2         983.37         +13.23          16.19           35.0            253
            170           10.8         983.01         +13.21          16.19           35.0            253
            180           11.4         982.65         +13.20          16.19           35.0            253
            190           12.1         982.30         +13.18          16.19           35.0            253
            200           12.7         981.94         +13.16          16.19           35.0            253
            210           13.4         981.58         +13.14          16.19           35.0            253
            220           14.0         981.23         +13.12          16.19           35.0            253
            230           14.6         980.87         +13.10          16.19           35.0            253
            240           15.3         980.51         +13.08          16.19           35.0            253
            250           15.9         980.16         +13.07          16.19           35.0            253
            260           16.5         979.80         +13.05          16.19           35.0            253
            270           17.2         979.44         +13.03          16.19           35.0            253
            280           17.8         979.09         +13.01          16.20           35.0            253
            290           18.4         978.73         +12.99          16.20           35.0            253
            300           19.1         978.38         +12.97          16.20           35.0            253
            310           19.7         978.02         +12.96          16.20           35.0            253
            320           20.4         977.66         +12.94          16.20           35.0            253
            330           21.0         977.31         +12.92          16.20           35.0            253
            340           21.6         976.95         +12.90          16.20           35.0            253
            350           22.3         976.60         +12.88          16.20           35.0            253
            360           22.9         976.24         +12.86          16.20           35.0            253
            370           23.5         975.89         +12.84          16.20           35.0            253
            380           24.2         975.53         +12.83          16.20           35.0            253
            390           24.8         975.18         +12.81          16.20           35.0            253
            400           25.4         974.82         +12.79          16.20           35.0            253
            410           26.1         974.47         +12.77          16.20           35.0            253
            420           26.7         974.11         +12.75          16.20           35.0            253
            430           27.4         973.76         +12.73          16.20           35.0            253
            440           28.0         973.40         +12.72          16.20           35.0            253
            450           28.6         973.05         +12.70          16.20           35.0            253
            460           29.3         972.70         +12.68          16.20           35.0            253
            470           29.9         972.34         +12.66          16.20           35.0            253
            480           30.5         971.99         +12.64          16.21           35.0            253
            490           31.2         971.63         +12.62          16.21           35.0            253
            500           31.8         971.28         +12.60          16.21           35.0            253
            510           32.4         970.93         +12.59          16.21           35.0            253
            520           33.1         970.57         +12.57          16.21           35.0            253
            530           33.7         970.22         +12.55          16.21           35.0            253
            540           34.3         969.87         +12.53          16.21           35.0            253
            550           35.0         969.51         +12.51          16.21           35.0            253
            560           35.6         969.16         +12.49          16.21           35.0            253
            570           36.3         968.81         +12.48          16.21           35.0            253
            580           36.9         968.45         +12.46          16.21           35.0            253
            590           37.5         968.10         +12.44          16.21           35.0            253
            600           38.2         967.75         +12.42          16.21           35.0            253
            610           38.8         967.40         +12.40          16.21           35.0            253
            620           39.4         967.04         +12.38          16.21           35.0            253
