           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         989.10         +13.70          16.00           30.0            270              0
            1.0         988.54         +13.50          16.11           35.0            253             16
            2.0         987.97         +13.47          16.18           35.0            253             31
            3.0         987.41         +13.44          16.18           35.0            253             47
            4.0         986.84         +13.41          16.18           35.0            253             63
            5.0         986.28         +13.38          16.19           35.0            253             79
            6.0         985.72         +13.35          16.19           35.0            253             94
            7.0         985.16         +13.32          16.19           35.0            253            110
            8.0         984.59         +13.30          16.19           35.0            253            126
            9.0         984.03         +13.27          16.19           35.0            253            142
           10.0         983.47         +13.24          16.19           35.0            253            157
           11.0         982.91         +13.21          16.19           35.0            253            173
           12.0         982.35         +13.18          16.19           35.0            253            189
           13.0         981.78         +13.15          16.19           35.0            253            204
           14.0         981.22         +13.12          16.19           35.0            253            220
           15.0         980.66         +13.09          16.19           35.0            253            236
           16.0         980.10         +13.06          16.19           35.0            253            252
           17.0         979.54         +13.03          16.19           35.0            253            267
           18.0         978.98         +13.01          16.20           35.0            253            283
           19.0         978.42         +12.98          16.20           35.0            253            299
           20.0         977.86         +12.95          16.20           35.0            253            315
           21.0         977.30         +12.92          16.20           35.0            253            330
           22.0         976.74         +12.89          16.20           35.0            253            346
           23.0         976.19         +12.86          16.20           35.0            253            362
           24.0         975.63         +12.83          16.20           35.0            253            377
           25.0         975.07         +12.80          16.20           35.0            253            393
           26.0         974.51         +12.77          16.20           35.0            253            409
           27.0         973.95         +12.74          16.20           35.0            253            425
           28.0         973.40         +12.72          16.20           35.0            253            440
           29.0         972.84         +12.69          16.20           35.0            253            456
           30.0         972.28         +12.66          16.21           35.0            253            472
           31.0         971.73         +12.63          16.21           35.0            253            488
           32.0         971.17         +12.60          16.21           35.0            253            503
           33.0         970.61         +12.57          16.21           35.0            253            519
           34.0         970.06         +12.54          16.21           35.0            253            535
           35.0         969.50         +12.51          16.21           35.0            253            550
           36.0         968.95         +12.48          16.21           35.0            253            566
           37.0         968.39         +12.45          16.21           35.0            253            582
           38.0         967.84         +12.43          16.21           35.0            253            598
           39.0         967.28         +12.40          16.21           35.0            253            613
           40.0         966.73         +12.37          16.21           35.0            253            629
           41.0         966.18         +12.34          16.21           35.0            253            645
           42.0         965.62         +12.31          16.21           35.0            253            661
           43.0         965.07         +12.28          16.22           35.0            253            676
           44.0         964.52         +12.25          16.22           35.0            253            692
           45.0         963.96         +12.22          16.22           35.0            253            708
           46.0         963.41         +12.19          16.22           35.0            253            723
           47.0         962.86         +12.16          16.22           35.0            253            739
           48.0         962.31         +12.14          16.22           35.0            253            755
           49.0         961.75         +12.11          16.22           35.0            253            771
           50.0         961.20         +12.08          16.22           35.0            253            786
           51.0         960.65         +12.05          16.22           35.0            253            802
           52.0         960.10         +12.02          16.22           35.0            253            818
           53.0         959.55         +11.99          16.22           35.0            253            834
           54.0         959.00         +11.96          16.22           35.0            253            849
           55.0         958.45         +11.93          16.22           35.0            253            865
           56.0         957.90         +11.90          16.23           35.0            253            881
           57.0         957.35         +11.87          16.23           35.0            253            896
           58.0         956.80         +11.85          16.23           35.0            253            912
           59.0         956.25         +11.82          16.23           35.0            253            928
           60.0         955.70         +11.79          16.23           35.0            253            944
           61.0         955.15         +11.76          16.23           35.0            253            959
           62.0         954.61         +11.73          16.23           35.0            253            975
           63.0         954.06         +11.70          16.23           35.0            253            991
           64.0         953.51         +11.67          16.23           35.0            253           1007
           65.0         952.96         +11.64          16.23           35.0            253           1022
           66.0         952.41         +11.61          16.23           35.0            253           1038
           67.0         951.87         +11.58          16.23           35.0            253           1054
           68.0         951.32         +11.56          16.24           35.0            253           1069
           69.0         950.77         +11.53          16.24           35.0            253           1085
           70.0         950.23         +11.50          16.24           35.0            253           1101
           71.0         949.68         +11.47          16.24           35.0            253           1117
           72.0         949.14         +11.44          16.24           35.0            253           1132
           73.0         948.59         +11.41          16.24           35.0            253           1148
           74.0         948.04         +11.38          16.24           35.0            253           1164
           75.0         947.50         +11.35          16.24           35.0            253           1180
           76.0         946.95         +11.32          16.24           35.0            253           1195
           77.0         946.41         +11.29          16.24           35.0            253           1211
           78.0         945.87         +11.27          16.24           35.0            253           1227
           79.0         945.32         +11.24          16.24           35.0            253           1242
           80.0         944.78         +11.21          16.24           35.0            253           1258
           81.0         944.23         +11.18          16.25           35.0            253           1274
           82.0         943.69         +11.15          16.25           35.0            253           1290
           83.0         943.15         +11.12          16.25           35.0            253           1305
           84.0         942.61         +11.09          16.25           35.0            253           1321
           85.0         942.06         +11.06          16.25           35.0            253           1337
           86.0         941.52         +11.03          16.25           35.0            253           1353
           87.0         940.98         +11.00          16.25           35.0            253           1368
           88.0         940.44         +10.98          16.25           35.0            253           1384
           89.0         939.90         +10.95          16.25           35.0            253           1400
           90.0         939.35         +10.92          16.25           35.0            253           1415
           91.0         938.81         +10.89          16.25           35.0            253           1431
           92.0         938.27         +10.86          16.25           35.0            253           1447
           93.0         937.73         +10.83          16.25           35.0            253           1463
           94.0         937.19         +10.80          16.26           35.0            253           1478
           95.0         936.65         +10.77          16.26           35.0            253           1494
           96.0         936.11         +10.74          16.26           35.0            253           1510
           97.0         935.57         +10.71          16.26           35.0            253           1526
           98.0         935.03         +10.69          16.26           35.0            253           1541
           99.0         934.50         +10.66          16.26           35.0            253           1557
          100.0         933.96         +10.63          16.26           35.0            253           1573
          101.0         933.42         +10.60          16.26           35.0            253           1588
          102.0         932.88         +10.57          16.26           35.0            253           1604
          103.0         932.34         +10.54          16.26           35.0            253           1620
          104.0         931.81         +10.51          16.26           35.0            253           1636
          105.0         931.27         +10.48          16.26           35.0            253           1651
          106.0         930.73         +10.45          16.27           35.0            253           1667
          107.0         930.19         +10.42          16.27           35.0            253           1683
          108.0         929.66         +10.40          16.27           35.0            253           1699
          109.0         929.12         +10.37          16.27           35.0            253           1714
          110.0         928.59         +10.34          16.27           35.0            253           1730
          111.0         928.05         +10.31          16.27           35.0            253           1746
          112.0         927.51         +10.28          16.27           35.0            253           1761
          113.0         926.98         +10.25          16.27           35.0            253           1777
          114.0         926.44         +10.22          16.27           35.0            253           1793
          115.0         925.91         +10.19          16.27           35.0            253           1809
          116.0         925.37         +10.16          16.27           35.0            253           1824
          117.0         924.84         +10.13          16.27           35.0            253           1840
          118.0         924.31         +10.11          16.27           35.0            253           1856
          119.0         923.77         +10.08          16.28           35.0            253           1872
          120.0         923.24         +10.05          16.28           35.0            253           1887
          121.0         922.71         +10.02          16.28           35.0            253           1903
          122.0         922.17          +9.99          16.28           35.0            253           1919
          123.0         921.64          +9.96          16.28           35.0            253           1934
          124.0         921.11          +9.93          16.28           35.0            253           1950
          125.0         920.57          +9.90          16.28           35.0            253           1966
          126.0         920.04          +9.87          16.28           35.0            253           1982
          127.0         919.51          +9.84          16.28           35.0            253           1997
          128.0         918.98          +9.82          16.28           35.0            253           2013
          129.0         918.45          +9.79          16.28           35.0            253           2029
          130.0         917.92          +9.76          16.28           35.0            253           2045
          131.0         917.39          +9.73          16.28           35.0            253           2060
          132.0         916.86          +9.70          16.29           35.0            253           2076
          133.0         916.33          +9.67          16.29           35.0            253           2092
          134.0         915.80          +9.64          16.29           35.0            253           2107
          135.0         915.27          +9.61          16.29           35.0            253           2123
          136.0         914.74          +9.58          16.29           35.0            253           2139
          137.0         914.21          +9.55          16.29           35.0            253           2155
          138.0         913.68          +9.53          16.29           35.0            253           2170
          139.0         913.15          +9.50          16.29           35.0            253           2186
          140.0         912.62          +9.47          16.29           35.0            253           2202
          141.0         912.09          +9.44          16.29           35.0            253           2217
          142.0         911.56          +9.41          16.29           35.0            253           2233
          143.0         911.04          +9.38          16.29           35.0            253           2249
          144.0         910.51          +9.35          16.30           35.0            253           2265
          145.0         909.98          +9.32          16.30           35.0            253           2280
          146.0         909.46          +9.29          16.30           35.0            253           2296
          147.0         908.93          +9.26          16.30           35.0            253           2312
          148.0         908.40          +9.24          16.30           35.0            253           2328
          149.0         907.88          +9.21          16.30           35.0            253           2343
          150.0         907.35          +9.18          16.30           35.0            253           2359
          151.0         906.82          +9.15          16.30           35.0            253           2375
          152.0         906.30          +9.12          16.30           35.0            253           2390
          153.0         905.77          +9.09          16.30           35.0            253           2406
          154.0         905.25          +9.06          16.30           35.0            253           2422
          155.0         904.72          +9.03          16.30           35.0            253           2438
          156.0         904.20          +9.00          16.30           35.0            253           2453
          157.0         903.68          +8.97          16.31           35.0            253           2469
          158.0         903.15          +8.95          16.31           35.0            253           2485
          159.0         902.63          +8.92          16.31           35.0            253           2501
          160.0         902.10          +8.89          16.31           35.0            253           2516
          161.0         901.58          +8.86          16.31           35.0            253           2532
          162.0         901.06          +8.83          16.31           35.0            253           2548
          163.0         900.54          +8.80          16.31           35.0            253           2563
          164.0         900.01          +8.77          16.31           35.0            253           2579
          165.0         899.49          +8.74          16.31           35.0            253           2595
          166.0         898.97          +8.71          16.31           35.0            253           2611
          167.0         898.45          +8.68          16.31           35.0            253           2626
          168.0         897.93          +8.66          16.31           35.0            253           2642
          169.0         897.40          +8.63          16.31           35.0            253           2658
          170.0         896.88          +8.60          16.32           35.0            253           2674
          171.0         896.36          +8.57          16.32           35.0            253           2689
          172.0         895.84          +8.54          16.32           35.0            253           2705
          173.0         895.32          +8.51          16.32           35.0            253           2721
          174.0         894.80          +8.48          16.32           35.0            253           2736
          175.0         894.28          +8.45          16.32           35.0            253           2752
          176.0         893.76          +8.42          16.32           35.0            253           2768
