        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         981.80          +1.90          67.00            7.0             90
            656           37.1         958.03          +6.85          47.90            2.3              1
           1313           74.3         934.99          +6.52          47.35            1.4            262
           2626          149.1         890.29          +3.84          55.96            8.4            230
           3938          229.4         847.26          +0.76          65.30           19.8            269
           5250          327.4         805.93          -1.42          69.02           34.1            276
           6563          437.4         766.27          -3.92          71.79           40.4            278
           7875          525.0         728.25          -6.71          76.34           42.2            274
           9843          626.6         674.17          -8.50           8.87           41.4            266
          13121          810.1         592.13         -12.81           2.46           39.4            263
          16398         1072.9         518.42         -19.19          10.68           45.5            275
          19675         1296.4         453.17         -22.99          50.68           53.1            258
          26226         1631.7         341.67         -40.00          66.72           80.4            271
          32771         2063.5         252.04         -58.16          57.92          112.8            263
          39313         2435.5         182.14         -64.45          46.59           78.0            255
          45851         2892.7         131.50         -62.14          35.40           81.0            254
          58914         3718.2          68.75         -64.45          27.67           87.7            262
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
           ////           ////           ////           ////           ////           ////           ////
