        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         970.70          +7.30          63.00            4.0             90
            656           42.7         950.19          +9.73          44.83            5.5            307
           1313           89.9         926.58          +7.83          48.86            5.8            296
           2625          189.7         881.70          +4.39          55.74            7.2              2
           3938          267.7         839.55          +1.85          57.97           23.2            296
           5250          363.5         798.05          -0.58          60.73           43.3            294
           6562          446.5         759.11          -3.72          67.16           38.8            296
           7875          538.8         721.19          -6.57          70.63           42.4            302
           9842          661.7         667.61         -11.03          76.06           59.8            296
          13121          899.8         585.08         -16.87          45.81           61.3            294
          16399         1135.8         511.44         -22.86          30.55           41.8            304
          19675         1404.2         445.17         -29.86          23.17           37.7            310
          26225         1925.6         332.20         -47.40          29.72           34.6            300
          32771         2514.8         242.82         -63.59          51.12           42.5            293
          39313         2944.8         172.28         -72.52          46.77           85.0            295
          45851         3384.7         124.48         -63.67           4.44           84.6            276
          58914         4188.7          64.45         -62.00           2.23          105.8            286
          71961         5031.9          32.84         -67.33           4.07          134.6            283
          84992         5725.2          16.27         -77.68           7.32          172.8            279
           ////           ////           ////           ////           ////           ////           ////
