        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         970.70          +7.30          63.00            4.0             90
             10            1.9         970.58          +5.48          68.48            5.4            303
             20            2.6         970.39          +5.85          69.48            5.4            302
             30            3.3         970.18          +6.21          69.90            5.5            302
             40            3.9         969.95          +6.51          69.78            5.5            301
             50            4.5         969.69          +6.90          69.55            5.6            300
             60            5.1         969.43          +7.32          69.25            5.6            300
             70            5.6         969.15          +7.79          68.54            5.6            299
             80            6.2         968.88          +8.23          67.63            5.6            299
             90            6.8         968.59          +8.63          66.34            5.6            298
            100            7.4         968.31          +9.09          64.95            5.6            298
            110            8.0         968.01          +9.58          63.50            5.5            298
            120            8.6         967.71          +9.82          61.89            5.5            298
            130            9.2         967.41         +10.02          60.32            5.4            298
            140            9.8         967.11         +10.16          58.94            5.3            299
            150           10.4         966.81         +10.31          57.66            5.2            301
            160           11.0         966.50         +10.45          56.45            5.2            302
            170           11.6         966.19         +10.52          55.80            5.2            303
            180           12.2         965.88         +10.59          55.16            5.3            304
            190           12.8         965.57         +10.67          54.48            5.4            305
            200           13.4         965.26         +10.66          53.82            5.5            305
            210           14.1         964.95         +10.63          53.17            5.6            306
            220           14.7         964.62         +10.63          52.48            5.7            306
            230           15.4         964.30         +10.62          51.79            5.7            306
            240           16.0         963.98         +10.60          51.11            5.8            305
            250           16.7         963.65         +10.60          50.68            5.7            305
            260           17.4         963.31         +10.60          50.21            5.6            304
            270           18.0         962.98         +10.60          49.71            5.6            303
            280           18.7         962.65         +10.63          49.23            5.5            304
            290           19.4         962.33         +10.63          48.74            5.4            304
            300           20.1         962.02         +10.61          48.28            5.4            305
            310           20.7         961.71         +10.57          48.11            5.3            306
            320           21.4         961.39         +10.52          47.87            5.3            307
            330           22.0         961.07         +10.47          47.60            5.3            308
            340           22.6         960.75         +10.51          47.36            5.4            309
            350           23.3         960.43         +10.54          47.12            5.4            309
            360           23.9         960.11         +10.53          46.89            5.5            310
            370           24.5         959.79         +10.51          46.66            5.6            310
            380           25.1         959.46         +10.48          46.47            5.6            310
            390           25.8         959.13         +10.45          46.34            5.7            309
            400           26.4         958.81         +10.43          46.21            5.7            308
            410           27.0         958.48         +10.41          46.08            5.7            308
            420           27.7         958.15         +10.35          45.97            5.6            308
            430           28.3         957.82         +10.31          45.89            5.6            308
            440           28.9         957.49         +10.30          45.82            5.5            308
            450           29.6         957.15         +10.30          45.82            5.5            308
            460           30.2         956.82         +10.28          45.83            5.4            309
            470           30.8         956.49         +10.19          45.79            5.4            309
            480           31.5         956.16         +10.17          45.72            5.5            308
            490           32.1         955.83         +10.16          45.63            5.5            308
            500           32.7         955.49         +10.16          45.51            5.5            307
            510           33.4         955.16         +10.16          45.39            5.5            307
            520           34.0         954.82         +10.16          45.26            5.5            306
            530           34.7         954.49         +10.10          45.24            5.4            307
            540           35.3         954.15         +10.08          45.22            5.3            307
            550           35.9         953.81         +10.10          45.17            5.2            307
            560           36.6         953.47         +10.04          45.12            5.2            306
            570           37.2         953.13         +10.00          45.05            5.1            305
            580           37.9         952.79         +10.01          44.97            5.1            303
            590           38.5         952.46          +9.96          44.92            5.2            301
            600           39.1         952.12          +9.90          44.88            5.3            301
            610           39.8         951.78          +9.88          44.88            5.4            301
            620           40.4         951.43          +9.84          44.87            5.5            301
