SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          704.0         649.30         -11.14          58.81           64.2            293          10530          11196          10530  071°54'38.1"W   50°19'46.9"S         -2.791          5.287         -10.90          -17.6          862.6           1.54            777          10322           25.4           -7.2         665.09          871.2         -12.12         654.90          873.1           -6.8         670.50          876.9          -3.96         -15.78           -8.6          -8.51         -15.60           -6.7          -25.1           59.0          5.979          6.225          117.8           16.2            1.5           2.62          11196          -11.4          62.15           62.2         -11.14         -11.14     2017-07-25       11:11:40         -11.14           0.00         648.89          11207          +6.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:11:44          -24.9           58.0           63.1            293          -2.25           31.0            298   T
          713.0         646.38         -11.40          55.98           65.3            292          10641          11307          10640  071°54'23.9"W   50°19'50.6"S         -2.853          5.438         -11.18          -18.4          859.6           1.44            745          10585           96.3           -7.4         662.22          868.1         -11.29         647.83          861.1           -7.3         663.65          869.6          -4.00         -15.84           -8.5          -8.51         -15.82           -6.7          -24.9           60.3          6.141          6.386          117.7           15.9            1.4           2.56          11306          -11.4          56.57           56.6         -11.40         -11.40     2017-07-25       11:11:49         -11.40           0.00         646.36          11306          +7.04           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:11:53          -24.7           60.3           65.1            292          -2.42           31.4            298   H
         1315.0         463.63         -27.32          23.83           38.1            309          18735          19401          18726  071°42'37.7"W   50°23'52.0"S         -6.875         12.960         -27.29          -41.9          657.0           0.16            690          14683            2.3          -23.4         477.62          666.3         -19.50         548.90          753.6          -15.4         563.82          762.1          -3.90         -13.99           -9.3          -9.25         -14.93           -7.5          -24.0           29.5         14.670         14.991          117.9           11.9            0.2           0.65          19392           -9.8          25.36           25.4         -27.32         -27.32     2017-07-25       11:21:51         -27.32           0.00         463.52          19406         +14.58           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:21:55          -24.1           45.0           51.0            298         -17.07           39.9            298   T
         1372.0         451.77         -28.87          21.68           37.6            310          19338          20004          19329  071°41'54.3"W   50°24'14.8"S         -7.256         13.422         -28.84          -44.1          644.2           0.12            638          19027           32.1          -24.6         465.74          652.8         -28.13         457.62          650.6          -24.0         471.65          659.5          -4.26         -13.97           -8.6          -9.29         -14.03           -7.5          -23.9           29.0         15.257         15.586          118.4           11.8            0.2           0.57          19995           -9.6          21.97           22.0         -28.87         -28.87     2017-07-25       11:22:48         -28.87           0.00         451.78          20003         +15.27           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:22:52          -24.0           29.2           37.8            309         -18.23           39.8            298   H
         1769.0         357.59         -43.96          36.16           36.7            304          24652          25318          24634  071°36'51.8"W   50°26'37.6"S         -9.635         16.638         -43.95          -53.0          543.5           0.05            736          21981            4.6          -35.1         371.12          543.2         -36.28         403.02          592.7          -29.9         416.26          596.1          -8.84         -13.54            0.3         -11.14         -13.24           -6.6          -20.5           30.4         19.227         19.650          120.1           11.9            0.1           0.13          25300           -8.6          36.87           36.9         -43.96         -43.96     2017-07-25       11:29:25         -43.96           0.00         357.59          25322          +9.07           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:29:29          -21.6           29.2           36.3            306         -26.09           39.0            300   T
         1886.0         337.75         -46.87          38.68           36.0            295          25895          26561          25874  071°35'12.3"W   50°27'14.4"S        -10.249         17.696         -46.86          -55.1          520.0           0.04            613          25254           20.9          -37.6         351.42          519.7         -45.42         347.56          531.7          -36.3         361.17          531.4          -9.29         -13.67            0.3         -11.51         -13.61           -6.3          -15.4           32.5         20.449         20.889          120.1           11.8            0.1           0.09          26540           -8.3          35.14           35.1         -46.87         -46.87     2017-07-25       11:31:22         -46.87           0.00         337.77          26568          +8.27           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:31:26          -18.9           32.5           37.6            300         -27.89           38.9            300   H
         2045.0         319.85         -48.67          19.00           32.8            307          27072          27738          27048  071°33'12.0"W   50°28'03.8"S        -11.072         18.974         -48.67          -62.5          496.4           0.01            528          26461           23.0          -39.9         333.56          498.2         -47.49         328.51          507.1          -38.7         342.40          508.9          -8.77         -13.71           -1.8         -11.82         -13.89           -6.1          -19.9           26.1         21.968         22.415          120.3           11.5            0.0           0.07          27714           -7.9          23.70           23.7         -48.67         -48.67     2017-07-25       11:34:01         -48.67           0.00         319.97          27726         +13.81           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:05          -18.6           28.9           34.4            303         -29.99           38.7            300   H
         2050.0         319.20         -48.72          19.62           32.8            306          27116          27782          27093  071°33'08.7"W   50°28'05.5"S        -11.099         19.009         -48.72          -62.3          495.5           0.01            545          27070          613.6          -40.0         332.90          497.4         -48.73         319.53          496.0          -39.9         333.23          497.8          -8.73         -13.70           -1.9         -11.83         -13.70           -6.1          -19.4           26.4         22.012         22.460          120.3           11.5            0.0           0.07          27759           -7.9          23.43           23.4         -48.72         -48.72     2017-07-25       11:34:06         -48.72           0.00         319.35          27772         +13.55           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:10          -19.6           25.5           32.2            307         -30.07           38.7            300   T
         2431.0         260.65         -60.76          40.05           35.0            298          31375          32041          31342  071°28'44.1"W   50°29'44.8"S        -12.755         21.821         -60.75          -67.7          427.5           0.01            930          29217            7.4          -48.4         274.39          425.4         -54.91         288.79          461.0          -44.2         302.50          460.3         -12.35         -13.75            2.2         -13.28         -13.71           -5.2          -16.7           30.8         25.275         25.797          120.3           11.5            0.0           0.02          32008           -6.9          32.54           32.5         -60.68         -60.68     2017-07-25       11:40:27         -60.68          -0.07         260.71          32034          +6.97           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:40:31          -15.6           26.6           30.8            300         -38.29           37.6            300   T
         2560.0         232.51         -65.85          59.36           47.2            296          33676          34342          33637  071°26'39.3"W   50°30'20.0"S        -13.340         23.147         -65.85          -69.7          390.7           0.01           1178          32489           14.7          -53.0         246.45          389.9         -63.03         246.25          408.3          -50.7         260.12          407.3         -12.89         -13.94            0.8         -13.98         -13.87           -4.8          -20.9           42.3         26.716         27.285          120.0           11.7            0.0           0.01          34303           -6.6          39.63           39.6         -65.79         -65.79     2017-07-25       11:42:36         -65.79          -0.06         232.46          34350          +3.83           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:42:40          -16.3           37.0           40.4            294         -42.28           37.8            300   H
         2843.0         184.86         -75.85          32.70           74.4            304          38021          38687          37969  071°20'23.0"W   50°32'45.0"S        -15.756         27.140         -75.85          -83.1          326.4           0.00            593          35803            8.8          -56.5         200.28          322.1         -71.38         207.94          359.0          -56.5         222.25          357.4         -19.35         -15.42            4.4         -15.51         -14.31           -4.0          -41.3           61.9         31.382         32.000          120.1           11.3            0.0           0.00          38635           -5.8          41.86           41.9         -75.83         -75.83     2017-07-25       11:47:19         -75.83          -0.02         184.89          38684          +7.23           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:47:23          -30.7           50.8           59.4            301         -48.45           40.3            300   T
         2859.0         183.26         -75.45          25.41           77.5            302          38183          38849          38130  071°19'56.6"W   50°32'56.4"S        -15.947         27.421         -75.45          -84.3          322.9           0.00            628          38049          236.5          -56.5         198.73          319.6         -75.53         184.06          324.5          -56.5         199.50          320.8         -18.95         -15.47            3.4         -15.56         -15.44           -4.0          -41.0           65.8         31.721         32.337          120.2           11.2            0.0           0.00          38796           -5.8          41.46           41.5         -75.43         -75.43     2017-07-25       11:47:35         -75.43          -0.02         183.29          38845          +8.82           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:47:39          -43.0           63.1           76.4            304         -48.68           40.4            300   H
         2917.0         176.39         -72.07          41.60           84.8            293          38914          39580          38859  071°18'04.2"W   50°33'31.8"S        -16.537         28.613         -72.07          -78.0          305.6           0.00            912          38494           53.3          -56.5         191.89          308.6         -73.82         179.73          314.1          -56.5         195.28          314.0         -15.57         -15.50           -3.0         -15.68         -15.55           -3.9          -33.0           78.1         33.048         33.663          120.0           11.0            0.0           0.00          39525           -5.6          41.13           41.1         -72.05         -72.05     2017-07-25       11:48:33         -72.05          -0.02         176.45          39577          +5.96           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:37          -36.6           74.0           82.6            296         -49.72           41.2            300   T
         2937.0         173.48         -72.29          52.38           85.4            294          39236          39902          39180  071°17'23.0"W   50°33'42.4"S        -16.714         29.051         -72.29          -76.7          300.9           0.00           1016          39019          122.0          -56.5         188.95          303.8         -72.22         174.93          303.3          -56.5         190.42          306.2         -15.79         -15.47           -3.0         -15.74         -15.48           -3.9          -34.7           78.1         33.516         34.132          119.9           10.9            0.0           0.00          39846           -5.6          41.93           41.9         -72.27         -72.27     2017-07-25       11:48:53         -72.27          -0.02         173.56          39895          +4.42           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:57          -31.9           78.7           84.9            292         -50.18           41.5            300   H
         3007.0         162.42         -72.96          31.55           89.0            300          40511          41177          40450  071°15'05.5"W   50°34'31.6"S        -17.532         30.509         -72.96          -80.6          282.7           0.00           1022          39815           31.8          -56.5         177.76          285.9         -73.01         167.87          292.2          -56.5         183.27          294.7         -16.46         -15.34           -3.2         -15.95         -15.41           -3.9          -44.6           77.1         35.188         35.814          119.9           10.7            0.0           0.00          41116           -5.4          42.31           42.3         -72.95         -72.95     2017-07-25       11:50:03         -72.95          -0.01         162.35          41184          +7.69           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:50:07          -42.1           75.0           86.0            299         -50.57           42.9            300   T
         3062.0         156.20         -69.49          21.52           88.5            289          41268          41934          41205  071°13'08.2"W   50°35'06.1"S        -18.107         31.753         -69.49          -80.0          267.2           0.00            635          40827           54.6          -56.5         171.43          275.7         -71.07         159.25          274.5          -56.5         174.57          280.7         -12.99         -15.23           -8.5         -16.00         -15.32           -3.9          -28.3           83.9         36.554         37.179          119.7           10.5            0.0           0.01          41871           -5.3          40.85           40.9         -69.48         -69.48     2017-07-25       11:50:58         -69.48          -0.01         156.18          41932         +10.47           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:51:02          -37.6           81.4           89.7            295         -50.70           43.8            299   T
         3147.0         150.82         -63.76          14.30           86.0            282          41995          42661          41929  071°10'00.9"W   50°35'34.2"S        -18.577         33.743         -63.76          -77.6          250.9           0.00            587          41567           57.9          -56.5         165.57          266.2         -66.68         153.41          258.9          -56.5         168.47          270.9          -7.26         -14.75          -15.3         -15.94         -15.06           -4.0          -18.5           84.0         38.518         39.134          118.8           10.2            0.0           0.01          42595           -5.0          34.75           34.8         -63.76         -63.76     2017-07-25       11:52:23         -63.76           0.00         150.84          42654         +13.83           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:52:27          -19.9           84.3           86.6            283         -50.82           44.5            299   T
         3228.0         142.00         -62.73           6.69           85.6            282          43252          43918          43181  071°07'03.9"W   50°35'58.6"S        -18.982         35.622         -62.73          -81.6          235.1           0.00           1254          42555           34.5          -56.5         155.89          250.7         -63.31         146.42          243.1          -56.5         160.66          258.3          -6.23         -13.89          -15.6         -15.82         -14.24           -4.4          -18.0           83.7         40.364         40.987          118.1           10.0            0.0           0.01          43847           -4.8          27.25           27.3         -62.73         -62.73     2017-07-25       11:53:44         -62.73           0.00         142.09          43914         +18.90           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:53:48          -18.0           83.5           85.4            282         -51.04           45.6            298   T
         3272.0         135.44         -63.26           4.08           90.1            281          44201          44867          44127  071°05'25.0"W   50°36'12.1"S        -19.208         36.673         -63.26          -85.1          224.8           0.00           1261          43654           46.7          -56.5         148.97          239.5         -63.08         138.69          230.0          -56.5         152.39          245.1          -6.76         -13.52          -14.7         -15.74         -13.70           -4.6          -17.8           88.3         41.398         42.033          117.6           10.0            0.0           0.01          44793           -4.7          23.57           23.6         -63.26         -63.26     2017-07-25       11:54:28         -63.26          +0.00         135.38          44872         +21.87           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:54:32          -18.5           86.0           87.9            282         -51.20           46.4            297   H
         3435.0         120.78         -63.21           4.61           83.3            278          46574          47240          46491  070°59'17.0"W   50°36'44.4"S        -19.746         40.582         -63.21          -84.3          200.4           0.00            916          45309           19.7          -56.5         132.97          213.8         -63.51         127.72          212.3          -56.5         140.74          226.3          -6.71         -12.19          -13.4         -15.54         -13.02           -5.1          -12.3           82.4         45.131         45.777          115.9            9.6            0.0           0.01          47157           -4.3          14.07           14.1         -63.21         -63.21     2017-07-25       11:57:11         -63.21          +0.00         120.88          47224         +21.13           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:57:15          -11.9           86.3           87.2            278         -51.50           48.2            296   T
         3582.0         103.15         -66.28           2.15           96.0            282          49657          50323          49561  070°53'49.5"W   50°37'24.5"S        -20.414         44.058         -66.28          -91.2          173.7           0.00           1081          48026           16.1          -56.5         114.73          184.5         -65.09         111.86          187.3          -56.5         123.51          198.6          -9.78         -11.58          -10.8         -15.49         -11.66           -5.5          -19.7           94.0         48.558         49.241          114.9            9.6            0.0           0.01          50227           -3.9           9.90            9.9         -66.27         -66.27     2017-07-25       11:59:38         -66.27          -0.01         103.10          50335         +24.94           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:59:42          -16.4           85.1           86.7            281         -51.50           50.5            294   T
         3618.0         100.12         -65.18           2.42           96.8            281          50214          50880          50116  070°52'20.3"W   50°37'36.6"S        -20.615         45.005         -65.18          -89.7          167.7           0.00            805          49838           90.3          -56.5         111.71          179.6         -65.83         101.62          170.8          -56.5         113.21          182.0          -8.68         -11.59          -11.9         -15.47         -11.59           -5.5          -19.1           94.9         49.501         50.187          114.6            9.5            0.0           0.01          50782           -3.8           8.96            9.0         -65.17         -65.17     2017-07-25       12:00:14         -65.17          -0.02         100.07          50886         +24.54           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:00:18          -20.1           94.6           96.7            282         -51.50           51.0            294   T
         3741.0          92.86         -61.15           2.81          103.9            280          51726          52392          51620  070°46'59.6"W   50°38'10.4"S        -21.179         48.409         -61.15          -85.7          152.6           0.00           1097          50868           34.3          -56.5         103.91          167.1         -62.33          96.33          159.2          -56.5         107.74          173.3          -4.65         -11.06          -14.5         -15.30         -11.41           -5.8          -18.9          102.1         52.840         53.521          113.6            9.2            0.0           0.02          52286           -3.4           6.49            6.5         -61.12         -61.12     2017-07-25       12:02:17         -61.12          -0.03          92.99          52362         +24.59           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:02:21          -16.5           99.7          101.0            279         -51.50           52.3            293   T
         4044.0          66.30         -67.46           0.79          111.5            290          58404          59070          58266  070°33'25.7"W   50°40'46.5"S        -23.780         57.034         -67.46          -96.3          112.3           0.00            402          54943            8.8          -56.5          75.50          121.4         -63.96          78.70          131.1          -56.5          88.58          142.4         -10.96          -9.20           -9.1         -15.37          -9.88           -6.4          -37.3          105.1         61.793         62.536          112.6            8.8            0.0           0.01          58932           -2.6           3.58            3.6         -67.33         -67.33     2017-07-25       12:07:20         -67.33          -0.13          66.24          59094         +28.84           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:07:24          -30.9          102.5          107.0            287         -51.50           58.5            292   T
